"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48033,7930,4815,14603,5702,420508,331889,7363,12218,5355,6546,9222,44481,11848,0,68487,11445,727,11954,25013,20483,12055,281171,3841,1347,241,2818,1218,590,52372,54294,4258,99932,3399,8480,1191,424,493,58982,34539,423,58,671,440,474,383,112,21,308,50499,74710,78011,179539,60393,38988,385,54,426,76,46,2795,46000,808,11,2,280,88452,1592,10,321,1097,1110,5,309,56949,887,59,4556,10626,3,3657,351,5125,240,1057,20222,1245,671,347,353,399,3154,9276,858,1129,22120,10612,1198,3186,319,127,2494,2474,5062,2669,2685,2183,931,3257,183,2345,19831,226,3176,1176,1191,199,4289,1696,283,280,13,16,24,246,1738,228,242,9472,869,9649,2572,2930,1534,617,104,64,631,53980,-766,46,30781,37979,1016,2088,27546,168,711,6992,104046,115124,95,-12855,17756,18772,-427,-12797,"OAKLAND","MI",26,2
48034,6680,4271,11952,4641,373354,237819,15943,22820,9476,24603,12775,38377,13563,575,73485,11087,327,10769,23067,16723,11856,244829,2188,971,208,2809,1232,973,45559,47959,4649,94043,5556,16469,925,353,442,55041,34996,347,45,567,807,733,274,91,17,251,43163,66034,71557,181612,67929,35420,321,48,978,65,37,3254,35362,1548,8,1,223,41224,22567,14,315,1078,3280,4,274,57227,3546,51,4072,10478,3,3293,286,5555,197,2247,19572,1450,756,297,309,491,3268,14356,1358,1052,56603,9887,1074,2911,264,100,2428,2370,4162,2733,3807,9328,1157,3954,189,1788,9166,185,3426,714,879,156,5045,1967,264,261,10,12,19,229,2333,178,564,40455,850,41169,2822,3066,1515,562,80,49,486,50219,-892,29,14225,39330,1057,1654,8163,137,1114,11098,90314,102979,74,-11729,19758,20815,-415,-11678,"OAKLAND","MI",26,2
48035,16750,10397,32868,12231,680150,543311,14080,8651,14350,4152,16520,65632,18368,106,102496,15526,578,16999,34845,39586,11077,397491,5699,3953,347,6362,2830,229,59631,63089,4604,186643,3778,5368,1979,872,907,92217,65473,947,106,1390,1385,1568,221,179,39,605,106900,90001,92776,348965,84413,67524,840,138,209,59,39,7231,42537,2638,4,3,510,93988,3507,21,832,1995,583,10,620,77423,932,65,7211,10092,2,6176,477,7245,405,327,41845,3604,1631,669,676,1074,5661,36607,1038,784,12706,15521,1145,5675,452,121,4122,5035,5161,5768,2031,3779,848,4542,279,1374,12096,240,5095,1132,894,309,15892,3619,372,370,15,14,19,278,1609,139,86,3106,392,3239,1807,4434,2363,607,116,76,1223,60193,-1656,-133,15089,111355,2169,1507,6961,312,2130,7208,58302,69208,122,-29313,69511,71680,-951,-29248,"MACOMB","MI",26,2
48036,10747,6821,20050,6759,509904,362893,20133,14423,11673,4773,17457,54482,18489,242,79233,13521,533,14094,29609,26141,9492,326417,3017,1869,142,3817,1721,753,58848,61303,4471,128721,4541,9237,1408,555,673,78946,57355,558,71,908,833,835,362,138,27,412,66940,83425,87334,247130,72836,52878,539,74,408,75,48,3364,47027,1556,10,2,348,74888,4515,8,494,1162,1207,7,415,68632,1400,68,5128,8869,3,3230,362,4355,298,1119,26463,1838,990,458,457,617,4488,12158,1079,1135,24111,14242,1302,4199,382,133,3392,3421,6308,3826,3254,3131,1075,4096,222,2314,21357,243,4233,1280,1200,251,6741,2654,139,139,14,16,23,276,1965,212,226,10344,823,10599,2737,3885,1914,722,115,73,780,57150,-1085,-1,24162,54789,1412,2220,17647,214,1152,7427,94802,105657,108,-17538,28326,29738,-1034,-17470,"MACOMB","MI",26,2
48037,560,349,969,440,23255,19047,185,183,200,-61,137,1672,583,0,4456,661,17,789,1562,1315,1038,15731,161,95,20,279,122,0,2899,3084,153,5994,72,66,105,30,29,2135,1082,36,4,61,37,24,3,6,1,21,3105,4023,3631,14932,3035,3986,49,4,4,1,1,144,1824,74,0,0,11,4906,25,2,31,46,13,0,12,2617,18,1,221,955,0,353,13,298,13,13,1035,82,37,22,19,24,157,1404,10,12,26,381,31,164,13,3,106,124,117,140,44,105,21,93,9,26,258,7,114,32,19,10,463,48,23,22,0,0,0,8,42,3,1,36,4,38,39,136,66,15,3,2,30,2485,-29,0,-7,6590,10,35,-147,10,58,38,338,444,3,-1389,5555,5566,-7,-1388,"OAKLAND","MI",26,2
48038,21521,13013,39863,12732,1096771,843657,30703,20441,20641,5163,29644,108114,33404,1125,179144,30179,1126,31958,66303,64987,19615,705274,6379,4037,338,4183,1813,833,123167,128338,9463,267603,7402,11943,3559,1208,1483,161809,108626,1167,161,2013,2143,2292,549,311,57,926,138965,181118,182285,602854,206572,133362,1144,141,671,156,101,7580,97698,4022,16,4,804,141950,15117,6,726,2020,3152,13,832,162460,3730,132,10070,18469,6,7510,782,9953,619,1516,58622,4509,2340,924,955,1568,10164,32560,1759,1947,22596,24687,2352,8231,764,255,6358,6824,9061,7460,4806,14548,1729,6632,556,3383,15433,450,7183,1969,2058,461,15971,6163,304,299,31,32,43,572,3183,393,358,11528,1271,12059,4376,7878,3601,1310,252,161,1634,122514,-2119,1,38013,129933,3180,2716,24515,455,1874,17183,188158,212836,240,-37612,71311,74490,-3142,-37479,"MACOMB","MI",26,2
48042,12000,7570,27853,9806,794373,646571,16683,9297,15198,3502,18382,63513,19322,543,160546,26136,717,24142,53506,70909,14722,507095,6095,4624,286,1435,553,534,86733,90442,5233,176953,4126,5662,2806,805,983,90130,50599,756,122,1545,1403,1743,466,241,37,692,91183,134208,134177,368447,113903,100323,723,72,379,119,85,7312,73421,2709,12,2,640,133932,5421,1,323,776,1506,7,494,116300,1715,99,5147,13635,4,4522,549,5676,422,1074,40939,3208,1480,559,605,1070,6782,29799,962,1395,8888,16051,1765,5648,535,197,4317,4545,6454,4966,3413,5678,1161,4702,381,2960,26839,312,5237,2042,1648,256,13518,4305,210,209,25,25,31,414,2215,304,200,5327,874,5527,3023,5528,2207,1065,218,140,1185,89201,-1575,128,36185,112923,2884,2626,25153,308,1500,13789,144265,162272,201,-23958,71984,74869,-1733,-23859,"MACOMB","MI",26,2
48043,6897,4149,12856,4579,272533,205535,4931,3525,6051,3150,5587,25555,6603,0,38798,6182,214,6393,13402,14352,4761,162258,1872,1254,101,2986,1358,129,26037,27605,1823,74004,1412,2177,897,332,349,34446,22200,351,40,542,459,388,123,67,16,231,40794,38408,40979,121006,35591,24469,322,49,151,26,16,2162,17383,858,2,1,184,34257,860,17,360,831,520,4,240,26665,398,26,2896,4288,1,2557,184,3089,160,261,15102,1054,567,280,267,320,2167,8535,394,400,7612,5713,449,2229,186,48,1531,1866,1896,2103,883,1986,409,2177,112,671,9310,107,2008,503,372,146,4726,1370,116,115,6,6,8,122,931,66,76,2495,238,2574,924,1891,985,231,43,28,436,26125,-611,-54,5206,32168,278,603,2401,121,771,2840,24713,28576,45,-10626,17066,17344,-374,-10600,"MACOMB","MI",26,2
48044,23217,14097,53941,20349,1473840,1272805,24089,13426,29148,4724,26145,92158,25146,1590,287419,48649,988,43886,97980,127145,26451,934546,12312,8926,657,4191,1758,1069,157274,164359,10064,338842,7422,8615,5488,1511,1727,146579,67052,1387,223,2846,3169,3415,779,457,71,1287,173438,246141,244208,651487,250664,180698,1341,120,709,237,161,15136,140177,5989,24,3,1200,186707,14070,7,733,1806,3736,14,911,232953,4392,185,8469,24625,8,9391,961,11333,804,1876,76971,6563,3197,1085,1164,2433,13863,54619,1762,2562,14288,29873,3170,10956,1010,368,8073,8655,10716,9230,5828,18684,2040,7400,809,4788,22407,582,8445,3005,2962,503,24147,8497,507,499,48,48,60,802,3882,589,377,10387,1610,10906,5422,10437,4118,1972,408,261,2196,166470,-2601,262,64911,224432,5552,3796,44968,583,1807,31791,287098,329041,375,-49025,147461,153013,-4791,-48840,"MACOMB","MI",26,2
48045,12588,8168,23358,7484,706223,540114,19473,17323,19079,12568,18549,61624,19323,761,122707,21518,653,20388,44571,47212,11250,466935,3497,2109,173,2829,1250,1207,86753,90833,5842,168857,5844,11428,2233,709,896,99560,52095,708,96,1232,1632,1824,494,205,35,555,83997,124096,127517,347404,145537,77639,674,93,632,133,81,4575,76889,3121,17,2,506,94091,11094,7,529,1152,2991,8,509,118001,2844,102,5359,10609,5,4272,523,6095,400,1742,41450,3504,1628,586,635,1135,7017,33958,1576,1747,29330,18156,1838,5902,540,203,4666,4898,6539,5540,3930,10492,1388,5822,390,2997,11433,350,6193,1391,1764,318,12896,4221,155,153,22,27,37,433,2483,362,370,15343,1278,15971,3806,5581,2558,1033,188,117,1072,86388,-1754,127,38177,103066,3079,1992,25615,282,2063,12177,165465,184185,170,-21513,61616,64695,-2435,-21411,"MACOMB","MI",26,2
48046,310,195,601,285,9770,7606,40,41,320,34,0,658,183,0,1303,197,0,239,387,500,182,5670,54,37,0,253,107,0,935,1068,75,2830,27,24,32,13,10,753,697,17,1,30,60,17,2,2,1,9,1379,1451,1375,5571,1058,1172,23,2,1,0,0,49,576,132,0,0,4,1032,15,4,26,17,5,0,4,705,7,1,33,151,0,97,2,52,6,4,924,67,33,14,13,18,92,1317,6,6,78,145,13,77,7,1,42,53,47,61,18,51,11,69,4,11,95,3,79,12,8,7,986,31,1,1,0,0,0,4,20,1,0,15,2,17,19,61,34,6,1,1,13,874,-23,-2,-40,1619,-3,9,-192,5,53,17,42,107,1,-436,695,692,10,-435,"MACOMB","MI",26,2
48047,17970,11237,38511,13958,1075147,879183,21015,14531,20686,11478,21292,82205,20226,1124,208338,34663,983,37020,76282,85811,17779,684075,8481,6119,441,3142,1355,1257,117209,122693,8117,250844,6619,10144,3858,1119,1239,134440,57109,1064,160,1957,1960,2053,595,309,52,902,124852,176204,180359,508506,160932,125712,1075,100,644,153,106,10132,94137,3718,16,3,831,155669,7726,5,582,1516,2385,11,711,151437,2532,129,6896,16358,6,7891,809,11105,577,1770,52162,4441,2130,813,831,1594,9256,33335,1532,2187,26210,24067,2365,8079,717,259,6183,6699,9195,7304,4852,7099,1721,6606,480,3785,22212,435,7245,2252,2265,378,15067,5781,371,370,31,33,42,539,3235,398,361,16495,1461,17200,4287,7599,3319,1398,270,173,1659,120213,-2326,195,45504,162074,3403,3583,30620,425,2116,22075,207455,236924,255,-37495,109912,113315,-2746,-37366,"MACOMB","MI",26,2
48048,3128,1903,7135,2804,134367,115817,1213,619,2157,2,1971,9332,2128,0,22467,3242,91,3446,7114,10210,1890,75950,1385,1064,72,1407,625,39,10969,11652,623,37835,455,403,524,170,169,12187,6585,191,20,265,192,183,71,37,8,119,20715,18392,17313,88054,26502,17242,181,21,23,14,9,1348,8316,361,1,1,102,22799,287,4,155,379,122,2,103,13492,141,12,1206,1740,1,1417,80,1225,78,59,6579,466,247,123,121,145,1024,3774,92,99,507,2424,206,1045,88,24,659,799,802,901,322,953,141,749,59,316,26443,47,863,489,170,57,2125,647,63,63,3,3,4,55,277,27,10,345,40,365,305,777,410,116,24,16,201,11936,-289,-9,2375,13309,144,328,1291,60,282,2373,11315,12966,26,-5773,6731,6875,-221,-5762,"MACOMB","MI",26,2
48050,816,527,1690,532,45726,35941,1010,431,709,42,1066,4533,1305,0,7772,1342,24,1169,2710,3233,737,28996,281,178,10,147,64,50,4996,5214,209,10940,153,214,199,49,55,5924,2569,48,6,93,46,53,44,13,2,38,5427,7627,7448,23916,6067,5001,84,6,10,7,4,222,4270,86,1,0,30,6968,78,0,29,30,85,1,24,5006,53,5,261,677,0,368,20,298,25,63,1838,108,62,35,34,35,314,908,37,56,382,917,83,369,33,10,235,237,330,248,147,455,55,252,23,195,11492,21,266,232,89,18,481,208,11,10,1,2,2,24,114,17,4,69,35,73,153,273,127,42,11,7,70,4959,-69,16,1935,4769,58,152,1613,19,73,151,5870,6235,11,-1092,2931,2989,-68,-1087,"MACOMB","MI",26,2
48051,7552,4592,16309,6187,383287,333079,4535,1953,6164,830,5825,25893,6092,0,70691,11436,280,10938,23839,31275,6189,231560,3424,2545,178,2099,951,155,36102,37813,2102,92764,1607,1356,1291,446,465,33331,16841,462,62,797,431,449,167,111,20,346,52020,57386,57034,211345,62965,46318,438,45,115,43,30,3519,28270,788,3,1,302,67839,869,5,295,718,416,5,266,42229,448,40,2657,5637,2,3111,264,3093,214,222,17449,1090,600,313,306,354,2820,7133,323,487,2375,6784,649,2794,251,76,1912,2236,2403,2452,1115,2270,453,2097,171,982,10657,136,2338,830,593,144,4103,1914,147,147,10,10,12,173,898,102,57,1598,250,1669,1071,2442,1129,416,86,56,596,37580,-738,-58,14771,29839,567,695,11894,163,681,5753,44672,51786,85,-13036,12391,12958,-660,-12996,"MACOMB","MI",26,2
48062,4382,2876,9356,3134,222890,177525,5339,2417,3117,1879,5076,20608,5406,0,40599,6304,245,6511,13791,16815,3742,133987,1852,1410,65,795,350,130,20810,21863,1354,56983,1092,1526,700,259,253,28229,16534,257,34,455,223,267,115,64,12,198,29297,31419,32722,88271,21572,20760,272,27,83,25,17,1933,15886,404,2,1,179,30562,604,2,150,353,356,3,164,22577,313,23,1840,3242,1,1640,149,1934,123,152,9943,631,334,180,174,200,1594,3755,326,307,4707,4915,394,1803,146,44,1306,1485,1662,1651,813,1764,297,1372,101,654,15664,82,1451,591,360,83,2043,1108,49,49,5,6,7,102,607,59,42,1423,167,1493,732,1499,721,247,48,31,336,20942,-454,-2,7363,20639,307,577,5537,94,402,2967,26903,31024,48,-6723,10696,11003,-149,-6700,"MACOMB","MI",26,2
48065,5082,3174,10923,3771,314674,238208,10389,6825,7108,2956,7590,27632,8939,164,59954,10190,306,10087,21597,23197,6046,206059,1916,1238,57,1038,455,587,38285,39947,3442,71320,2528,4726,967,289,351,39582,21540,268,42,543,454,492,335,94,15,245,33103,55678,58678,87623,41975,27568,260,28,266,66,43,2009,37671,850,10,1,223,55541,2376,2,191,376,960,3,196,47522,965,52,2193,5597,3,1561,225,2236,178,1031,15648,975,530,250,260,344,2813,5747,658,906,12497,9371,993,2617,261,107,2165,1972,4471,2092,2407,2141,761,2612,155,2074,20152,183,2599,1100,1043,158,3155,1607,47,47,11,14,19,211,1384,196,156,5100,702,5234,2190,2533,1160,550,96,60,447,39469,-589,79,25584,37421,1134,1700,21457,122,535,4759,84625,92249,85,-7755,21772,22907,-694,-7703,"MACOMB","MI",26,2
48066,23237,14162,44705,16228,842882,696069,14874,7474,13638,1484,16355,72677,16890,0,115716,17767,642,18061,38468,45791,10223,476264,7423,5271,419,8784,3938,126,68151,71944,4339,239332,4411,4730,2397,1150,1110,100075,101731,1297,130,1651,1349,1208,197,208,51,750,142876,104703,106621,499502,130795,86535,1217,175,202,55,35,8305,43700,2496,3,5,597,115963,2666,29,1154,3033,578,15,815,81399,1017,70,9196,9329,3,8320,571,8654,515,261,44848,3317,1797,883,846,1017,6805,25291,989,727,9574,17421,1264,6772,546,130,4629,5903,5821,6800,2114,4219,972,5194,324,1249,10542,285,5927,1153,879,417,13834,4183,453,450,15,14,21,310,1844,122,76,2996,301,3139,1893,5271,2998,633,113,75,1385,67746,-2012,-292,9555,76518,784,1447,935,402,2443,4991,42382,50981,129,-39224,31670,32454,-1070,-39154,"MACOMB","MI",26,2
48067,13342,6904,22015,5762,796943,697453,12214,12927,27137,8345,12341,33400,11025,1817,127704,25567,382,20281,47946,51302,10852,552677,4100,2035,237,1304,550,1001,104540,110929,6074,181435,4471,8245,2631,826,961,51213,31804,880,112,1346,2847,2947,544,233,39,630,90445,145745,145597,471800,137875,102177,914,104,548,143,86,4795,89469,5608,18,2,540,91606,15455,4,459,942,2982,8,490,145633,3715,113,4729,10301,5,4524,438,5190,441,1519,52179,5256,2343,623,719,1836,8399,62168,1454,1576,16506,19855,1965,6896,578,219,5174,5188,7147,5830,4155,15333,1370,5573,458,3295,18424,369,5873,1774,1777,293,25876,5086,181,177,24,29,41,467,2506,370,309,8715,1149,8974,3959,5668,2669,1057,208,131,1306,99299,-1746,193,37891,177515,4606,2082,25248,316,1787,10049,164848,181676,193,-25226,125335,129941,-2388,-25114,"OAKLAND","MI",26,2
48068,321,161,480,127,13428,11498,203,153,328,-54,73,727,290,0,2387,335,0,291,721,584,222,8496,57,15,0,70,31,0,1549,1648,76,3222,36,70,50,17,17,917,389,19,2,33,26,15,2,3,1,12,1334,2313,2202,10593,2445,2039,37,2,2,1,1,32,952,52,0,0,5,1617,20,1,15,23,7,0,4,1263,10,1,73,203,0,111,4,65,7,40,659,45,26,13,12,15,99,542,7,7,41,204,17,93,8,2,56,62,68,67,26,67,12,62,5,14,186,4,68,20,11,6,347,37,1,1,0,0,0,4,23,1,1,19,2,20,22,74,36,8,2,1,20,1409,-29,2,130,1651,2,17,43,6,48,24,250,331,2,-461,992,994,-8,-460,"OAKLAND","MI",26,2
