"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48034,10589,19162,6142,6700,541015,375887,17501,13978,63640,8531,-179,493,758,98120,19856,45104,983,64586,63184,3402,8795,26568,10733,9564,411,10238,17605,264435,2134,588,130,1033,23871,2399,97748,4579,10913,1088,545,656,4,4287,408,74,950,262,625,139,37,20,435,61580,2360,1359,820,9099,10206,295,74,546,54,65,9,25962,484,12,6,157,32703,17001,0,296,20,5283,8,311,65817,2570,62,4273,16270,4,1578,419,3495,331,1902,8118,563,307,482,402,194,3594,4855,2699,1724,12085,11326,1615,3610,425,158,2823,3199,5093,2639,4785,10112,1621,3307,305,2657,5794,290,4556,1151,1153,104,158,1909,33,31,17,19,29,357,1503,270,533,35233,1310,36624,3795,4431,2092,772,134,84,215,19917,81574,1346,1634,15927,235,4817,12486,115513,128707,125,-10181,73457,74803,1122,-10119,"OAKLAND","MI",26,2
48035,16272,32036,9873,9970,660381,529772,10743,6330,8024,13135,-543,917,158,95780,11810,38994,169,63861,61120,4038,12538,51633,14518,14324,661,15566,41381,420454,5946,2239,193,2081,28299,2240,124316,2853,4551,1689,824,924,5,11616,655,109,1194,69,448,58,47,31,641,93046,4215,2408,2094,4756,18093,490,108,145,39,41,15,9194,88,5,10,237,58090,1856,0,569,62,778,12,535,71997,584,44,4867,10126,3,1870,453,1850,431,192,7203,338,236,658,498,117,3866,1138,1890,807,6527,8562,1212,3999,463,132,2952,3509,4350,2999,2003,2938,813,2771,311,1352,6269,249,3793,1122,773,102,32,2444,56,53,16,16,21,294,1258,149,85,3379,381,3556,1721,3928,1975,586,130,85,47,15036,81165,1134,905,11152,333,801,4847,45628,52257,137,-19671,73962,75097,-349,-19627,"MACOMB","MI",26,2
48036,10597,20041,5551,6677,519655,362914,17401,9405,22363,10931,-442,831,379,71356,10105,39828,787,66151,65127,2492,12287,44917,14924,11346,650,12499,26579,340920,3104,1022,87,1292,28549,3379,87838,3311,7071,1218,537,665,7,7008,376,72,834,139,658,130,37,21,454,59339,3883,2202,1383,9392,16568,256,77,292,51,63,9,24718,229,12,6,160,29721,6050,0,308,50,2492,8,356,73183,1289,58,3227,8770,4,1151,358,2023,332,931,7846,509,283,495,405,176,3493,3160,2303,1470,9694,10879,1444,3498,432,154,2916,3113,5057,2615,3341,4756,1171,2787,293,2409,6123,276,4160,1229,1110,108,75,1691,33,31,17,20,28,334,1219,257,260,12405,1061,12953,3002,3975,1861,731,140,88,195,21573,81804,1793,1300,20139,237,883,7236,101129,109352,130,-10826,73958,75751,-525,-10767,"MACOMB","MI",26,2
48037,469,829,283,308,24534,17918,311,445,1901,148,0,3,0,5189,974,2259,52,3025,3000,152,297,1950,522,781,13,843,1830,18108,157,52,7,91,1580,161,4325,128,343,67,25,26,0,202,19,3,35,1,12,8,2,1,20,2547,175,102,79,325,664,14,3,12,2,3,0,1286,1,1,0,8,3608,42,0,16,2,80,0,12,2768,31,3,216,727,0,86,21,121,15,67,359,11,8,21,17,4,128,19,87,73,334,484,72,145,20,8,113,120,249,99,170,83,58,118,12,143,455,14,189,84,58,5,0,45,1,1,1,1,1,15,55,13,11,588,53,614,151,167,85,37,6,4,6,1436,2924,42,80,1362,11,32,287,4874,5221,6,-650,2565,2607,138,-647,"OAKLAND","MI",26,2
48038,20948,39460,10308,12462,1052754,805730,24733,14462,23125,21366,-381,1573,1059,161573,20398,84158,724,122342,120657,2561,21537,87816,26329,24916,1254,29370,65012,703122,6257,2206,168,1375,55773,4910,161000,5263,10417,2904,1146,1431,12,13185,813,163,1836,287,1146,198,80,44,1041,121520,9514,5292,3592,15817,42483,564,142,392,92,113,15,37248,491,18,12,316,67896,7387,0,532,85,3251,16,719,145585,1714,93,6081,17531,6,2347,706,3206,684,1084,12361,886,474,958,719,307,6134,5830,3842,2208,14870,15562,2582,6043,828,288,4886,5670,8191,4733,4932,9449,1763,4093,621,3856,12447,487,6588,2399,1919,183,207,3343,75,71,35,36,48,629,2199,437,301,9686,1386,10139,4460,7182,3157,1268,295,189,377,42046,158575,3298,2049,31462,502,1096,8193,156159,166210,279,-21396,146213,149511,-1082,-21303,"MACOMB","MI",26,2
48042,10949,25992,8629,6647,690588,562246,11802,6235,12418,14259,-16,1002,656,131648,14935,62996,455,77002,74212,775,12368,47434,14941,21282,833,20683,66103,481855,5735,2434,125,379,37834,3244,78693,3000,4633,2299,694,908,8,7838,468,113,1195,141,546,127,56,28,758,75926,8641,4702,3092,10351,39444,286,56,250,63,79,4,23594,244,12,7,166,45874,2963,0,165,43,1643,8,446,99056,812,53,3247,12720,4,1853,482,2001,440,565,6937,434,232,568,397,141,3149,3218,2054,1473,6128,7381,1723,3082,542,199,2681,3236,4840,2611,3082,4890,1055,2408,434,2546,9037,303,3719,1732,1298,102,108,1792,127,121,26,26,30,430,1403,304,189,5244,879,5497,2706,4414,1683,881,232,150,211,32911,101553,1872,1354,23248,323,696,7167,104988,114027,216,-12027,94616,96488,-570,-11974,"MACOMB","MI",26,2
48043,6963,12731,3746,4385,267548,208208,3365,2864,5165,6362,-26,290,81,39430,5475,17025,81,27552,27224,2194,4303,21508,4964,5767,265,5919,15810,173846,2004,720,49,1085,13279,1111,55537,1226,2130,666,332,372,2,2892,266,41,481,29,380,33,18,12,242,37028,1518,881,712,2679,6365,193,58,96,17,19,7,5419,34,3,4,101,19842,1328,0,270,28,690,5,207,30476,340,21,2012,4583,1,690,186,895,176,265,3689,167,124,289,242,60,1864,462,793,437,3137,4220,534,1804,196,56,1297,1613,1828,1382,1022,1318,425,1250,124,697,2534,113,1670,463,355,50,9,1027,18,17,7,6,9,130,561,74,71,2302,254,2406,897,1677,877,256,50,32,-7,7390,41283,679,465,6235,134,377,1941,26028,28227,51,-8381,37594,38273,-14,-8360,"MACOMB","MI",26,2
48044,21867,51394,17776,12742,1329337,1137995,17284,8783,11261,28798,-1228,1583,1638,247585,26603,120896,717,149440,143604,2389,18266,68515,18704,39555,1202,37784,120008,884529,11358,4721,319,1174,68992,4929,154644,5247,6769,4333,1359,1706,11,6508,922,215,2287,321,1139,253,109,54,1453,154178,16130,8740,5604,21425,74738,584,112,423,122,153,13,46273,549,23,13,329,79874,5361,0,460,52,2987,16,821,194673,1542,102,5241,22782,8,4215,887,3879,854,1002,13348,936,503,1097,719,346,6230,6904,3368,2534,8259,13412,3259,5939,1046,382,4992,5919,8975,4825,5703,9644,1931,4076,849,4926,17759,589,7443,3456,2472,205,255,3540,299,285,50,50,60,826,2663,580,315,8446,1469,8867,5073,8610,3338,1708,441,284,679,63195,196752,4291,2697,46715,626,3662,17294,198722,225047,409,-26647,183405,187695,-1592,-26546,"MACOMB","MI",26,2
48045,12347,23177,6035,7770,699562,520151,17134,11291,29179,18673,-260,1131,874,109578,12364,59832,901,91562,91544,1785,13634,49842,14431,18081,920,17774,47458,474371,3582,1178,95,924,41465,4438,102859,4048,9035,1898,678,863,8,5392,462,97,1024,287,840,210,53,27,624,72272,6044,3373,2097,17205,26505,337,79,403,83,104,9,42961,512,21,7,203,40664,8182,0,221,51,3919,9,431,108415,1880,86,3497,10772,6,1697,506,2721,449,1510,11357,823,400,642,534,268,4795,6382,2998,2115,10355,13045,2120,4510,606,238,3739,3900,6419,3213,4543,8700,1551,2980,449,3750,8652,405,4705,1878,1727,149,198,2396,40,37,26,32,44,503,1572,423,360,14417,1537,15017,4324,5288,2363,1041,222,139,220,41351,118455,2375,1593,37286,315,903,8516,162586,173143,201,-10751,107099,109474,-1092,-10665,"MACOMB","MI",26,2
48046,259,448,140,171,9663,7053,39,29,0,197,0,0,0,1239,156,499,0,959,970,69,4,705,169,192,7,220,557,6489,77,22,1,66,472,21,1840,27,18,24,12,12,0,222,9,1,16,1,6,0,1,0,9,1391,50,29,27,22,176,7,2,1,0,0,0,2,0,0,0,2,1056,10,0,9,1,4,0,6,817,5,0,63,127,0,26,5,20,6,0,98,4,4,10,7,2,51,0,8,7,14,88,13,45,6,1,31,39,47,33,20,31,10,39,4,12,111,3,51,15,7,1,0,31,0,0,0,0,0,3,17,1,1,14,2,15,17,48,25,6,1,1,-4,25,1028,1,10,19,5,15,14,148,170,2,-310,930,931,8,-309,"MACOMB","MI",26,2
48047,17516,38486,12273,10780,1027366,841710,15831,8989,16080,19163,-704,1277,943,187622,19063,96829,890,119791,115763,2177,14132,65285,14908,29295,1143,36694,85794,665792,8292,3333,211,1058,52706,3718,130610,4556,7180,3030,1041,1286,11,6800,747,162,1655,191,819,196,79,42,1037,115097,9953,5446,3856,15107,45706,510,97,405,92,112,12,35687,313,18,10,283,65079,6296,0,253,36,3267,13,662,145261,1615,84,4474,16358,6,3256,730,3680,637,1342,10835,716,378,853,613,248,5117,4144,2942,2165,8231,12801,2511,4921,774,283,4347,4639,7635,3884,4912,8086,1666,3072,598,3812,12378,461,5490,2428,1883,157,123,2837,163,155,34,37,46,611,2097,431,338,11820,1380,12351,4358,6610,2753,1300,307,198,437,45249,150000,3198,2007,34161,471,2404,11445,167483,183509,291,-21082,139165,142363,-1174,-20998,"MACOMB","MI",26,2
48048,2982,6418,2155,1825,123320,105038,1044,419,572,1681,-10,150,1,18277,2077,6751,12,11441,10799,882,1814,6577,1761,2764,122,2731,9494,78625,1346,555,35,440,5048,311,23169,385,332,361,154,161,1,1210,126,22,231,5,68,9,9,6,120,17592,876,477,471,467,4205,89,19,17,7,7,2,1043,3,1,2,46,15424,129,0,106,11,86,2,87,11151,63,7,774,1734,0,644,90,530,78,21,1137,45,35,117,86,15,660,13,182,121,451,1302,202,619,81,23,442,541,695,463,304,429,133,491,54,220,1282,44,654,213,127,17,0,409,13,13,3,3,4,50,216,22,9,385,48,405,264,637,343,84,23,15,-2,2479,11368,98,172,2096,61,140,910,6298,7425,25,-3723,10231,10329,-34,-3716,"MACOMB","MI",26,2
48050,816,1775,529,528,43953,34601,961,300,668,649,-97,14,0,6608,792,3285,19,5001,4895,93,818,3157,939,1172,34,1026,3062,30758,275,102,3,47,2516,209,6088,173,226,147,45,59,0,426,32,7,79,2,17,14,4,2,44,4649,410,229,165,861,1709,23,4,12,5,7,0,2573,1,1,0,12,4827,44,0,19,3,81,1,25,4997,29,5,252,673,0,123,32,122,30,51,620,21,14,39,30,7,232,31,98,114,364,664,123,231,39,15,185,205,369,166,199,143,74,146,24,235,655,25,270,149,113,10,0,115,1,1,2,2,3,29,85,26,9,172,75,181,201,267,127,54,15,9,11,3976,5498,84,88,3603,21,27,524,7507,8192,14,-501,4879,4962,-37,-497,"MACOMB","MI",26,2
48051,7092,15560,5253,4288,354144,306101,3570,1622,2828,7087,-291,404,253,61428,6459,27078,118,36779,35010,1389,3902,20672,4502,9865,331,9672,30448,230475,3383,1382,85,701,16388,1157,52727,1248,1353,1072,396,429,3,2336,296,59,631,34,211,43,27,16,365,44311,3217,1762,1426,3258,14672,208,40,84,25,29,5,7110,48,4,4,108,26912,1177,0,210,25,497,5,234,41789,328,23,1773,5366,2,1493,246,1432,224,158,3217,161,103,313,211,54,1684,654,750,528,1714,3859,715,1778,249,81,1375,1669,2240,1394,1189,1903,447,1168,187,915,4084,137,1822,709,497,50,20,1036,52,50,10,11,12,178,665,105,58,1777,279,1866,1037,2056,897,344,91,60,97,11878,42711,687,534,8055,171,307,3455,36353,40881,91,-8989,39494,40181,-215,-8966,"MACOMB","MI",26,2
48062,4234,9153,2802,2740,217908,166687,4739,2180,4012,3839,-338,331,172,36261,4339,16812,93,23172,21616,573,3275,18579,4233,5449,294,5925,16617,138765,1843,756,29,258,10290,719,33251,992,1689,646,237,283,2,2622,175,35,378,21,298,34,16,9,219,26418,1804,1007,776,2503,7697,128,30,79,17,21,3,5803,31,3,3,67,14080,1349,0,107,18,554,3,154,28262,297,16,1274,3699,1,682,160,792,136,176,2247,114,75,194,144,39,1160,426,688,412,2372,3117,489,1259,162,54,1010,1208,1602,1019,934,1563,339,894,120,693,2599,93,1346,470,351,34,12,652,18,18,7,7,9,120,448,76,60,1974,242,2064,821,1429,625,247,58,37,72,7590,31037,627,433,5445,103,263,2003,28724,31088,56,-5116,28790,29416,-130,-5099,"MACOMB","MI",26,2
48065,5061,11068,3577,3102,328224,230383,8999,4685,14042,7330,-35,541,416,53065,6846,31735,401,45984,45065,748,5181,20205,6339,8640,347,8954,23090,209721,1671,640,27,373,19212,2167,41567,1899,3734,914,279,397,4,1176,177,43,463,118,570,124,25,12,286,30466,3089,1711,926,9037,13287,100,32,199,44,58,3,24562,201,12,3,80,18260,3477,0,63,20,2059,4,173,53108,920,45,1401,5939,3,785,223,1339,207,884,5783,446,209,280,236,153,2183,2918,1277,1176,4202,6358,1104,1847,301,125,1664,1607,3282,1310,2509,4002,837,1178,221,2141,4727,212,2236,1035,953,79,71,922,21,20,14,17,23,264,784,236,182,5579,876,5822,2401,2559,1097,513,118,73,210,22744,51701,1371,876,23082,141,243,4344,87806,92999,103,-3181,45918,47289,-450,-3136,"MACOMB","MI",26,2
48066,23303,44437,13202,14154,838086,693294,13319,5937,7315,11852,-50,1018,49,111483,11706,38555,120,76550,72608,5958,12077,57074,13633,17177,720,18150,50466,515226,7813,2993,213,2903,32700,2113,182116,3365,4304,1819,1122,1174,4,13847,933,141,1560,49,636,46,57,41,776,126321,3622,2149,2226,3337,14824,683,172,149,39,35,22,4970,37,3,14,333,91161,1861,0,831,85,816,17,698,78908,641,53,6669,9909,3,2740,585,2851,548,133,9575,380,301,898,716,127,5341,268,1948,808,6409,11336,1343,5158,560,139,3701,4572,5203,3952,2163,3497,981,3809,353,1238,7244,299,4717,1174,753,133,6,3291,55,52,16,15,23,325,1580,123,82,3850,327,4066,1857,4807,2613,621,121,81,-73,9176,96677,917,1070,7870,433,1236,4042,39314,46410,141,-29063,87101,88019,-367,-29010,"MACOMB","MI",26,2
48067,12843,21032,4308,6609,707454,588323,10487,10164,16294,25239,-356,973,1245,104754,11482,54486,468,93499,94114,835,8503,27808,8042,21019,450,17784,49469,548351,3808,1038,108,399,48062,4289,103495,3356,7763,2107,732,913,4,3525,574,105,1154,360,1274,175,54,28,654,74944,6415,3565,2553,17750,29473,443,98,358,76,93,8,35392,663,17,7,207,41281,7170,0,275,49,3189,10,402,108636,1492,76,3127,9880,5,1499,426,2052,449,1049,9887,770,409,617,515,280,4871,7133,2794,1717,8686,11686,1897,4530,567,216,3549,3892,5567,3282,3644,7885,1289,2857,436,3141,8049,366,4623,1729,1476,130,263,2666,63,60,24,28,40,455,1416,362,291,8609,1177,8971,3500,4697,2239,870,208,131,288,35909,132534,2871,1400,29564,325,854,4824,133129,140001,194,-11919,122647,125518,-1066,-11844,"OAKLAND","MI",26,2
48068,299,404,71,167,11715,9434,228,97,167,290,0,0,0,1852,189,766,7,1413,1471,49,35,621,181,211,7,199,444,8942,58,13,1,41,717,88,2344,36,52,21,15,17,0,86,11,2,22,1,7,0,1,0,11,1572,94,56,24,19,252,10,2,2,0,0,0,4,1,0,0,3,1316,13,0,9,1,5,0,7,938,6,1,88,147,0,20,6,27,7,0,129,5,5,11,8,2,62,0,18,8,71,119,17,55,7,2,39,53,60,46,25,36,11,43,5,14,133,3,56,17,9,1,0,36,0,0,0,0,0,4,20,1,1,29,2,31,20,64,30,9,2,1,1,111,1002,1,14,156,6,9,54,402,456,2,-293,873,874,20,-293,"OAKLAND","MI",26,2
48069,1341,2517,617,768,118243,92033,1775,2548,2438,5884,0,112,551,20187,2631,14042,278,19048,19415,51,1696,4869,2009,3727,92,4079,8761,88070,415,95,13,23,9165,718,11902,630,1934,424,83,139,1,837,51,14,140,149,182,66,10,4,95,8028,1219,673,348,6659,5389,38,5,84,24,31,0,15290,288,7,1,25,6384,1842,0,27,5,1039,1,52,23824,481,22,456,2196,2,203,80,379,80,441,3161,209,113,93,83,80,988,3235,598,475,1847,2164,515,770,129,63,619,572,1128,455,976,3048,330,350,109,1073,1682,100,865,465,469,37,121,491,11,10,6,9,13,125,261,133,82,1832,387,1893,1087,970,427,229,56,34,94,15092,20048,633,241,13584,49,64,770,45953,47374,47,540,16886,17520,-300,562,"OAKLAND","MI",26,2
48070,3063,6705,2085,2009,313103,213577,6889,9450,18242,16145,-80,527,2297,53007,9106,38034,882,52506,53794,77,4339,11235,5756,11006,178,10002,20519,248422,1406,318,69,26,27085,2675,30825,2086,6982,1115,185,355,3,701,96,32,325,550,706,204,27,9,224,18262,3025,1669,788,20916,13837,54,12,325,72,94,1,47156,1081,22,2,63,13090,8123,0,18,13,4161,3,115,65721,1754,68,1043,7474,6,730,237,1568,209,1622,9427,714,353,245,238,266,2902,10682,1992,1682,7365,6501,1550,1985,362,183,1683,1529,3342,1195,3297,12343,1113,984,317,3283,4403,302,2447,1263,1399,112,466,1443,61,58,18,27,39,377,761,400,324,9909,1390,10288,3498,2847,1276,699,158,94,305,42424,56996,1841,846,39675,122,178,4095,152273,158790,129,2202,47569,49410,-815,2270,"OAKLAND","MI",26,2
