"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48071,14537,26900,7332,8387,561932,468509,8208,4615,3616,12681,-324,844,189,78939,8198,33357,69,55744,54013,3101,9244,34067,9716,12256,566,14369,33192,372423,4547,1623,132,1493,26576,1989,112988,2296,3368,1396,722,781,3,6502,593,92,996,63,596,49,39,26,528,80097,3010,1723,1716,4447,13775,440,117,138,32,33,14,7000,77,4,9,214,43809,2524,0,566,34,980,11,446,64332,621,40,4116,7000,2,1397,363,1703,366,277,6681,293,225,589,464,106,3684,829,1440,669,4970,8156,1000,3517,392,106,2719,3120,3719,2731,1724,2789,703,2445,256,1113,5115,214,3405,905,615,90,23,2170,49,47,13,12,18,242,1104,116,85,2387,329,2508,1499,3286,1818,442,98,65,9,11792,82107,1371,812,8855,285,2540,2789,36419,42451,107,-18432,75426,76797,-354,-18393,"OAKLAND","MI",26,2
48072,7926,14445,3603,4051,405083,347792,5151,4057,5163,9361,-67,674,314,66022,7387,29503,108,45890,45140,642,5657,19318,5382,11513,274,10348,31296,289393,2957,1027,94,289,22235,1696,60541,1610,2893,1209,455,548,2,3034,364,67,723,62,478,56,31,17,410,48088,3734,2081,1564,5079,16121,268,53,112,31,36,6,9806,92,5,5,126,30325,1914,0,173,28,767,6,256,51075,466,28,2017,6193,2,1033,254,1099,252,245,3531,265,144,347,262,90,2167,1007,1205,641,4027,4950,854,2189,288,97,1726,1998,2679,1694,1456,3605,538,1358,223,1139,4460,164,2154,838,597,58,42,1329,60,57,11,12,16,210,755,130,76,2006,351,2111,1289,2324,1095,385,104,67,72,15499,55520,1102,626,11707,194,358,3115,41484,44886,103,-8447,51989,53091,-264,-8419,"OAKLAND","MI",26,2
48073,18103,30970,6769,9769,950552,755924,19352,17721,18803,26180,2,1451,1324,143799,17774,71657,534,116163,116367,1388,17126,59519,20544,24456,881,23854,59038,702551,5150,1558,147,653,57751,5122,144993,4902,12325,2737,1028,1317,8,9416,736,148,1594,265,1482,207,74,39,929,104437,8980,4996,3364,19339,41135,561,136,404,94,115,12,40957,456,20,11,285,55489,7563,0,409,76,3061,13,612,141704,1670,92,5632,15480,6,2587,650,3270,620,1042,11892,813,448,866,694,280,5962,5673,4202,2084,16856,15512,2473,6060,761,280,4882,5612,7637,4674,4497,8518,1584,4098,577,3835,11198,463,5868,2279,1881,167,191,3380,81,77,32,36,49,588,1943,444,301,9508,1338,9949,4222,6386,2912,1147,278,177,195,44990,163413,3176,2027,36291,452,1305,10005,164100,174402,262,-18493,151520,154696,-1394,-18401,"OAKLAND","MI",26,2
48075,10015,19040,6275,6423,538325,377976,13663,10108,15775,14270,0,416,774,107866,23769,50370,706,66064,65427,2567,10903,54197,15660,14997,752,18458,35348,358553,3572,1093,186,1347,31260,2779,87466,3607,8244,1481,546,656,8,7455,382,79,825,321,624,123,38,21,469,62586,3815,2140,1461,10555,17386,263,68,421,52,62,12,23043,624,11,6,171,35808,12586,0,187,34,3598,7,359,75611,1824,55,4255,19324,4,1850,463,3456,327,1318,7725,533,288,473,395,188,3474,5939,2248,1388,8200,9004,1479,2986,409,152,2502,2671,4579,2249,3680,7321,1239,2199,304,2353,6040,269,3358,1179,1062,96,215,1838,50,48,17,19,28,337,1223,246,381,18445,1000,19132,3081,3811,1791,706,140,88,144,21849,85420,1649,1418,16721,237,608,9229,105581,115208,132,-12165,77695,79344,1552,-12109,"OAKLAND","MI",26,2
48076,12416,24605,8008,7342,700177,533165,16204,15587,27133,13689,-447,863,768,149117,28540,72427,929,80928,79625,2236,13731,53413,16649,20029,789,25691,49669,460037,4572,1447,243,1172,38131,4110,107093,4670,11982,1924,717,895,10,5079,476,108,1160,233,798,156,53,27,674,74601,6273,3494,2248,11418,28398,326,75,431,68,82,13,28703,413,14,7,203,42403,9160,0,260,57,3531,9,442,100614,1813,66,4475,23231,4,2567,600,4521,435,1404,8021,644,306,614,464,213,3985,4797,3452,1775,13154,11216,1948,4012,550,205,3341,3904,5937,3201,4453,7674,1499,3269,419,3043,8418,346,4652,1639,1436,121,153,2118,120,114,24,25,35,451,1606,326,374,19287,1206,20122,3782,5105,2236,996,203,129,167,30756,107161,1953,1906,22397,318,1018,12304,138635,152246,189,-15009,99141,101093,1326,-14943,"OAKLAND","MI",26,2
48080,12212,21823,5370,7499,556868,400361,19624,14596,18179,12038,-260,994,427,85253,10390,40964,972,62757,61782,1555,13202,49425,16128,14025,580,14469,31801,389134,3780,1307,100,793,29513,2661,99065,3634,10196,1302,637,793,6,8679,466,87,957,109,753,86,40,24,520,68763,3952,2253,1730,6365,17317,354,95,291,42,48,10,15467,168,8,7,192,34198,6280,0,305,48,1902,9,406,73774,1123,48,3818,8940,3,1513,408,2523,351,790,6070,470,250,533,427,162,3549,2033,2730,1117,14223,9517,1290,3539,413,135,2891,3200,4677,2741,2752,4329,991,2381,288,1763,5851,248,3513,1064,896,95,59,1966,41,39,15,17,23,299,1227,189,242,17954,737,18732,2339,3768,1821,663,127,82,126,16865,89265,1719,1216,12719,267,688,7095,78813,86200,127,-14041,83194,84913,-442,-13993,"MACOMB","MI",26,2
48081,10902,20416,5057,6744,525824,385534,15374,10520,12216,11223,-74,861,542,82820,9922,39567,417,58823,57948,1085,11848,46816,14188,13088,678,14252,33104,354207,3550,1254,73,520,27134,2400,86440,3025,7404,1397,583,747,6,10515,443,82,863,106,589,88,39,23,502,62548,4069,2286,1789,6646,17873,323,78,223,43,50,8,16114,176,8,6,170,36733,4407,0,304,42,1517,8,388,71564,921,45,3542,8527,3,1107,363,1737,330,580,6180,334,212,481,377,115,3084,2185,2235,1041,9594,8330,1226,3080,395,133,2554,2850,4199,2423,2476,4606,888,2119,288,1748,5743,237,3200,1086,882,90,66,1823,35,33,15,17,23,294,1112,193,172,7667,660,8011,2186,3495,1630,587,130,84,164,16499,74461,1547,1085,14275,249,623,3995,68026,72421,128,-10820,68281,69828,-488,-10775,"MACOMB","MI",26,2
48082,8681,16168,4077,5491,378234,284830,7998,5571,5854,8623,0,493,106,57396,6718,24011,142,38887,37895,1037,9386,36037,11031,9132,428,9435,24189,259568,2846,1063,73,492,18970,1549,68722,1820,3785,959,452,535,3,8818,351,62,665,40,387,39,27,17,361,50769,2572,1464,1274,3284,11178,268,65,111,24,26,7,6339,50,3,5,138,28305,1675,0,238,31,657,6,295,44734,402,27,2939,5772,2,1090,266,1359,238,267,3596,229,142,357,282,81,2229,679,1324,534,5810,5371,725,2288,259,78,1796,2024,2670,1749,1278,1725,500,1450,175,861,3721,146,2078,659,469,56,15,1370,25,23,9,10,13,172,735,93,72,2772,285,2909,1094,2197,1117,323,77,51,40,10118,53415,960,620,7715,185,402,2491,34112,36933,81,-10271,49819,50778,-230,-10244,"MACOMB","MI",26,2
48083,10453,21797,6621,5713,560881,473024,9183,5396,9725,12505,0,1102,565,86021,11018,45572,450,65728,63871,1351,7729,27644,8467,15216,557,14763,36029,397099,4340,1477,128,659,32681,2907,78968,2557,4077,1704,598,748,4,3579,426,90,1009,171,637,116,45,23,577,63393,5970,3277,2174,10097,27557,286,67,208,54,66,7,22153,295,11,6,155,35529,3235,0,255,43,1791,8,359,79631,824,50,2659,9270,4,1519,380,1800,365,639,6669,477,256,497,374,170,3277,3598,1787,1231,5025,7559,1426,3099,452,163,2472,2924,4116,2416,2609,4781,950,2138,349,2207,6864,272,3504,1369,1084,101,127,1817,99,95,20,21,28,355,1172,255,164,4930,780,5163,2411,3737,1646,715,172,110,193,27183,88207,1829,1089,20147,268,611,5350,94921,101059,161,-11491,81538,83367,-657,-11440,"OAKLAND","MI",26,2
48084,6959,13894,3990,3895,538505,406384,12888,12481,27696,21373,-116,986,1911,74982,11287,50417,950,85923,85537,349,9719,24762,10907,14724,463,12856,25994,428624,2623,804,76,163,43684,4305,66206,3343,9288,1626,405,623,6,2701,249,64,682,586,927,265,43,18,424,41605,5427,3004,1673,26196,24624,176,39,446,95,123,3,57716,1135,27,4,124,26742,10325,0,119,47,5144,6,247,99294,2251,93,2054,9505,7,1222,365,2229,343,1942,12545,945,454,451,410,332,4373,12157,2841,2323,10020,13677,2159,4518,546,249,3517,3730,5479,2958,4711,12461,1606,2799,435,4373,7414,417,5082,1868,1872,152,451,2162,56,53,25,35,51,518,1307,507,420,13024,1836,13524,4805,4749,2152,973,221,134,256,50940,98092,2439,1343,48181,221,293,6480,196177,205435,188,-1840,85547,87986,-1186,-1747,"OAKLAND","MI",26,2
48085,11047,25451,8448,5806,807481,621094,16027,12508,22757,26274,-303,1693,1879,133280,19710,84118,1113,111698,110560,742,14319,43380,16843,23755,710,25090,52109,568956,4901,1654,130,344,51411,4859,85657,4451,9673,2775,682,998,10,3583,400,111,1154,611,1205,292,68,29,785,70158,10499,5732,3047,25828,47913,230,52,452,116,151,5,63544,1195,30,6,172,40711,6878,0,174,57,5199,9,414,142320,1872,103,3047,17228,8,1933,538,2707,528,1540,12246,1038,535,697,500,341,5767,8236,3554,3145,10461,12146,2776,4380,759,328,3666,4008,7509,3155,5120,10766,2157,2824,617,5032,11286,649,5188,2482,2367,192,303,2223,111,106,39,45,60,684,1801,610,390,9969,2371,10449,6982,6945,2931,1514,329,205,443,61959,135618,3069,1910,59683,356,728,10058,229223,244329,285,-6056,123371,126440,-1617,-5953,"OAKLAND","MI",26,2
48086,55,212,131,134,-8661,10532,5,17,2217,0,0,0,0,193,3,450,14,3072,2453,0,1,18,3,180,0,160,192,28507,10,5,0,5,2617,24,403,10,13,20,5,6,0,0,2,1,6,0,1,5,1,0,7,364,553,318,50,649,1546,0,0,9,1,2,0,1029,0,0,0,1,994,2,0,0,0,22,0,1,1115,4,1,9,3,0,4,2,2,5,16,172,3,1,5,4,1,19,2,11,41,128,120,26,55,9,4,34,37,48,27,38,39,11,19,7,69,298,4,58,53,29,2,0,3,0,0,1,1,1,8,14,10,8,245,29,252,35,53,13,16,4,2,10,1115,2237,10,33,1086,3,80,444,3889,3901,3,39,2065,2075,-7,41,"OAKLAND","MI",26,2
48088,11164,21571,5666,6754,491452,370131,12658,6271,7378,8223,-375,945,104,71957,8769,31279,208,48895,47224,1234,11955,49996,16170,11106,528,12747,30427,331842,4036,1510,95,629,22758,1750,86300,2301,4346,1225,597,702,5,13686,450,83,883,21,389,40,36,23,497,65168,3646,2062,1820,2468,15725,330,79,122,29,30,9,5460,15,3,7,173,40135,1529,0,313,38,475,8,384,56046,405,30,3664,7530,2,1400,342,1613,313,113,4220,188,139,455,338,62,2521,124,1622,629,6678,6223,918,2666,332,98,2154,2573,3376,2212,1521,2310,591,1821,237,971,5044,176,2586,846,571,66,3,1625,42,40,12,12,15,218,940,107,72,3185,296,3358,1257,2846,1368,431,104,68,56,11470,64490,1031,839,7809,243,524,3459,35605,40182,109,-13101,60270,61302,-243,-13071,"MACOMB","MI",26,2
48089,14045,28228,9733,8666,458374,388148,5545,2562,2446,8093,-310,372,53,56934,6143,19880,83,38860,36370,5857,5670,28839,6616,8316,392,7748,24696,267143,4565,1795,133,2898,16463,1195,109441,1755,2042,896,639,620,2,4212,505,76,882,41,550,25,31,23,417,76009,1809,1077,1065,1429,7468,354,114,70,20,18,16,2870,24,2,8,194,41385,1103,0,567,41,325,10,371,44385,363,29,3403,5191,2,1937,329,2198,315,68,5782,366,229,551,442,128,3378,16,944,405,2752,6476,727,2981,323,75,2099,2579,2919,2239,1105,1845,527,2320,189,661,4059,171,2849,630,417,84,1,1783,33,31,9,8,12,178,902,68,34,1972,153,2072,990,2699,1553,332,61,40,-52,5344,72023,676,590,4434,245,1950,3095,21628,27776,71,-19633,66241,66917,-241,-19603,"MACOMB","MI",26,2
48090,559,1338,520,356,60726,72510,807,859,280,125,0,4,4,5738,1067,3370,77,11393,5739,72,134,1043,317,1115,9,955,2688,64415,7077,50,4,54,4460,604,5251,206,652,230,30,70,0,92,19,5,56,7,64,75,6,2,34,3230,467,265,165,6538,1869,11,2,51,20,28,0,14769,10,7,0,13,7063,168,0,10,2,509,1,17,12552,165,17,224,896,2,152,43,148,49,237,2475,82,48,50,53,27,492,275,187,363,333,2022,358,583,94,50,452,302,851,239,580,1032,206,174,66,1037,1923,83,590,554,414,32,4,108,4,4,4,8,11,89,126,117,50,559,314,576,832,541,293,148,40,24,55,15131,10615,290,202,14284,26,36,2853,37646,38916,32,795,8140,8430,-161,812,"MACOMB","MI",26,2
48091,14160,27638,8864,8789,479254,388742,8627,3744,3883,10291,-328,450,58,63945,7841,23506,34,42318,40588,5185,7402,35718,8891,8937,429,9726,26518,282054,4191,1589,115,2522,17952,1542,106562,1927,2741,1070,654,682,3,5084,523,79,912,49,505,30,33,24,447,76614,2133,1256,1212,1700,8730,372,107,78,22,22,13,3651,30,2,9,192,46049,1076,0,554,32,354,10,402,45035,371,31,3728,6648,2,1240,309,1326,328,79,5881,436,239,559,430,151,3318,69,1146,484,4084,7017,797,3028,342,83,2206,2617,3276,2261,1235,1859,559,2329,201,782,4215,180,3024,715,474,86,1,1886,32,30,10,9,13,193,947,80,37,1434,197,1521,1088,2830,1594,348,72,47,-44,9014,65101,591,638,7431,254,2753,1593,16557,21479,81,-17210,59221,59812,-71,-17179,"MACOMB","MI",26,2
48092,12215,23891,6624,7234,522041,401981,12851,6976,6090,11971,-379,753,630,77909,9590,34050,130,52696,51194,2341,11293,49325,15286,11888,628,14332,32223,351408,4272,1520,113,1113,24765,2065,96662,2445,4720,1331,638,754,6,10840,485,86,905,82,642,48,38,24,518,70698,4030,2262,1883,4380,18256,346,92,131,32,35,12,7900,126,4,7,183,38819,2372,0,372,49,665,9,427,65503,562,35,4163,8224,2,1328,356,1618,339,146,5522,310,197,518,404,101,3101,1292,1792,663,7283,7206,997,3204,370,108,2484,3016,3580,2570,1653,3243,638,2158,263,1105,5396,195,2806,917,629,77,58,1893,41,39,13,13,17,243,1036,126,76,2832,316,2981,1412,3195,1515,481,111,73,-18,10668,81481,1149,837,7054,260,676,4310,42029,47523,115,-15417,75959,77108,-311,-15382,"MACOMB","MI",26,2
48093,12176,22606,5753,7208,556422,389715,18374,10409,10164,7813,-112,1017,205,79657,11135,37842,223,61881,60157,1642,13544,58659,19731,11378,656,14020,29452,356923,3886,1414,117,875,25700,2340,97032,2902,6787,1249,649,802,8,12998,481,89,914,56,514,58,39,24,532,70797,4316,2443,1840,4110,18431,354,90,163,35,39,10,9310,76,5,7,187,40835,2621,0,305,43,915,9,427,66722,617,39,4260,9628,2,1280,373,1763,346,272,5214,318,195,505,383,108,3044,937,2115,803,10407,7845,1088,3119,379,116,2528,2934,4081,2522,1991,3067,731,2067,270,1300,5950,207,3059,1007,705,78,27,1811,37,35,14,14,18,257,1080,141,103,4079,425,4277,1669,3442,1584,529,118,77,130,10678,71642,1326,964,9984,265,590,3928,51665,56009,120,-13786,66428,67754,-268,-13748,"MACOMB","MI",26,2
48094,7901,17346,5347,4892,605789,413099,21733,10714,31422,17333,-5,802,1045,96131,12435,60808,919,91821,90980,863,10291,37033,12484,16493,616,16636,43417,410991,3053,1097,77,432,40439,4830,69822,4194,8900,2018,463,672,7,3944,289,72,745,578,805,251,45,19,486,50332,5696,3170,1609,20783,24171,187,46,524,90,117,5,51035,1160,24,5,134,30625,11762,0,215,39,7071,6,308,101267,2392,91,2572,10899,7,1439,423,2595,368,2001,10255,748,424,474,366,247,4403,7205,2770,2987,8383,12851,2195,3661,548,244,3272,3001,6818,2457,5218,11123,2264,2490,424,4269,7740,524,4707,1798,1860,143,254,1751,65,62,26,33,47,516,1440,466,481,12821,2381,13431,6953,5763,2731,1142,223,137,434,43190,85321,2372,1735,39608,241,629,10586,189291,201389,192,-3416,75065,77437,-952,-3325,"MACOMB","MI",26,2
48095,2173,4891,1460,1340,168678,115134,4456,3382,4592,5039,-125,317,364,29753,4256,18549,281,25039,25072,127,3771,11996,4006,4873,218,5433,13883,121616,800,281,13,62,12033,1867,19079,1105,2549,504,132,198,3,1587,74,21,240,74,157,71,14,6,150,13242,1843,1015,548,6399,8247,52,8,130,26,34,1,14528,136,7,1,37,7785,2129,0,30,12,1222,2,84,28871,534,24,634,3738,2,421,123,705,106,478,3513,198,101,141,116,65,1107,1854,801,651,2817,3644,615,1146,162,70,992,994,1734,790,1359,2482,460,791,125,1196,2441,115,1506,559,532,42,52,464,9,9,8,10,13,149,430,137,118,3815,497,3972,1330,1482,607,316,68,42,88,13523,26734,697,441,12234,71,248,2715,55177,58678,58,-991,23221,23918,-301,-967,"MACOMB","MI",26,2
48096,1863,3892,1068,1259,116088,78809,3924,1510,5345,2435,-55,231,4,17662,2748,9799,121,15866,15647,146,1599,7611,2288,2784,113,2683,7659,69040,606,248,5,87,5712,699,14691,574,1135,289,104,140,1,1637,66,16,165,12,54,30,8,4,105,11249,1106,622,355,1458,4233,51,9,46,11,14,1,5158,18,3,1,27,8332,432,0,47,9,445,1,64,13812,158,11,587,2321,1,341,84,462,67,181,1391,63,37,93,66,22,549,389,350,323,1510,1878,313,573,90,34,496,542,1049,438,720,519,246,503,60,566,1675,59,804,319,255,22,5,302,7,7,4,4,6,72,250,55,41,1810,218,1894,618,830,340,154,34,22,62,5161,10880,247,315,5287,49,145,1531,21494,23230,31,-1253,9489,9736,-39,-1242,"MACOMB","MI",26,2
48098,10651,24161,7809,6031,1098235,786131,31651,27547,52305,32470,-344,1761,4774,175008,26277,136684,3534,193905,193857,343,17624,43330,17848,35712,864,32920,61119,849849,4864,840,104,154,97254,9363,115260,7497,21841,3870,602,1146,11,2567,309,102,1172,1525,2231,822,94,32,725,59233,9554,5296,2392,76298,42835,180,41,1188,271,356,3,182182,2927,86,6,227,47296,26007,0,88,70,15662,10,394,239301,6611,267,3533,21954,21,2451,840,5273,741,6317,38326,2587,1284,925,948,909,10960,32877,6436,6416,19874,31866,5710,9391,1367,681,7662,6903,13266,5401,12876,42460,4373,5942,1129,12960,16963,1153,12365,4996,5411,431,1191,4504,75,71,66,101,148,1406,3003,1523,1215,36865,5413,38229,14006,11485,5260,2674,575,341,950,158621,194352,6492,3033,148077,424,1765,17868,575670,602790,463,8971,156026,162518,-3201,9238,"OAKLAND","MI",26,2
48099,308,524,134,174,21641,15906,424,215,834,410,0,5,0,3585,427,1869,41,3378,3453,35,428,520,237,626,1,500,1213,17291,109,19,1,15,1744,102,3107,87,147,58,18,26,0,92,13,3,35,1,10,14,2,1,17,1612,145,83,78,828,612,11,2,12,4,5,0,2440,1,1,0,5,3037,36,0,9,1,117,0,6,3026,33,4,104,369,0,40,12,51,14,88,551,15,10,18,16,5,138,50,52,95,103,609,91,180,23,11,140,133,285,105,192,74,64,105,13,228,688,18,230,139,87,6,0,36,0,0,1,1,2,19,53,21,11,260,73,274,197,174,88,41,9,5,5,2861,2603,79,89,2667,9,32,259,7772,8108,7,-177,2052,2131,-6,-173,"OAKLAND","MI",26,2
48101,14567,28556,7914,8970,694595,522953,20216,12615,12255,9044,-18,890,305,102933,15340,47637,242,73403,70799,1467,14700,66096,20208,17074,816,17783,38867,486227,5293,2000,112,690,36693,2538,108168,3695,8477,1961,797,1022,9,16509,591,117,1209,110,485,88,52,31,703,84433,6033,3414,2578,7890,25333,433,95,246,50,57,11,14731,183,8,9,219,59077,3946,0,380,35,1376,11,514,81252,867,49,4775,13089,3,1790,515,2190,439,468,6728,342,225,626,444,121,3593,2096,2591,1157,11959,8964,1485,3494,502,162,3008,3416,5051,2910,2716,4709,988,2619,364,1889,7357,282,4035,1359,1007,105,73,2215,63,60,19,20,26,359,1382,210,167,5776,634,6046,2316,4209,2024,677,170,111,109,27946,66928,1420,1233,22065,337,2387,3912,69031,76213,170,-15327,60200,61620,-220,-15279,"WAYNE","MI",26,2
48111,19500,39530,12380,11180,940849,798110,9216,6035,14294,11680,-226,887,400,150196,19838,66187,432,98996,95368,4639,10292,69018,14491,22326,829,21983,71196,603253,6980,2615,257,2199,44950,3011,149511,3801,4999,2514,1086,1200,9,6697,821,156,1689,158,790,129,71,41,948,118784,8023,4506,3115,10562,33661,566,129,252,71,82,17,23597,248,12,12,302,80482,3224,0,534,68,1639,14,632,114430,962,68,4870,16738,5,3252,687,3235,612,550,9761,585,357,836,627,208,5099,3066,2478,1502,5805,10784,2011,4953,680,228,3789,4602,6072,3883,3368,6191,1255,3370,510,2679,10245,379,5200,1943,1414,137,112,2902,134,128,28,28,36,487,1744,311,178,5985,815,6271,3006,5614,2591,1002,240,155,159,38414,116354,2219,1442,29622,458,962,9295,104388,116794,235,-24080,106593,108813,-528,-24011,"WAYNE","MI",26,2
48112,379,704,223,253,23898,14724,173,624,1141,71,0,1,0,3006,483,1724,33,2824,2547,90,51,1611,464,516,16,450,1170,14717,91,33,2,56,1567,122,3359,158,467,77,21,23,0,103,16,3,33,1,7,8,2,1,18,2265,132,78,56,215,434,12,3,22,2,3,0,1287,0,1,0,6,2891,20,0,11,1,94,0,11,2672,27,2,117,387,0,70,22,140,13,51,200,6,5,16,11,2,74,0,72,80,408,336,63,105,17,7,82,89,187,74,139,196,55,78,12,123,301,13,136,62,57,4,0,32,0,0,1,1,1,14,61,14,21,1066,62,1103,142,147,72,30,6,4,12,1028,5908,12,76,955,9,12,510,5171,5608,6,-473,5708,5721,10,-472,"WAYNE","MI",26,2
48120,3371,9000,4017,2713,146855,102300,4241,5096,5600,3336,0,57,4,16315,3072,9818,204,17632,16862,2075,2555,11659,4182,2762,129,2976,4372,93815,1222,403,18,1027,8051,940,26831,1148,3633,312,157,206,2,1262,109,20,237,20,110,42,10,6,121,18099,992,570,355,2885,4045,71,24,94,15,19,3,8358,22,4,2,43,11856,648,0,154,14,537,3,100,17169,252,18,873,2654,1,387,113,634,100,343,2793,116,82,150,122,42,980,439,753,445,4083,3014,453,931,127,48,748,808,1528,670,966,659,351,693,75,787,1698,86,1089,372,366,36,5,482,7,7,5,6,9,97,346,84,83,4233,326,4401,906,1094,543,222,39,24,34,9455,15302,312,441,8690,69,209,1727,31184,33285,36,-3190,12509,12821,-112,-3172,"WAYNE","MI",26,2
48121,725,1821,765,606,47729,43614,928,411,215,525,0,2,0,3504,629,2508,51,7695,6830,319,51,1399,205,1301,427,453,912,49859,1063,77,2,156,5259,494,5125,170,351,173,39,64,0,87,25,7,63,4,25,41,4,2,39,4229,757,426,188,2493,2723,16,4,28,10,14,0,6681,3,3,0,11,6886,58,0,28,2,190,1,25,8027,61,9,165,532,1,116,42,129,36,97,1343,34,24,42,37,12,280,60,99,204,215,1350,203,356,57,27,294,225,665,181,374,207,127,161,34,600,1939,46,397,410,231,17,0,60,2,2,3,4,6,49,93,55,25,572,161,580,437,357,183,101,23,14,26,7394,9083,122,184,7266,22,40,1770,18301,19616,19,-553,7739,7861,-68,-544,"WAYNE","MI",26,2
48122,4733,9455,3177,3022,158883,131367,2345,945,1061,2127,0,122,0,19556,2466,7125,10,13555,12604,1625,1747,13226,2597,2840,121,3132,7834,98033,1557,621,31,791,6108,399,36627,600,704,334,221,225,1,2981,181,27,315,9,114,8,11,8,147,25485,676,407,411,511,2593,129,35,23,7,6,5,788,5,0,3,64,20222,219,0,181,18,107,3,130,13189,102,10,1302,2093,0,473,104,440,108,21,1948,83,62,181,144,28,1050,17,330,137,1087,2177,245,1006,109,26,680,874,961,748,379,625,185,874,65,223,1339,57,1007,221,140,27,0,642,10,10,3,3,4,61,296,22,11,441,48,467,337,911,521,111,21,14,-24,1695,15265,49,170,1717,85,334,459,4522,5244,25,-5580,13318,13366,-42,-5570,"WAYNE","MI",26,2
48123,142,277,101,85,7657,4450,105,95,184,128,0,7,6,872,141,476,7,682,666,63,76,339,91,172,6,172,378,3739,42,2602,302,4849,59437,5205,1064,52,78,30,7,9,0,39,4,1,8,2,5,1,0,0,6,802,73,36,41,100,614,1,1,4,1,1,1,399,4,0,0,1,4984,102,0,24,1,38,0,5,1324,23,1,38,98,0,16,7,27,4,14,76,4,2,5,3,1,31,45,25,16,55,85,17,29,5,2,24,22,47,18,47,100,16,29,4,28,95,3,43,17,12,1,1,15,105,105,0,0,0,4,16,3,4,147,11,151,38,42,21,8,2,1,3,315,1215,19,15,428,3,8,96,1038,1131,2,-432,1139,1158,5,-431,"WAYNE","MI",26,2
48124,16395,31324,8346,9726,925867,684489,27506,21471,21572,20705,-3,1254,1100,146226,20339,86054,1091,116976,114920,1518,17900,81731,23348,24416,888,30202,52531,647998,5542,1879,140,831,54886,4983,127528,5650,15113,2585,925,1240,13,12210,639,137,1374,317,773,239,71,37,868,96138,8326,4642,3126,20592,37661,478,94,488,100,123,9,47490,573,23,10,259,62422,8359,0,387,43,4026,12,601,135691,2064,98,4952,17469,7,2335,666,3362,585,1623,12535,765,423,807,591,273,5407,7306,4437,2350,19183,14786,2639,5144,764,293,4511,4768,8040,3963,5389,9519,1818,3443,574,4356,11195,494,5893,2356,2056,180,224,3028,78,74,33,38,53,621,2013,490,408,16139,1633,16837,5010,6716,2970,1296,284,179,346,51116,120239,2730,2130,43271,422,2892,9446,185394,201050,262,-14685,107703,110434,-1203,-14587,"WAYNE","MI",26,2
48125,10128,19665,5778,6252,409357,312584,6297,3367,3874,5196,-134,448,6,52625,6278,22361,56,39408,37682,2390,6401,33457,8246,7841,404,8110,21893,243850,3419,1344,72,1162,16007,1032,79369,1646,2429,811,503,552,4,7107,403,66,673,20,204,26,26,18,364,57755,2323,1353,1144,1340,8777,301,70,73,19,18,8,2875,12,2,6,146,51800,423,0,358,36,333,7,312,35854,232,23,3072,5361,1,1114,271,1213,250,89,3855,161,119,385,286,53,2105,15,880,403,3431,4665,641,2092,256,67,1504,1862,2426,1591,1084,1414,454,1632,163,649,4000,137,2170,627,379,57,0,1402,23,21,8,8,11,153,726,64,42,1754,170,1839,898,2249,1141,294,63,42,22,3501,34309,377,480,4835,197,496,1684,19270,21151,70,-10746,30454,30830,-134,-10723,"WAYNE","MI",26,2
