"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48076,13335,8069,26138,8846,785075,580534,30425,21985,13799,32511,20582,73841,24023,689,166705,23157,751,30635,57803,62031,29818,534898,4985,2835,488,3315,1565,1026,88173,92610,9867,197464,6828,14467,2592,810,854,125036,51572,775,115,1428,1700,1959,469,155,35,660,91158,119643,129764,277643,80359,75216,658,93,665,66,84,5798,82712,3250,13,3,596,91324,14923,26,414,1222,4588,8,516,123084,2997,159,5882,25810,4,5655,609,9224,409,1902,40988,3723,1689,559,609,1260,6641,40311,7681,1686,45335,19314,1862,5926,511,193,4754,4979,6681,5727,4737,10883,1448,5072,387,2975,20851,309,5246,1617,1676,175,14248,4146,440,435,22,24,33,419,2693,307,399,20364,1144,21240,3621,5644,2476,1033,188,119,1372,98513,-1469,230,33573,108113,3152,2185,28601,295,657,18441,166183,188164,175,-17617,67125,70277,147,-17458,"OAKLAND","MI",26,2
48080,13251,8125,23515,6091,624581,436592,26605,20206,14457,42737,18955,59751,22426,345,99826,15906,550,17074,35715,39049,10074,439938,3998,2552,203,2230,1058,815,67720,70703,6468,161882,4880,12030,1782,740,784,98221,72012,744,94,1106,1311,1287,268,117,32,546,81151,93562,101518,286232,75898,62234,765,97,440,43,52,4262,58183,2487,8,3,448,71828,8815,16,440,1004,2511,8,468,82737,1740,116,5418,9138,3,4189,414,5624,341,1091,31161,2613,1267,512,525,846,5264,22232,6078,1136,44670,15130,1282,4901,403,133,3783,4214,5003,4860,2824,6380,962,3645,282,1780,10988,233,3902,1060,1090,139,11268,3565,153,152,15,16,23,292,1869,192,250,16533,737,17251,2300,4207,2047,676,125,80,1159,72092,-1228,44,20887,76507,1955,1329,18736,256,590,8918,92967,103412,124,-14988,45347,47301,-883,-14872,"MACOMB","MI",26,2
48081,11508,7305,21423,5692,575845,421118,23816,14820,12040,22733,16597,56847,19594,622,97423,14835,647,16901,34512,40874,9922,402017,3789,2459,152,1533,697,684,62380,65041,5765,146612,4009,9024,1806,666,695,96982,67506,661,88,1037,1384,1497,262,113,29,509,77218,86701,92710,261496,65651,59335,665,85,344,42,51,3842,55833,2649,8,2,430,64461,8545,6,341,772,1962,7,434,85198,1634,110,4876,8965,3,4295,398,5681,315,788,30068,2909,1287,459,487,937,5087,26935,5313,1016,29839,14889,1191,4662,374,128,3612,3969,4660,4546,2481,6912,827,3167,274,1694,10578,214,3372,1037,1047,124,12394,3288,108,107,14,16,22,276,1585,188,185,9934,646,10386,2079,3894,1825,621,125,80,1137,64567,-1131,74,20613,84781,2178,1280,17682,235,515,8091,92450,103733,123,-14719,54713,56891,-972,-14610,"MACOMB","MI",26,2
48082,9378,6000,17280,4583,425072,316763,13924,8912,8282,11390,13105,43349,15048,179,67961,10211,405,11101,23215,29673,6387,290284,2978,2073,149,1436,662,205,43468,45260,3764,112691,2429,5184,1305,525,529,68601,55723,538,66,794,873,913,135,79,23,386,58756,60979,64422,212049,53471,44284,558,71,199,25,30,3300,34937,1654,4,2,321,48464,3808,8,322,700,1090,6,331,54655,819,71,3996,5885,2,3219,275,3978,235,425,22077,1892,935,349,361,633,3530,17096,3236,571,16330,9674,762,3280,261,81,2472,2835,3080,3275,1458,3312,528,2098,181,941,6308,142,2512,679,609,83,8191,2336,112,111,9,10,13,177,1040,102,94,3682,315,3859,1205,2682,1347,374,80,52,839,45551,-864,57,11080,55569,1397,793,9456,179,354,4592,47119,52769,82,-11972,33492,34889,-663,-11901,"MACOMB","MI",26,2
48083,11488,6284,23689,7086,642188,525126,16670,9719,15535,21507,11233,37156,12067,687,105634,17660,530,17768,38086,45246,12455,462368,4799,2931,269,1943,884,644,75713,78547,6866,155772,3545,6241,2068,674,711,62357,45838,641,97,1260,1581,1625,361,134,30,573,74745,104847,111490,228530,63650,66653,625,71,360,54,70,4972,71002,3047,11,2,486,77245,7470,8,337,774,2780,7,399,97877,1747,131,3943,11035,4,3925,389,4968,345,1026,33271,3007,1375,490,529,1027,5831,29232,4685,1261,19540,14958,1427,5093,441,158,3832,4172,4840,4752,2906,8336,985,3707,334,2252,15441,255,3978,1363,1317,155,13603,3696,194,192,19,20,27,347,1843,253,202,7058,806,7386,2516,4532,1918,802,163,104,1113,81016,-1145,110,28119,98848,2532,1390,22983,251,561,10316,125853,139732,152,-13394,65577,68109,-1071,-13263,"OAKLAND","MI",26,2
48084,7575,4556,15147,4361,638348,475142,26707,22375,22676,47345,14924,36582,16091,2751,92196,17897,451,16043,36149,32469,12030,519202,3043,1607,155,494,215,1674,101238,105294,9906,131139,5884,14682,1837,469,609,66403,30866,408,73,852,2124,2055,822,142,24,426,49374,125637,141909,144259,79622,51111,428,45,776,98,125,3795,113334,4194,27,1,408,84600,22707,1,108,345,6925,5,276,133308,4206,197,2714,10595,7,2440,385,4158,335,2776,36464,3022,1475,414,512,1109,6628,35573,8330,2332,48557,17665,2237,4897,530,250,4234,3722,6833,4019,5519,18965,1630,4858,436,4542,31675,387,4413,1942,2351,250,10945,4086,95,93,25,35,51,514,2774,509,509,19663,1865,20406,4906,5024,2170,1086,217,132,900,110207,-970,433,61998,105706,3876,1807,56330,212,1057,12702,243859,262665,184,-2417,69242,73118,-1483,-2220,"OAKLAND","MI",26,2
48085,11848,6461,26381,8279,907176,690467,28796,24150,29665,41898,21531,62256,24475,2345,161458,28387,685,30783,63300,66179,21058,686384,5680,3341,275,1115,464,1497,119840,124880,11456,194130,7376,15999,3463,758,933,105472,46930,639,124,1646,3019,2804,842,210,36,741,83807,164664,176825,205720,85278,87999,579,55,764,117,151,8159,139172,6007,29,2,681,130732,16016,2,269,598,7880,7,427,176135,3496,241,4052,19359,8,3685,557,5596,488,2265,46087,4205,1965,657,693,1457,10505,37437,10752,3494,38817,23220,2683,7315,701,310,5750,5347,9160,5963,5125,16315,2444,5721,572,4755,23535,699,5825,2252,2773,291,16087,5464,180,177,36,42,56,634,2972,574,445,11053,2711,11626,8525,8208,3641,1687,304,189,1369,131036,-1709,430,69577,136684,4265,2387,60081,325,3075,16407,282554,306743,262,-7697,90597,94862,-2098,-7456,"OAKLAND","MI",26,2
48088,12114,7415,23186,6270,549586,409579,20639,9155,8821,12708,16433,62904,22113,87,86231,12310,497,14872,29606,37481,8956,369186,4256,2956,198,1859,854,175,52176,54370,4359,143559,2754,5262,1769,699,692,97757,78701,725,90,1088,894,923,125,104,29,520,78070,76721,79563,289327,66948,60887,721,86,187,28,33,4247,41703,1671,3,3,425,72489,2844,8,400,889,722,7,446,64249,709,83,5241,8183,2,4265,359,4826,307,186,26494,2044,1070,442,443,679,4168,16862,3659,621,16311,12003,903,4096,324,97,3099,3636,3796,4204,1525,3761,574,2409,230,966,6343,165,3021,838,692,89,8732,2962,150,150,11,11,14,211,1141,106,75,2937,287,3099,1250,3340,1629,448,103,68,1105,53005,-1165,41,12904,64217,1351,954,12354,236,460,4499,45482,52570,107,-15545,37723,39074,-763,-15462,"MACOMB","MI",26,2
48089,15088,9183,30516,10434,481238,408740,8927,3979,9633,5892,7605,36157,9329,3,63019,9036,369,8955,19749,29972,6013,287811,4638,3422,246,8021,3893,115,37267,39376,2893,147906,1906,2551,1232,707,632,49984,33340,769,77,945,900,563,79,80,31,451,86771,57061,58188,282403,66174,48602,689,114,101,18,19,4392,27187,1709,2,4,330,76306,948,123,910,1981,441,9,454,42782,384,65,5028,5452,2,5250,322,5267,304,107,27779,1598,1028,515,476,526,3843,17164,1865,414,6667,9044,708,3528,311,72,2466,3133,2972,3686,1113,2225,526,2856,179,676,5475,159,3530,620,481,112,9654,2350,241,240,9,7,11,170,977,68,38,2043,165,2148,992,2957,1714,356,59,39,882,42367,-1290,-75,6534,39840,583,598,6961,232,1299,2944,23268,28735,68,-19849,12061,12644,-542,-19784,"MACOMB","MI",26,2
48090,672,463,1619,554,87872,103346,1630,1691,239,2854,201,1899,463,2,7364,1354,9,1219,2737,3271,1191,81313,10766,99,9,155,71,99,10336,10497,1346,14203,445,1144,259,36,65,2605,810,31,6,82,29,83,261,22,3,35,4378,21331,24916,10968,13436,3808,32,3,100,23,30,151,24458,53,7,0,42,30524,209,1,23,30,795,1,19,18810,274,34,282,1013,2,270,47,335,52,384,3671,126,74,53,64,41,556,795,687,476,3502,2891,421,803,102,55,617,418,1231,410,816,1317,263,921,67,1224,22452,86,781,682,571,60,284,164,6,6,5,8,12,97,483,131,67,952,398,982,992,674,334,168,43,25,108,18956,-96,83,18280,18772,432,384,17930,26,45,2151,53980,55627,34,979,15101,15533,-161,1013,"MACOMB","MI",26,2
48091,15467,9405,30056,9715,503723,408565,13052,5143,10514,10503,10035,44392,12371,3,72114,9731,404,11244,22897,32251,6947,305999,4270,3041,219,6945,3376,132,40756,43221,3760,152734,2168,3091,1310,725,681,61802,44432,780,81,983,918,574,90,86,32,480,98890,61055,62887,285744,68610,50824,678,113,117,20,22,3762,30484,1738,2,4,356,77948,1031,111,897,1777,466,9,463,45318,420,71,5903,6268,2,5052,345,5288,313,120,30195,1626,1050,540,492,542,4013,17497,2296,491,9559,10134,771,3599,331,79,2520,3070,3167,3565,1221,2402,563,3031,191,756,5721,171,3816,667,540,122,9771,2608,201,200,10,9,12,186,1078,78,44,2380,210,2515,1094,3193,1822,382,68,45,937,43067,-1433,-66,9331,34455,554,738,10193,241,2179,3598,28049,35395,76,-19995,4261,4815,-495,-19924,"MACOMB","MI",26,2
48092,13372,8230,25915,7335,588269,450578,21657,10480,11435,14398,15530,60741,21227,179,94140,13247,591,16770,32622,39690,10456,392065,4493,2961,225,3203,1499,214,56822,59302,5083,158966,3010,6057,1769,750,748,94170,63945,758,95,1155,1204,1183,160,112,32,553,84471,82096,85137,290371,70244,62748,737,101,207,32,39,4675,47361,2285,4,3,447,72093,3989,21,510,1188,960,8,480,73118,879,95,5607,9545,2,4333,383,5209,335,260,31422,2498,1282,493,504,840,4851,22978,4166,696,18292,13324,1011,4599,362,109,3450,3986,4162,4625,1737,4307,648,2750,255,1165,7912,188,3493,945,795,108,11883,3261,185,183,13,13,17,237,1260,130,85,3429,335,3610,1448,3742,1814,541,111,73,1175,60287,-1227,70,14990,75536,1689,991,12964,254,489,6944,58275,67309,114,-17525,44114,45804,-832,-17430,"MACOMB","MI",26,2
48093,12815,7724,23774,6333,584367,411365,27484,14339,9798,18638,19088,73645,27133,114,90462,12717,621,16442,31825,36346,10527,399835,4101,2762,230,2512,1179,217,58979,61280,5703,151762,3398,7964,1823,727,755,116431,84524,742,94,1154,1037,1108,181,112,31,542,81718,83931,88279,287827,68130,62610,709,95,236,34,41,4414,49158,1949,5,3,444,75127,4190,13,436,994,1096,8,500,73198,921,98,5580,9668,2,4332,405,5301,329,384,30522,2436,1229,481,492,799,4724,21969,4888,782,26437,14449,1049,4683,363,112,3654,4134,4475,4839,1912,3973,692,3227,250,1285,8894,190,3904,976,847,108,9975,3150,190,189,13,13,17,241,1319,138,99,3939,402,4138,1580,3815,1839,533,114,74,1211,59277,-1395,62,16506,70240,1752,1145,15465,249,655,5620,64297,73455,116,-16641,39719,41471,-867,-16543,"MACOMB","MI",26,2
48094,8580,5572,18636,5456,655129,452061,28371,15082,18945,38230,15509,51455,18044,1144,122000,19798,597,20491,43755,54530,13058,497201,3490,2193,162,1264,580,1557,93789,97449,10918,144031,6396,10758,2449,520,614,88369,37839,446,79,1019,1848,1822,685,139,25,466,59772,118618,133719,149416,69808,51328,422,55,757,87,111,6226,97734,3687,23,2,450,86657,13797,3,215,530,8758,6,328,123916,3207,179,3301,11872,6,3082,440,5445,341,2566,30500,3002,1311,469,487,931,7010,26726,6849,3154,28179,19152,2041,5497,502,226,4553,4075,7712,4715,4595,12923,2367,5192,387,3818,18789,559,4763,1547,2111,220,10102,3279,104,103,24,31,43,466,2694,433,471,11139,2593,11719,7804,6279,3156,1260,204,125,965,99589,-1214,261,50862,93556,3046,1916,46406,222,606,15177,224856,245054,175,-6119,63055,66101,-1168,-5940,"MACOMB","MI",26,2
48095,2317,1496,5083,1430,193057,130500,8091,4336,5131,10529,5818,16686,5796,297,37087,5853,214,6707,13600,17557,3821,148026,911,566,28,203,80,383,27971,29109,4206,40321,1547,2818,599,146,186,30456,12190,127,23,302,505,537,211,43,7,141,16272,36106,40678,41185,20034,15997,134,12,191,25,33,961,29305,996,7,0,137,25101,4168,0,46,92,1572,1,91,35819,902,55,888,3521,2,641,124,1104,99,693,11338,886,422,123,148,320,1809,10536,1860,650,10103,5498,591,1511,151,67,1280,1138,1936,1234,1424,3506,431,1366,116,1170,8464,102,1294,552,627,64,3878,1129,18,17,7,9,13,138,796,131,122,4228,494,4407,1256,1513,590,329,63,39,295,29753,-302,120,16227,26595,1027,491,14617,64,119,4165,65756,71270,54,-1348,15258,16285,-426,-1293,"MACOMB","MI",26,2
48096,1966,1424,4040,1094,114756,84977,5571,2173,1424,4056,2268,10631,3188,2,21363,3211,107,3222,7069,9604,2718,80536,662,494,12,257,115,94,13232,13750,1625,27478,697,1354,387,116,133,16337,9223,99,17,229,89,111,87,24,5,99,12786,18068,19471,38763,10660,10717,120,11,60,11,14,584,13721,165,2,0,86,21146,422,1,49,103,407,1,68,15146,196,24,856,2343,1,858,93,1174,63,220,5372,272,160,84,84,88,800,1544,780,269,4365,2754,284,801,81,32,654,673,1056,748,606,865,194,705,55,519,4891,50,749,304,295,30,853,463,8,8,4,4,5,64,330,52,34,1181,176,1236,509,791,352,143,31,20,191,14420,-216,34,7455,8205,260,327,7567,45,95,1642,24348,26807,29,-1684,2833,3093,-91,-1660,"MACOMB","MI",26,2
48098,10784,6482,23246,7185,1261099,869865,46242,45072,36677,101691,27343,62555,26362,6190,208920,44196,844,41787,91004,75800,28532,1064284,6397,1700,202,486,205,5241,225720,232858,21132,237613,12531,30274,3840,633,1014,121112,46679,479,110,1305,3658,3879,2182,290,41,645,72681,271590,317914,140793,166611,73663,466,47,1998,248,314,4779,268290,7144,74,2,705,176523,45073,0,129,392,19208,8,395,295248,10302,455,4685,24350,19,3460,811,7979,647,8341,65830,5165,2439,752,982,1842,13061,59557,16806,5939,103322,35216,5203,9628,1177,599,8006,6417,13658,6562,13058,54833,3946,11487,1000,11520,77436,933,9321,4393,5827,634,12932,7422,109,107,57,87,129,1233,6969,1354,1399,51753,5016,53646,12345,10527,4423,2599,496,294,1394,244192,-1882,1017,163430,179126,8346,3421,150542,363,2520,31611,643663,686093,399,6966,113296,121643,-3043,7421,"OAKLAND","MI",26,2
48099,341,204,606,162,25857,17971,538,344,528,370,697,886,362,2,3868,748,1,617,1461,1528,438,20791,130,36,2,61,20,11,4027,4223,242,5812,136,207,77,21,21,1071,712,21,3,41,38,32,38,5,1,17,2539,5212,5787,11451,4571,2394,22,2,24,4,5,40,4152,80,1,0,15,5609,176,28,13,21,199,0,8,4166,95,7,138,400,0,188,11,152,13,114,1196,56,35,16,18,23,190,1693,145,73,546,671,83,190,20,9,153,122,279,133,205,279,59,198,14,196,3924,15,179,116,88,9,492,72,2,2,1,1,2,18,122,19,14,166,55,175,186,178,81,34,8,5,30,4350,-26,9,2262,3192,117,85,2130,9,12,279,8569,9110,7,-326,1995,2113,-24,-319,"OAKLAND","MI",26,2
48101,15558,9898,29848,8529,784844,590003,32078,16087,10865,20204,21079,88196,28217,240,121922,19374,773,21042,44001,48339,14526,551767,5638,3932,235,1974,938,415,84516,87294,6196,194536,4644,9435,2484,921,972,134344,91097,901,126,1528,1042,1212,286,154,39,723,99593,118882,125724,357618,92087,82940,894,108,381,51,63,5675,70834,1922,8,3,602,117202,5868,9,432,1095,1995,9,545,97279,1440,136,6385,13259,3,5385,546,6730,426,732,36196,2541,1318,601,596,844,5797,19969,5663,1188,29415,17137,1500,5479,488,161,4411,4856,5850,5557,2916,6709,998,3841,353,1981,12624,265,4589,1378,1258,148,8836,3998,171,171,19,20,25,350,1927,216,190,6936,665,7262,2388,5006,2380,777,168,109,1494,88432,-1547,29,30981,64054,2069,1537,31610,322,1544,9313,99141,112681,166,-18285,27859,29928,-1079,-18149,"WAYNE","MI",26,2
48111,21009,12161,42463,13730,1020344,866663,15293,8780,12249,14638,15118,97615,20613,400,179932,25475,792,26282,55983,89255,20427,683995,7431,5119,514,6156,2946,587,103529,107818,7288,269955,4447,5986,3174,1214,1148,141395,61201,1209,164,2115,1450,1591,390,204,52,941,156140,149050,153721,471256,115069,109386,1038,143,371,69,86,7159,94253,2680,12,4,823,162475,4853,44,782,2270,2286,12,700,130887,1589,176,7860,18104,5,9494,731,10883,579,897,49648,3555,1849,810,822,1158,7893,30209,5318,1415,14734,20343,1935,7454,652,216,5254,6073,6439,7030,3362,9764,1221,5431,483,2616,17454,348,6378,1859,1658,201,12482,4917,424,424,27,26,34,461,2286,302,190,6356,773,6657,2956,6513,3056,1084,224,145,1807,112320,-2268,31,39891,93800,2443,1703,37938,427,1042,16799,146592,168252,218,-29165,44152,46595,-1332,-28989,"WAYNE","MI",26,2
48112,423,270,791,246,26984,16455,455,364,138,1783,70,2503,691,0,3786,603,15,545,1398,1455,433,17171,94,63,3,152,73,18,3611,3691,293,5898,186,252,102,24,25,3141,1274,24,3,42,20,15,24,4,1,18,2795,3879,4319,16404,4973,2977,25,3,27,2,3,74,2840,38,1,0,13,5748,29,2,19,33,119,0,13,3357,40,3,169,383,0,229,21,282,13,66,758,41,26,16,15,14,108,426,103,76,1315,506,59,150,16,6,112,112,221,125,148,331,53,187,11,119,1878,11,147,65,63,7,213,51,2,2,1,1,1,14,148,12,18,537,57,557,133,161,76,28,6,4,33,3854,-32,11,854,7176,30,76,892,9,12,618,5778,6376,5,-531,6418,6448,-28,-528,"WAYNE","MI",26,2
48120,3699,3075,9914,3185,162907,110967,7795,6636,4893,8148,4017,18115,6191,2,19449,3265,123,3631,7425,5423,3272,109446,1300,778,36,2812,1383,246,18577,19370,2216,42971,1699,4196,400,178,199,26903,12701,179,22,290,267,177,131,31,8,130,22854,24699,27858,57120,19580,13154,180,27,138,15,20,1068,18986,527,4,1,104,29594,963,41,215,361,652,2,117,21470,365,37,1364,2963,1,1116,120,1591,97,413,8323,459,284,143,141,155,1259,5951,1660,441,14276,4474,450,1241,123,47,1009,1031,1838,1162,1046,954,340,1202,71,801,6725,79,1252,390,441,54,3187,667,31,31,5,6,8,92,600,81,83,4601,320,4785,874,1184,590,229,38,24,268,20301,-300,29,11261,18128,484,523,11394,67,173,2572,37436,40918,35,-4469,9804,10288,-207,-4432,"WAYNE","MI",26,2
48121,903,816,2351,797,71184,69157,1316,461,626,560,67,2130,299,0,5162,1585,445,548,2687,1109,546,61219,1525,151,5,451,207,141,12235,12378,1140,12455,250,352,236,51,65,2564,776,41,8,103,57,41,163,17,3,46,5839,16231,17905,18920,7973,6062,43,6,48,13,17,164,16251,117,4,0,32,23954,56,8,47,70,290,1,30,13589,115,16,299,475,1,463,59,581,42,200,2504,99,56,47,46,30,292,1273,245,250,922,1843,239,561,69,33,420,308,816,328,459,1059,149,567,50,717,21739,53,543,533,346,35,834,73,4,4,3,5,7,63,276,73,34,789,208,803,534,500,222,138,28,17,103,13846,-109,48,8996,35274,99,169,8691,25,40,2045,32413,34133,23,-521,32770,32868,-110,-505,"WAYNE","MI",26,2
48122,5289,3255,10570,3467,173541,142482,3569,1120,2623,1329,2298,17850,3560,0,22054,3079,114,3613,7229,9483,2422,105897,1570,1183,58,2149,1058,13,13832,14495,972,52831,634,709,484,254,223,23699,15786,273,28,358,267,200,30,29,11,164,30443,21019,21384,104263,25021,17845,259,40,35,7,7,1424,9835,495,1,1,122,27833,316,25,271,598,156,3,159,15306,132,23,1891,2191,1,1746,108,1642,107,38,9471,575,357,182,171,182,1342,5121,597,145,1703,3315,253,1303,111,26,877,1146,1068,1343,404,796,193,1046,65,252,2230,57,1227,232,176,40,2666,816,53,53,3,3,4,62,350,25,13,438,55,465,361,1048,592,124,22,15,320,15260,-478,-24,2080,11858,181,214,2236,83,251,724,7319,8530,25,-6684,2386,2567,-187,-6662,"WAYNE","MI",26,2
48123,162,82,265,102,8338,4852,170,132,139,275,111,507,133,9,1138,198,6,207,431,468,156,4320,45,5036,618,13414,6438,1880,136919,141583,12189,1817,63,93,12,8,10,646,262,7,1,10,24,16,5,1,0,6,791,1443,1374,3945,1077,1407,1,1,5,1,1,587,28528,47,0,0,6,1928,164,17,12,154,42,0,6,1953,38,2,45,123,0,33,5,46,4,19,521,32,17,7,7,11,76,382,53,17,248,143,19,49,5,2,36,38,64,43,51,150,16,65,4,31,202,3,59,14,17,2,181,37,624,624,0,0,0,4,32,3,6,1512,16,1550,41,55,26,16,2,1,11,1691,-16,2,419,1132,20,18,406,3,11,245,1763,2024,2,-227,612,632,-4,-225,"WAYNE","MI",26,2
48124,17549,10700,33062,9061,1024270,740401,42415,28326,22072,45284,26531,109834,33047,1388,171348,28323,844,36362,69371,65299,20625,752908,6057,3709,286,2447,1114,1482,126769,130968,11739,248344,7615,17464,3092,1052,1158,178938,84115,963,147,1779,2299,2391,702,212,47,858,115501,168852,182797,378690,116610,100382,921,115,744,98,124,6315,124906,4376,22,4,766,129802,17386,12,585,1180,5261,11,625,164857,3551,230,6986,18582,7,6550,702,9340,552,2214,54176,4147,2117,752,805,1484,9278,39271,10489,2319,55698,25848,2551,7713,720,278,6359,6351,8876,7223,5489,14802,1733,6244,546,4191,28031,443,7021,2255,2410,267,15423,5862,204,202,30,36,50,582,3164,472,434,19206,1604,20060,4757,7400,3339,1349,266,167,1752,134898,-2104,423,56871,125466,4164,2502,49024,393,1426,19241,240175,262587,245,-18997,71289,75453,-1946,-18767,"WAYNE","MI",26,2
48125,10901,6741,21357,6472,414489,331601,10180,4396,6146,5190,8874,45262,11451,3,59896,8558,381,9409,19670,26662,5966,266367,3510,2590,142,3293,1561,98,36446,38082,2558,118197,1785,2751,1171,574,532,62567,45560,604,69,816,539,434,83,73,24,391,65759,54095,55371,241139,56027,44866,590,81,103,18,20,3196,27724,1001,2,2,307,73138,804,24,491,1080,402,6,357,39330,327,58,4237,5416,1,4247,293,4447,243,119,19705,1164,719,376,354,368,2990,9450,1884,392,7124,7687,638,2884,249,67,2049,2576,2601,3007,1028,1962,437,2041,159,665,5574,131,2548,599,470,79,5319,1988,112,112,8,7,10,149,814,67,40,1780,163,1871,872,2446,1336,311,63,42,751,39574,-989,-27,8400,28977,492,602,9217,189,435,3119,25618,29951,69,-13550,9273,9764,-491,-13492,"WAYNE","MI",26,2
48126,17983,15157,47648,15356,596806,422859,24599,17440,27241,26326,12061,55131,19212,3,86640,10960,510,15340,28584,32021,9480,350188,5314,3540,130,16438,7666,835,52463,57006,7944,187585,4386,10463,1401,771,825,79096,45680,735,88,1319,1977,864,307,109,37,536,96322,74061,81126,218561,60888,45254,999,138,295,40,50,4892,51578,4068,9,4,395,88000,2179,99,1468,1516,1377,11,563,63544,874,116,5839,8526,4,5309,438,6868,385,888,42577,2569,1533,679,654,768,5298,42532,5024,1139,35484,16111,1338,5491,462,137,3877,4435,5598,5206,2636,3113,1025,4300,249,2015,16732,268,4890,1146,1195,205,29173,3032,103,102,15,16,24,296,1751,208,164,10338,744,10789,2333,4225,2274,712,111,70,1123,60535,-1707,-105,28600,71031,1181,1485,30266,276,12835,9510,83622,104607,108,-19456,28454,29635,-711,-19341,"WAYNE","MI",26,2
48127,17961,12851,37728,10931,811611,555747,37005,20663,20904,31906,22799,93890,32427,330,134224,18624,832,24466,46720,53969,15448,544408,5925,4006,261,6036,2702,860,83825,87861,10695,211417,6015,12488,2666,951,1032,139001,96593,954,123,1475,1701,1332,410,159,43,719,109058,117440,124717,347290,97522,79014,980,125,438,64,77,7756,81503,3275,13,4,583,112953,6526,81,1018,1468,4064,11,653,109347,1755,157,7436,14263,5,5272,573,7082,468,1205,44044,2630,1670,715,673,940,7553,25996,7496,2105,33431,19244,1780,6077,562,193,4945,5116,7410,5979,3271,7541,1735,5170,385,2532,13308,486,6544,1437,1593,212,14463,4417,198,197,21,24,33,408,2197,286,226,6738,1526,7107,5381,6504,3535,1041,180,115,1449,89293,-2131,209,34450,68866,1960,1794,31831,343,2445,9987,133144,150419,174,-19392,24823,26783,-1305,-19235,"WAYNE","MI",26,2
48128,5564,3351,11124,3257,335632,252911,12196,8309,6335,13648,7334,33172,9717,678,57927,9573,315,12725,23866,22240,6809,246412,2292,1448,102,754,344,525,41050,42791,4693,79001,2258,4921,1138,344,390,55796,24235,321,51,645,785,916,194,71,15,296,37124,55884,59756,122252,36755,35551,314,35,219,30,38,2342,39125,1497,6,1,258,41058,5623,2,135,328,1457,3,208,53947,1122,72,2018,6230,2,1719,217,2418,177,541,17187,1625,701,248,268,536,3055,14710,3161,710,15781,8750,782,2770,232,86,2202,2320,2773,2648,1611,5719,527,2121,183,1204,7016,135,2190,690,725,80,5586,1960,71,70,10,11,15,186,996,141,126,5108,478,5340,1408,2435,1037,427,89,56,600,42872,-653,68,15893,49135,1393,744,13172,129,363,5173,67151,74115,82,-6333,31948,33341,-646,-6262,"WAYNE","MI",26,2
48134,10042,6431,21701,7005,533380,451031,9220,4092,8792,6423,9918,46463,11349,187,96546,14346,488,18097,35054,44379,9954,360780,4219,3218,193,2410,1152,268,54330,56702,4042,133961,2240,2719,1845,599,594,73384,29479,572,86,1148,840,895,215,112,26,506,68290,80414,82289,218116,55260,59796,538,58,193,38,50,4273,51603,1553,6,2,448,81914,2715,18,356,782,1184,6,341,71665,848,97,3373,8908,2,3593,352,4062,297,491,26570,1799,980,405,414,648,4362,14691,2593,783,6814,10246,1040,3771,344,119,2749,3133,3475,3516,1796,4542,635,2414,262,1443,9360,183,2925,1047,927,107,6373,2891,137,136,16,15,18,255,1223,172,96,2857,425,3006,1542,3484,1444,613,132,85,919,60116,-1008,126,22622,55095,1514,948,19738,219,375,9270,78695,91182,125,-12449,28525,30038,-899,-12352,"WAYNE","MI",26,2
