"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48033,10268,6749,20684,6034,1108531,1010404,2018,23675,15158,742,9840,52734,8392,0,48662,16222,3395,6741,25217,10680,18528,1031476,21753,873,108,2740,1973,797,213169,211456,4706,187055,8254,28747,6386,449,880,78796,39314,568,78,191,751,1359,1918,709,34,410,86322,373053,309924,153732,419384,39516,756,64,2169,1413,259,5774,330771,1413,125,1,917,372541,2687,2,349,1287,8536,16,358,261812,3912,166,5184,17102,31,4947,700,6423,785,2945,54262,1945,1277,832,1046,691,9496,10681,587,7392,32449,29705,7422,9194,1524,903,6731,4881,17387,4109,11662,10489,4439,12106,859,19727,117864,1525,10003,7679,10535,746,5959,2757,105,103,71,135,206,1583,5742,2165,1333,8382,6454,8513,16842,9138,5697,2416,645,370,1407,304376,-1268,5322,256969,366191,8207,7879,271160,213,644,70858,791627,809527,-424,-3209,311929,320136,-5897,-3042,"OAKLAND","MI",26,2
48034,5620,3048,8591,2884,240935,174715,5851,6013,17062,10890,9412,32994,9342,336,90996,5612,419,5398,10752,8214,8332,163380,2882,583,84,2312,1838,382,25133,26768,2928,78664,2645,6154,755,302,325,54539,37016,411,33,162,718,696,101,134,19,213,40880,34204,34115,140779,49432,23486,483,45,215,98,19,3697,29784,1380,8,1,215,42675,5635,3,288,1287,1289,10,207,45009,1535,24,2816,6387,2,4291,233,6987,154,1135,16145,1123,638,249,258,391,2590,10055,164,636,9087,7103,770,2369,214,80,1815,1867,2892,2298,1884,4527,607,2745,142,1340,5431,149,2746,545,870,94,4224,1585,141,140,7,11,17,170,1014,151,116,3237,488,3320,1806,2111,1157,331,60,37,370,33067,-757,147,14369,32675,1051,610,13328,37,802,4030,56410,68148,-31,-11612,16530,17581,619,-11587,"OAKLAND","MI",26,2
48035,16972,8699,28582,9729,589515,370076,3507,2915,13815,1862,14114,63723,13666,25,55270,6952,293,10229,18248,18570,9550,364873,5453,2631,123,8815,7319,239,47451,49584,3519,194954,3491,1975,1607,890,786,95206,65883,1270,89,463,1460,1207,59,305,58,647,116506,60940,62745,281459,64258,51124,1464,145,190,67,18,11859,32357,2667,3,2,547,65246,1460,14,1076,2571,534,38,513,54291,788,36,4781,8011,2,6117,336,6329,367,270,36533,2614,1449,702,672,827,5264,18452,135,645,5069,11929,944,4697,417,95,3145,4229,4905,4788,1676,3336,815,4384,238,983,7341,225,4277,818,828,226,9165,3302,114,112,12,11,16,250,1450,99,63,2076,310,2192,1542,3953,2078,485,82,54,997,53122,-1731,3857,4230,84761,1329,964,895,84,1886,4400,45448,59467,-19,-35153,48228,49556,-90,-35116,"MACOMB","MI",26,2
48036,10615,5981,16912,5367,416970,288406,5052,4616,7007,2119,14885,45443,11553,1168,51340,7455,328,9117,17086,14421,7538,273609,3142,1425,46,4532,4045,410,43186,44097,1579,124580,3615,3446,1290,554,595,75419,45771,785,60,280,968,1046,90,220,38,439,74043,49136,50220,198756,52078,42395,1038,85,242,84,21,6240,32508,1808,5,1,376,56928,4527,3,522,1351,744,22,346,51991,1120,31,3812,6720,2,2863,242,3271,259,596,22148,1725,968,429,413,606,4048,9195,136,689,7239,9731,887,3352,309,89,2485,2804,4390,3234,2077,2687,736,2964,178,1335,9192,178,3086,812,898,145,5071,2346,40,39,10,11,15,206,1230,128,104,3463,447,3591,1736,3102,1513,508,80,51,647,42481,-973,2584,11088,54162,1288,925,9603,64,812,2388,52508,59565,-12,-21498,32015,33303,-433,-21467,"MACOMB","MI",26,2
48037,504,303,698,328,17940,14013,80,100,-1222,-8,1389,863,2161,0,1269,398,133,974,1409,1678,2601,37853,403,230,65,329,360,0,10662,11321,437,4685,66,28,84,30,20,1279,3908,57,3,10,23,19,1,9,1,17,3531,2896,2700,18484,5128,3036,67,5,2,1,0,517,6119,45,0,0,11,4106,11,0,20,96,8,1,14,2106,12,1,100,2078,0,282,14,241,10,2,629,62,27,16,14,19,114,1442,2,8,16,263,21,114,9,2,73,92,103,105,29,68,14,51,7,15,135,5,71,20,16,3,170,30,88,86,0,0,1,5,23,1,1,26,2,27,25,86,52,9,1,1,21,4466,-24,87,-6,7456,17,11,-34,2,21,25,170,218,-1,-1808,6827,6843,421,-1807,"OAKLAND","MI",26,2
48038,21925,11140,34739,9865,983322,731623,6928,5513,10941,2349,22403,90640,23327,264,104620,18269,646,17570,38459,34299,16523,708791,7249,3033,183,6048,4942,618,115705,116371,6088,267417,6546,3835,3425,1218,1294,140420,109770,1619,144,624,1654,2303,232,539,69,1064,152279,136345,131967,503593,176256,107144,2217,164,571,252,58,14340,87316,3004,15,2,941,125594,7648,2,814,2985,3052,51,728,130690,3066,75,6339,14342,5,7688,627,9904,559,1225,54629,3737,2137,992,989,1294,9267,20034,210,1768,7039,19707,2073,7065,745,222,5211,5928,8651,6596,4404,13071,1748,6787,500,3107,13845,456,6541,1729,2145,386,9044,5131,166,162,28,28,40,555,2865,352,272,6853,1152,7213,4142,6956,3272,1258,207,131,1454,120626,-2136,1599,30146,98584,2753,1982,26309,160,1673,12477,190442,225510,-27,-42890,43955,46708,-1021,-42814,"MACOMB","MI",26,2
48042,14198,7155,27802,8705,794597,556619,4339,2807,8897,1529,20516,60438,14420,982,119550,15903,557,17261,36261,47032,13903,569350,6867,3841,249,2789,1971,648,91466,91448,3037,193767,4251,1851,2830,878,932,95803,54733,1176,121,511,1543,2248,226,461,40,908,108892,102144,101121,348771,112111,94295,1580,101,389,229,56,16966,74868,2897,13,1,901,118732,4251,0,424,2829,1786,30,480,113141,1728,64,4537,12060,4,4405,430,4964,423,1188,44728,3611,1725,678,720,1256,7577,23481,134,1369,2599,14065,1732,5666,589,196,3972,4563,6252,5174,3305,6059,1255,5610,396,2959,22911,355,5666,1974,1940,261,9502,4138,311,306,26,25,34,447,2178,319,168,5764,867,6047,3137,5524,2170,1221,204,129,1143,95396,-1853,9063,31488,147343,3399,1769,27288,148,1638,15020,169526,201859,3,-30400,102615,106014,-850,-30336,"MACOMB","MI",26,2
48043,5857,2738,9386,3074,221036,132313,1525,1160,4570,7,7551,18371,6574,0,18533,2881,130,3763,6751,6026,3509,136590,1728,838,86,3033,2613,292,17966,18535,1062,66928,1234,783,707,302,267,28754,28024,458,33,133,338,328,29,106,21,217,41355,23056,24563,98499,31715,19522,487,46,117,28,7,4002,12142,606,1,1,187,23861,427,8,279,1391,536,11,170,18770,336,14,1590,3027,1,2315,122,2600,133,100,10845,735,440,215,203,230,1675,4649,48,292,3028,3773,331,1456,133,34,1007,1259,1617,1419,683,1658,301,1302,83,414,4363,72,1094,316,293,58,2225,1165,125,123,4,3,5,85,701,39,60,2103,171,2199,633,1377,680,181,31,20,346,21714,-389,1064,3326,18356,324,352,3107,31,264,2048,17849,22459,-4,-11810,7512,7836,-91,-11796,"MACOMB","MI",26,2
48044,27408,14115,53602,17059,1496058,1073666,6326,4051,18423,2215,22689,86957,21257,551,202783,30278,555,30332,66060,78879,25343,1051457,17061,6825,242,7752,6258,1343,159220,158939,7616,389681,7445,2924,6147,1644,1649,136082,95666,2072,225,933,2804,3924,434,896,80,1670,205789,194178,192790,576910,244123,157761,3206,168,718,514,116,26533,155089,5005,33,2,1599,178610,6795,11,1273,2975,4753,59,854,215848,3875,128,6318,21978,10,12140,842,13824,835,2374,78125,5741,3079,1333,1355,2029,14702,33637,215,3052,4589,27625,3364,11045,1158,404,7622,8915,11597,9781,5983,21985,2398,9233,864,5481,19680,728,9763,2887,4028,538,10315,7848,211,207,51,55,74,926,3971,719,328,9239,2078,9757,6187,10719,4383,2179,410,258,2129,185275,-3293,7978,73599,180596,5684,4252,67002,279,2337,31058,348771,429140,-29,-56617,102471,108155,-3302,-56489,"MACOMB","MI",26,2
48045,12942,7079,20373,6059,593376,405946,5212,5278,13033,10635,11896,55640,15560,523,74781,11864,212,15980,27868,25005,9815,410715,3890,1440,84,4073,3262,487,66512,67492,2175,168326,4731,4560,2057,729,782,90164,50137,1043,86,414,1469,2050,146,336,41,622,94415,75312,75840,289453,105556,61319,1322,115,386,167,38,8333,55793,2734,10,1,566,72044,5079,4,621,2537,1673,23,438,86274,1638,50,3393,8722,4,3449,337,4089,352,791,40006,3516,1601,553,598,1127,5938,32096,202,1199,9932,14511,1340,5203,450,146,3887,4403,5591,5351,2648,6169,985,5249,299,1992,7289,262,5626,1035,1445,179,9430,3645,110,109,17,18,26,320,1617,236,167,5615,788,5898,2534,4465,2074,816,135,85,1006,67148,-1660,2435,22866,97825,3225,1242,20070,101,1562,7960,107238,128140,-18,-26621,57820,61045,-999,-26572,"MACOMB","MI",26,2
48046,299,114,524,579,8439,6675,66,285,2417,420,0,3741,606,0,3352,1404,0,1621,706,2068,1865,18964,159,273,0,829,710,0,2761,7125,1102,3062,39,113,59,14,12,4796,4079,24,1,7,198,23,0,4,1,8,1535,1088,1042,6402,1805,1045,26,2,1,0,0,735,1667,471,0,0,4,754,8,54,42,82,4,1,4,649,7,0,29,1154,0,68,3,48,6,1,1103,81,43,12,12,21,85,3529,3,4,892,134,11,64,5,1,37,45,54,50,14,41,8,43,3,7,62,3,53,8,8,2,2673,32,1,1,0,0,0,3,15,1,0,14,1,16,15,52,31,4,1,1,12,1888,-22,53,-51,2787,-1,4,-106,1,30,14,59,103,0,-722,1684,1683,649,-721,"MACOMB","MI",26,2
48047,18697,9732,33844,10645,990185,680723,5289,5170,12076,5222,30780,65764,17043,2604,122680,18813,606,16553,43630,44802,16068,703358,9091,4358,183,3484,2922,1274,109368,109788,9244,245531,6330,3870,3794,1147,1081,112059,60604,1486,144,563,2369,2874,225,543,54,1068,133398,133419,128433,449583,150488,105649,2241,122,602,234,59,18301,81766,4539,13,2,991,107441,7422,1,561,1980,2376,36,619,131555,2429,74,4103,14082,5,8018,629,11195,519,878,48938,5124,2383,837,826,1923,9044,42790,221,2022,10675,20019,2051,7217,667,220,5306,6096,8537,6760,4287,6587,1613,6040,435,3102,14795,410,6139,1789,2251,285,18485,5319,170,166,26,28,38,497,2667,329,297,10246,1378,10807,3769,6784,2935,1227,222,142,1531,116559,-2171,10107,30572,181351,4011,2049,25679,168,1835,11760,195000,233540,-11,-42111,132413,136423,-1535,-42037,"MACOMB","MI",26,2
48048,3083,1432,6839,2733,141702,96167,265,1103,6892,-114,1663,8642,1193,0,17529,2868,106,4815,7407,7552,2619,93010,1966,1007,74,2118,1836,402,15279,15792,2338,40509,540,633,1148,170,156,13256,4036,252,18,66,322,316,122,79,10,121,26651,22355,19821,69135,40541,12467,298,26,38,73,14,4319,15851,636,5,0,122,17363,170,1,147,836,404,5,108,16405,185,11,1113,2190,1,1198,71,1031,89,173,7431,475,274,125,137,147,1123,4649,21,182,546,2879,270,1324,119,40,761,793,1032,855,460,2663,180,851,88,898,53241,83,888,1189,405,48,3556,749,83,83,4,6,9,91,306,79,12,976,110,1042,578,807,440,142,37,22,209,18603,-252,2463,6352,31437,210,520,6278,22,117,5640,33174,34689,-18,-6375,24006,24215,-125,-6365,"MACOMB","MI",26,2
48050,888,506,1469,439,38873,27804,484,311,2851,24,5810,9663,2694,0,8573,1199,91,1651,2816,3787,661,24966,623,161,97,158,309,25,3431,3639,415,10297,166,118,179,56,50,13603,5715,83,6,25,67,60,8,22,2,44,5611,4546,4411,23070,7005,4153,142,7,10,6,2,604,2508,127,0,0,38,5531,61,0,25,52,47,2,30,3811,43,3,317,547,0,377,24,380,21,24,1768,114,71,34,33,37,309,1013,6,36,148,707,62,281,25,7,184,216,292,242,100,283,43,170,18,91,2601,15,187,97,62,11,553,277,156,152,1,1,1,17,81,8,3,69,17,73,96,215,108,30,7,4,63,3672,-69,884,864,4818,40,76,830,6,54,83,2142,2389,-1,-1440,3050,3090,25,-1437,"MACOMB","MI",26,2
48051,8538,4253,15720,5259,376200,267417,1967,1102,8740,392,17913,20670,5850,0,46381,6701,455,7415,15411,19169,5579,248048,4282,1918,125,2925,2681,344,33975,33797,1767,99061,2123,632,1134,489,466,30245,16493,700,63,294,488,589,53,208,27,452,60201,41323,40596,179856,49005,42025,954,59,148,62,17,7654,24313,854,2,1,400,55795,663,2,392,1057,352,20,252,37524,469,25,1672,4946,1,2628,198,2227,210,92,17864,1102,646,373,338,373,3076,4940,54,434,1094,6418,587,2844,269,68,1897,2319,2669,2737,1085,2344,507,2652,169,790,6555,140,2839,686,615,134,2095,2029,127,125,10,8,10,176,924,84,55,2721,193,2802,1012,2608,1196,510,74,48,566,37423,-926,3028,8309,27488,529,571,6744,64,968,5692,52940,66117,7,-17524,9624,10153,-360,-17499,"MACOMB","MI",26,2
48062,4995,2768,9133,2612,214148,144360,2346,1445,3304,1448,9119,16315,5054,0,26183,3486,199,4013,8155,9674,3525,142024,1970,1124,159,1401,1106,212,18424,18715,1266,59102,1284,786,559,296,255,24922,18219,400,33,142,225,328,22,114,15,245,36582,22934,23985,96216,17301,19993,533,34,72,25,7,4543,12417,398,1,0,229,25235,445,0,153,765,223,10,163,18924,282,13,1057,2872,1,1440,127,1544,116,44,9859,627,351,204,187,209,1682,2408,55,213,2803,4229,318,1652,137,33,1157,1436,1662,1656,648,1395,271,1291,87,361,5491,73,1369,356,298,66,1049,1185,182,180,4,4,5,87,500,32,26,1386,89,1467,530,1413,700,222,36,24,311,19312,-499,1706,2722,21051,311,355,1841,33,461,1903,20566,25788,-1,-9572,11191,11503,126,-9559,"MACOMB","MI",26,2
48065,5092,2856,9860,2919,250646,174965,2940,2494,4481,1327,15593,28653,9241,357,34098,5133,242,6458,12292,12562,4603,172772,3420,1126,26,870,740,216,25414,25506,1376,66722,2047,1939,885,296,308,48627,28937,384,37,173,463,609,92,147,15,283,36079,31636,32647,88362,28331,22673,559,34,155,80,19,4779,25428,830,6,0,250,39055,1730,1,280,625,556,12,180,34511,707,23,1486,3933,2,1431,168,1811,145,411,12905,862,478,246,238,320,2452,2947,88,573,5450,6760,667,2119,214,72,1644,1725,3166,1933,1451,1847,514,2095,127,1222,8551,137,2159,685,780,107,1344,1342,30,30,8,10,13,159,819,120,67,2322,402,2436,1364,2004,901,407,66,42,378,28924,-652,2037,12859,34113,864,688,12113,45,549,4617,52349,61901,-10,-9630,21208,22072,-99,-9607,"MACOMB","MI",26,2
48066,23166,11314,38285,12810,751817,529514,3564,2749,6926,-7123,15986,66476,10397,0,89423,11450,364,8129,25747,18930,7049,456783,7474,3703,239,10779,9703,263,55836,57164,3954,245672,4510,2074,1900,1181,978,100797,53625,1852,109,497,1201,1188,59,367,82,761,154030,76418,77302,448604,112346,73486,2010,196,188,67,17,15450,39275,2106,3,3,669,117121,1335,25,1228,4234,607,44,652,68014,1024,41,4589,5960,3,6857,438,6679,492,568,38427,2696,1611,833,778,880,6177,16378,134,618,3489,13193,1129,5495,493,111,3551,4628,5717,5307,2111,3617,917,4122,277,1078,7544,256,4401,930,941,235,6863,3568,234,232,13,12,18,270,1938,106,64,2201,269,2310,1813,4489,2588,546,88,59,1170,62259,-1659,4518,7172,59200,1056,896,6100,98,1039,3909,31515,38134,-35,-49414,20773,21829,-405,-49373,"MACOMB","MI",26,2
48067,13876,6555,21864,5758,841140,752421,3209,4886,14322,14215,15080,25301,9403,1353,112308,19823,227,15743,39823,38469,8453,562281,4676,1857,174,1902,1743,582,94824,98592,2107,204466,5621,3700,2900,877,885,40515,29709,1255,114,408,2256,3256,237,429,38,771,101302,97856,96859,445731,100835,97588,1747,124,509,245,54,11076,87407,4291,16,1,656,110777,13874,6,444,1338,4405,19,444,150470,5189,69,2930,7744,5,4224,363,4797,417,2827,49117,4778,2131,594,677,1602,7575,48020,202,1613,5190,17651,1961,6300,549,201,4754,4722,7547,5483,5531,17535,1750,6693,413,3238,15920,357,5982,1584,1950,186,12805,4576,149,147,22,27,37,455,3568,349,282,4848,1205,5009,4863,5903,2724,1013,191,120,1232,111849,-1681,10617,27541,158698,5256,1366,23924,133,1409,14932,154954,178779,-33,-28469,109581,114836,-1314,-28400,"OAKLAND","MI",26,2
48068,379,160,603,264,25423,39511,108,1057,560,-15,843,3521,2377,0,12289,1741,0,2244,5261,2249,2378,18346,236,23,0,226,196,0,5560,8239,85,4529,62,258,106,27,22,4337,3865,37,3,12,18,28,1,11,1,26,1608,3775,3482,13073,1712,3502,67,1,4,2,1,69,3421,36,0,0,7,3172,11,0,7,23,13,1,4,2935,14,1,58,1587,0,152,7,82,10,16,729,46,23,15,15,16,139,164,2,13,214,232,27,124,12,3,72,80,112,91,41,116,18,67,7,22,243,6,78,35,28,4,212,43,0,0,0,1,0,7,38,2,1,41,5,45,34,102,60,8,5,3,23,3327,-24,-1259,50,1686,8,22,50,3,43,20,428,549,0,-886,957,965,715,-885,"OAKLAND","MI",26,2
