"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48035,16371,32229,9834,9990,654262,533880,9694,5516,6408,12340,-313,786,191,91740,11638,37093,118,64447,61280,3644,11456,49629,12905,14415,852,14809,39106,422965,6187,2338,196,1945,28231,2086,123262,2956,4369,1438,801,929,47,19330,603,113,1194,502,657,88,19,24,681,90723,2184,1268,2817,5192,17346,554,124,130,35,37,1598,14329,892,5,14,256,64894,2073,0,543,664,771,10,554,71679,626,34,5163,9736,3,2420,421,3952,441,177,21637,1409,865,679,542,451,4255,4186,957,829,5364,9781,1250,4227,478,136,3173,3858,4348,2985,2075,3209,845,3124,325,1381,6553,255,4216,1134,730,91,3899,2523,15,14,16,16,22,304,1185,152,91,3238,393,3407,1804,3969,2096,598,135,88,66,12965,88681,1167,820,7506,342,844,4397,44453,51403,142,-19079,67045,68212,-204,-19044,"MACOMB","MI",26,2
48036,10757,20309,5556,6681,536727,366223,17698,8750,16594,11315,-155,742,540,69855,10734,39287,467,70877,69881,2223,11096,42161,13148,11031,841,11731,24890,333026,3172,1065,88,1210,27439,3042,83819,3540,7111,1158,502,701,47,17453,328,74,787,441,704,206,15,17,470,59720,1946,1086,2140,11267,16126,319,84,281,42,59,848,26025,789,13,9,167,37946,7357,0,326,375,2707,7,388,74789,1387,40,3805,9419,4,1676,343,4041,350,983,18960,1319,738,511,425,420,3649,2772,1067,1620,7196,12173,1590,3633,457,166,3140,3270,5095,2414,3896,5568,1363,2512,319,2701,5891,298,4129,1276,1038,99,2442,1631,11,10,19,21,30,365,1274,280,320,11557,1178,12142,3484,4183,1979,781,150,94,252,20653,80948,1707,1211,19673,248,3995,8756,106149,115734,138,-10373,61988,63694,-685,-10333,"MACOMB","MI",26,2
48037,446,775,258,274,21827,16497,201,356,249,45,0,2,0,3899,835,1878,6,2552,2472,114,266,1896,455,766,16,791,1715,17749,166,55,8,85,1526,148,3612,105,290,68,23,27,2,470,18,3,33,10,10,10,1,1,20,2373,88,50,115,456,676,16,3,9,2,3,42,1141,18,1,0,8,4798,31,0,14,13,50,0,13,2666,21,1,197,621,0,92,18,174,14,42,706,33,21,20,16,12,113,382,30,55,158,429,63,135,18,7,109,108,193,80,128,81,46,103,11,123,234,12,163,73,45,4,112,27,0,0,1,1,1,14,45,11,8,185,37,194,123,138,76,27,6,4,3,1269,3074,28,49,1001,10,19,180,3790,3942,6,-686,2368,2396,110,-685,"OAKLAND","MI",26,2
48038,20839,39458,10279,12402,1036896,799113,21067,13285,19280,20959,-289,1385,1103,153218,20483,80293,506,124244,122027,2237,19573,84489,23364,24541,1629,27692,60922,693332,6441,2282,168,1285,54386,4501,150975,5386,10282,2631,1036,1454,91,29102,706,162,1734,830,1472,292,31,34,1047,121963,4585,2475,5628,17630,40463,658,158,359,76,102,1505,39090,1489,19,17,330,80976,7759,0,488,618,3072,14,766,147273,1659,63,6572,17588,7,3444,655,6600,701,1061,30938,2625,1320,987,770,823,6498,4994,1829,2320,10578,17588,2682,6543,855,296,5415,6165,8092,4633,5167,8991,1878,4530,638,3989,12320,502,7238,2395,1706,163,5128,3156,19,18,36,38,49,651,2026,450,339,9891,1461,10403,4725,7234,3349,1299,306,195,424,36519,171448,3319,1864,25461,515,1103,9043,157968,168906,289,-22177,140510,143829,-1214,-22114,"MACOMB","MI",26,2
48042,10499,25182,8421,6368,662445,538771,9625,5155,11947,14701,-18,886,624,122855,14410,59362,303,75831,72897,702,11147,45772,13242,20933,1095,19439,61759,470521,5786,2470,121,351,36696,2943,68843,2983,4412,2071,577,881,62,11816,383,110,1105,401,722,192,22,19,728,70937,3910,1985,5199,11612,37204,325,60,224,51,74,418,22693,732,12,9,168,54605,3045,0,199,213,1513,8,448,96590,745,35,2849,12143,4,2460,415,4064,450,549,13454,1208,567,549,371,373,3172,2150,1007,1557,5198,8642,1787,3344,552,206,2925,3498,4743,2561,3200,4251,1105,2224,446,2671,9043,310,4057,1756,1142,88,2829,1639,8,8,27,27,32,443,1143,317,203,4921,933,5174,2826,4254,1755,898,241,155,380,31485,100607,2163,1175,18433,328,460,6731,101907,113077,223,-11536,87153,89316,-591,-11501,"MACOMB","MI",26,2
48043,7135,12970,3716,4467,267307,212935,3203,2668,4115,6345,-22,266,107,37246,5438,16297,58,28019,27434,1983,3920,21187,4397,5726,341,5626,14950,173009,2093,756,49,1020,12982,1028,54108,1287,2089,625,324,388,17,6239,246,42,496,295,443,51,7,10,265,38045,806,481,975,3236,6190,242,62,84,15,18,676,7723,527,3,6,107,22600,1489,0,261,269,661,5,230,32181,369,16,2258,4561,1,791,170,1437,184,239,12419,869,494,307,267,279,2014,3296,411,462,2616,4792,569,2001,210,60,1457,1773,1891,1354,1085,1488,458,1496,134,741,2442,120,1933,478,342,47,2450,1075,8,7,7,7,10,140,567,79,77,2076,270,2185,971,1774,951,268,54,35,-1,6169,46049,623,409,4302,140,424,1714,25641,27694,56,-8335,33631,34254,-52,-8319,"MACOMB","MI",26,2
48044,21436,50554,17383,12493,1284504,1109378,13192,7927,8160,27429,-683,1370,1248,231976,25942,114605,558,145273,138199,2035,16378,64452,16655,38974,1571,35473,111982,865716,11502,4816,310,1090,67071,4504,134980,5336,6664,3866,1160,1741,78,16016,829,213,2100,735,1246,366,42,39,1411,145630,7300,3711,9786,23792,70701,649,117,380,99,139,1219,43896,1330,24,18,331,115028,4508,0,345,475,2622,15,880,186968,1373,66,5378,21945,8,5114,781,6892,876,939,30053,2183,1177,1113,754,749,6503,4064,1588,2594,5699,14812,3338,6194,1069,391,5363,6327,8575,4691,5749,8314,1976,4232,863,4996,16904,599,7731,3401,2146,177,4620,3349,17,16,51,51,61,843,2177,594,337,8288,1515,8706,5168,8098,3390,1745,455,293,668,62684,196425,4036,2255,37253,643,3508,15096,184797,216685,423,-25043,166372,170408,-1618,-24977,"MACOMB","MI",26,2
48045,12310,23074,5936,7749,682833,519570,15200,9428,24145,17088,-124,930,738,103305,11779,57545,684,88951,88164,1641,12154,46489,12788,17503,1174,16595,44165,460315,3652,1222,95,866,39696,3991,93207,3945,8155,1775,612,882,54,13170,413,98,991,635,1028,313,21,21,628,70066,2853,1547,3442,20131,25188,387,87,343,64,93,843,41274,1163,22,10,207,57865,7604,0,288,364,3509,8,465,103198,1647,55,3634,10122,6,2270,477,4919,466,1470,20336,1989,845,638,524,573,4840,3451,1322,2245,8612,14725,2215,4817,630,248,4019,4278,6088,3082,4702,7979,1660,3111,467,3952,7620,423,5109,1847,1543,133,3837,2055,11,10,27,33,46,526,1520,442,391,13392,1642,14027,4597,5336,2472,1085,233,145,286,40740,112105,2051,1324,29622,325,787,8083,164022,175297,210,-11113,91769,93820,-1088,-11059,"MACOMB","MI",26,2
48046,268,486,160,174,10434,7232,178,35,258,-18,0,0,0,1289,180,636,5,1064,1053,86,3,724,152,189,9,208,526,6465,82,23,1,62,465,20,1898,41,24,18,12,11,1,363,9,2,17,0,5,1,0,0,10,1300,29,18,17,6,118,10,2,2,0,0,21,119,0,0,0,2,1615,8,0,1,7,5,0,6,992,5,0,101,138,0,40,5,54,6,0,433,26,16,11,9,8,55,68,9,8,28,120,15,52,7,2,37,50,57,38,26,35,11,53,4,12,135,3,59,16,8,1,1,13,0,0,0,0,0,4,17,1,1,75,2,78,21,59,28,9,1,1,-2,43,1318,-7,12,52,5,19,54,412,482,2,-434,885,879,18,-433,"MACOMB","MI",26,2
48047,17340,38356,12283,10819,994025,818089,12685,7239,17872,20776,-734,1129,908,176395,19099,89884,555,115299,110704,2080,12754,61636,13178,28811,1463,34394,80306,652266,8445,3421,207,990,51021,3390,122382,4402,6089,2819,930,1273,69,16878,666,161,1584,587,996,288,30,30,1027,114668,4606,2404,6168,17232,42992,572,107,342,75,101,1157,35090,1053,18,14,289,82913,6184,0,362,445,2977,12,692,139998,1474,56,4932,16155,6,4376,653,7001,654,1271,23511,1710,934,858,614,576,5263,3552,1289,2297,6145,14671,2570,5370,800,290,4734,5166,7258,3867,4996,7753,1749,3653,617,3908,11808,472,6445,2401,1651,136,3594,2775,14,13,35,38,47,629,1865,441,350,10389,1459,10905,4525,6569,2966,1301,317,204,531,42096,146516,2998,1639,24544,482,2639,10083,161048,176240,300,-20791,123005,126003,-1084,-20734,"MACOMB","MI",26,2
48048,2833,6096,2021,1751,116395,100267,810,340,799,1740,-77,150,0,16233,1970,6080,7,11057,10345,743,1659,6500,1574,2780,167,2598,8972,79151,1397,579,35,410,5050,290,21331,374,305,299,143,153,6,2224,116,21,212,66,78,13,3,4,124,16713,437,240,623,388,3806,102,20,15,6,6,226,1850,117,1,2,45,17510,143,0,96,120,84,2,90,10725,69,6,785,1600,0,536,76,708,76,20,3161,188,123,113,87,61,675,578,90,126,406,1421,199,643,80,22,448,575,656,441,307,409,132,523,54,220,1177,42,697,206,120,14,562,440,3,2,3,2,4,49,192,22,10,316,53,330,264,617,342,89,22,15,-2,2257,10828,75,135,1729,60,138,583,5234,6108,24,-3202,7667,7741,-3,-3196,"MACOMB","MI",26,2
48050,840,1838,556,525,43964,35463,570,228,322,609,-56,37,2,6434,980,3210,14,5106,4989,91,722,2901,827,1143,44,962,2860,30013,281,105,3,44,2424,187,5876,164,168,148,41,61,3,945,30,7,78,26,31,20,1,1,45,4764,196,103,252,1248,1661,28,5,10,4,6,32,2551,47,1,1,12,6673,72,0,25,24,96,1,27,5442,40,3,251,822,0,194,30,239,31,52,1296,70,45,42,32,24,258,230,36,117,109,666,129,253,42,16,194,225,314,157,204,281,81,193,30,232,507,27,329,128,97,9,227,100,1,1,2,2,3,33,82,29,10,155,78,162,220,284,141,56,16,10,12,3495,4144,76,62,2589,22,42,518,7427,8480,15,-647,2848,2924,-44,-644,"MACOMB","MI",26,2
48051,6780,15182,5224,4151,333505,289351,2748,1367,4093,5798,-261,318,54,56787,6003,24724,81,34048,31896,1264,3576,19068,4004,9840,443,9143,28651,229007,3465,1424,84,654,16160,1063,46618,1232,1212,979,352,441,23,5363,282,57,591,146,228,63,10,11,361,42997,1512,801,1997,3193,12811,230,40,72,21,26,414,8137,255,4,6,104,38995,705,0,180,231,430,5,247,40336,264,16,1755,4938,2,1318,209,1784,221,156,7905,464,297,305,220,152,1669,1399,327,566,912,3965,718,1758,252,82,1363,1657,2081,1235,1202,1426,458,1317,182,940,3815,137,1984,716,447,43,1103,1025,6,6,10,10,13,178,565,106,58,1525,301,1609,1042,1922,904,339,92,60,71,11942,40411,577,426,7550,169,333,2227,28261,32444,91,-8143,32505,33082,-148,-8128,"MACOMB","MI",26,2
48062,4200,9081,2772,2703,209460,166706,3588,1731,5011,3583,-403,245,166,34308,4317,16141,98,22408,21435,545,3005,17343,3737,5401,385,5600,15624,137046,1890,780,29,240,10036,663,30635,971,1449,555,214,277,17,5052,143,34,362,83,180,52,6,7,221,25690,842,455,1079,2745,7139,151,27,65,14,19,213,6298,146,3,3,69,17350,999,0,80,120,487,3,161,26939,268,12,1400,3639,1,900,143,1650,140,166,6647,378,232,200,150,120,1175,825,322,447,1658,3305,508,1252,167,56,1050,1209,1587,905,951,1408,348,844,124,721,2461,95,1292,471,319,30,570,626,4,3,7,7,9,124,391,80,61,2026,267,2136,841,1368,633,260,60,39,76,7623,30892,492,362,4802,105,184,2132,30310,32796,58,-4846,24245,24738,-116,-4835,"MACOMB","MI",26,2
48065,4954,10923,3519,3020,308643,227971,6364,3824,11052,6740,-75,458,329,49224,6483,28928,318,41464,40501,661,4539,19867,5555,8267,441,8336,21394,200740,1694,656,26,349,18156,1934,36910,1726,3298,927,239,403,24,4630,148,42,460,240,577,184,10,9,283,30018,1384,722,1631,10227,12358,132,35,157,33,52,248,22393,433,12,4,80,24488,2612,0,95,127,1540,4,185,51036,649,27,1413,5592,3,1145,211,2452,214,813,10457,928,411,285,237,291,2171,1680,543,1235,2631,7156,1145,2168,314,131,1911,1851,3066,1305,2397,2414,854,1362,219,2255,3746,221,2554,1020,851,71,1696,738,5,5,14,18,25,270,735,249,179,4869,917,5114,2416,2492,1162,528,125,77,217,25531,48339,1346,743,18006,146,290,3643,87251,92270,109,-4407,37882,39228,-540,-4380,"MACOMB","MI",26,2
48066,23214,44591,13112,14132,831265,697377,10609,5406,3429,12802,-221,901,111,107890,11562,38068,62,76829,71832,5236,11299,58680,12289,17495,933,17397,47970,522669,8180,3148,217,2706,32913,1993,172512,3409,4273,1758,1107,1144,37,21975,882,143,1579,689,940,71,22,32,841,123780,2110,1340,2645,3504,14691,827,185,134,38,32,2046,14337,1208,3,19,350,95459,2538,0,755,876,821,14,788,85192,797,41,6565,9449,3,3211,538,5141,556,128,30846,2158,1293,921,775,670,5903,5987,1092,791,6274,13573,1371,5836,572,142,4214,5164,5344,4057,2192,3610,994,4267,362,1263,7282,302,5190,1195,753,116,5599,3422,23,21,17,15,23,330,1536,127,84,3010,317,3182,1898,4885,2644,621,126,84,-71,7167,117408,1213,985,6620,439,1254,3557,50522,60426,146,-29380,86562,87774,-320,-29339,"MACOMB","MI",26,2
48067,13039,21395,4385,6832,691232,577739,7951,7818,16908,23507,-214,889,1087,100161,11347,51197,475,90259,90328,802,7647,26394,7102,20511,580,16710,46286,535734,3865,1070,106,374,46413,3886,101489,3243,6519,1839,685,916,24,8059,509,106,1066,812,1480,241,21,21,670,73407,3078,1680,3984,18905,27442,545,109,296,57,78,769,34269,1497,17,11,219,51696,6458,0,278,357,2688,9,423,102769,1321,49,3621,9677,5,2523,410,4509,458,965,21985,2419,958,646,556,683,5072,4187,1214,1789,6707,12752,1899,4885,578,216,3856,4279,5194,3195,3532,6775,1303,2853,435,3071,7255,370,4337,1616,1269,112,5058,2452,10,10,24,28,40,457,1352,357,308,9435,1235,9901,3469,4578,2287,891,208,131,144,33798,135433,2123,1161,23763,334,736,5542,133335,141128,196,-13361,113448,115571,-1065,-13312,"OAKLAND","MI",26,2
48068,331,420,58,172,11710,8223,598,197,503,192,0,0,0,2654,126,585,5,1375,1399,26,34,627,162,207,9,187,418,8988,62,14,1,39,711,83,2362,45,98,17,14,17,0,283,11,2,23,13,9,1,0,0,11,1413,51,31,28,11,224,15,3,2,0,0,21,188,24,0,0,3,1640,13,0,14,6,6,0,7,971,7,0,135,93,0,32,6,57,7,0,483,27,17,13,10,9,64,132,14,9,103,168,17,72,8,2,50,69,67,53,28,40,14,73,5,14,165,4,82,18,8,2,143,21,0,0,0,0,0,5,22,1,1,42,2,44,23,79,35,10,2,1,2,-2,1528,-2,10,20,6,21,48,350,408,2,-394,1046,1044,14,-393,"OAKLAND","MI",26,2
48069,1351,2532,618,795,116059,88825,1496,4129,4103,5109,-22,121,550,19442,2569,13497,230,18071,18376,37,1463,4444,1761,3513,121,3767,8041,82947,408,96,12,22,8567,645,10889,774,3277,381,71,154,6,1827,42,14,126,194,260,93,4,3,93,8180,550,287,631,7420,4919,52,9,94,17,27,64,13178,373,7,1,27,9953,2067,0,24,24,980,1,55,23079,447,13,525,2175,2,314,85,772,84,436,4315,353,174,97,89,122,1069,650,361,529,1472,2341,555,798,133,65,664,632,1045,434,1032,3144,367,386,115,1099,1267,105,922,408,409,32,502,340,1,1,7,9,14,132,276,140,116,3143,429,3267,1194,1021,471,245,58,35,103,14597,21721,611,254,10638,51,66,977,45699,48628,48,-98,17406,18017,-381,-85,"OAKLAND","MI",26,2
48070,3086,6742,2070,2005,299035,210375,5768,9045,13065,16553,-62,410,2260,50979,8526,36420,596,49295,50433,74,3672,10915,5004,10171,239,9172,18672,228919,1335,320,64,24,24882,2370,26247,2017,7243,1139,148,364,14,3407,74,32,306,604,728,300,10,7,217,17772,1335,692,1708,25600,13236,73,13,285,52,84,190,41082,1186,24,2,64,21348,7848,0,31,53,3624,3,122,61208,1502,39,1192,7061,6,1007,231,2651,223,1555,11401,1108,454,264,253,352,3096,1896,898,1762,6286,7624,1646,2358,387,194,1980,1850,3122,1198,3354,11104,1190,1203,334,3468,3139,320,2650,1192,1235,100,1246,874,3,3,19,28,41,401,803,426,360,9069,1451,9473,3735,2958,1382,725,169,101,277,42727,63126,1543,717,31589,130,251,3334,152616,159005,138,855,51725,53267,-1028,894,"OAKLAND","MI",26,2
48071,14743,27192,7268,8456,561912,470565,6496,4032,4814,11202,-171,728,180,78124,8811,32526,100,56361,54073,2875,8556,32822,8673,12343,726,13703,31450,374310,4735,1699,133,1396,26356,1847,111627,2395,3095,1227,709,800,23,13525,546,95,989,554,909,73,16,21,569,82449,1642,986,2186,4387,12670,546,136,120,29,29,1445,12424,979,4,12,226,52092,2849,0,508,542,937,9,473,63618,653,31,4710,7356,2,2352,369,3853,376,264,23842,1646,943,610,506,549,4003,4272,682,732,3864,8986,1035,3664,405,110,2852,3370,3665,2674,1775,2882,743,2761,265,1140,5149,220,3798,898,595,81,4330,2245,14,13,13,13,18,251,1079,120,98,3113,373,3273,1580,3374,1923,476,103,67,5,12473,83186,1236,755,8481,293,2696,3519,38621,45925,111,-18199,59344,60580,-221,-18168,"OAKLAND","MI",26,2
