"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48072,7996,14679,3684,4161,399637,344853,3823,3634,3244,9557,-83,545,386,63858,7565,28527,78,45730,44893,653,5214,18966,4784,11454,361,9790,29440,287160,3039,1060,94,270,21895,1555,58541,1595,2785,1116,428,550,16,5966,331,67,704,315,623,83,12,13,424,47404,1797,971,2340,5748,15442,321,60,98,27,32,564,11449,564,5,7,134,35196,2017,0,160,236,704,5,271,51361,472,20,2197,6306,2,1532,237,2232,262,232,10470,1016,472,363,285,308,2376,1926,599,656,3046,5841,884,2462,299,100,1929,2223,2662,1716,1475,3380,555,1520,231,1170,4400,169,2358,839,545,50,2377,1360,6,6,12,13,16,217,686,135,80,1884,360,1989,1326,2323,1158,396,107,70,72,14237,61594,1123,560,9768,200,364,3147,40171,44946,107,-8817,51123,52247,-265,-8796,"OAKLAND","MI",26,2
48073,18090,31142,6808,9695,929660,745117,16570,15822,18025,26461,-4,1253,1476,137658,17984,69623,410,113534,113251,1255,15544,57955,18130,24001,1140,22446,55229,690597,5264,1604,145,610,56238,4684,132662,4945,11794,2541,944,1360,60,20689,664,147,1539,874,1729,304,29,30,943,107145,4280,2333,5520,21931,38584,729,149,355,75,103,1192,42619,1582,21,15,299,70871,7814,0,333,509,2781,12,658,140720,1565,61,5700,15596,7,3046,592,5228,636,990,28529,2771,1280,872,716,878,6349,4940,1966,2214,12520,17181,2558,6361,779,289,5185,5740,7512,4349,4643,7688,1671,3720,596,3976,10246,480,6178,2244,1687,147,5815,3142,15,14,34,37,51,607,1733,458,328,9466,1433,9947,4409,6279,3053,1186,287,182,390,45061,168342,3454,1726,30942,465,896,8656,151179,165721,270,-18360,139813,143267,-1361,-18298,"OAKLAND","MI",26,2
48075,10330,19716,6464,6586,541689,392538,10825,9387,12643,12797,-62,403,495,111245,24779,50314,610,67020,65952,2381,9668,50638,13750,14548,990,17463,33239,348912,3661,1144,189,1256,29930,2551,82938,3598,8138,1441,519,691,51,17277,355,82,838,418,504,188,16,17,501,59227,1858,1036,2311,12020,16367,337,67,361,43,57,1006,23957,786,12,9,175,48847,9300,0,268,440,3145,7,400,71467,1484,37,4719,20186,4,2418,446,5639,349,1383,15901,1011,612,488,389,345,3412,3073,1033,1500,7497,10004,1599,3385,442,165,2841,3044,4516,2256,3834,6056,1367,2510,323,2559,5488,290,3985,1210,1004,89,1832,1647,9,9,18,21,29,365,1292,270,426,17861,1092,18647,3346,4041,1975,769,154,97,172,22771,72623,1330,1219,14148,253,609,9030,106094,115066,145,-11124,56723,58052,1556,-11087,"OAKLAND","MI",26,2
48076,12688,25241,8204,7592,716817,543433,13696,15944,25566,14887,-106,872,844,147881,28195,73047,975,82998,81846,2038,12066,49925,14565,19608,1035,24245,46564,449287,4677,1502,243,1096,36847,3759,101704,5052,13332,1770,658,965,62,13591,423,111,1101,574,942,245,22,21,707,75097,2969,1598,3696,12898,26552,391,90,415,57,79,1417,30130,1055,16,10,217,53681,9147,0,272,476,3457,9,475,102537,1723,47,4806,23169,5,3244,554,7846,469,1454,19488,1791,790,639,498,532,4287,3935,1695,1999,11328,12452,2171,4223,594,226,3630,4185,5937,3072,4955,7467,1710,3045,457,3401,8187,378,4902,1711,1374,112,3584,2029,11,10,27,28,39,497,1623,366,470,24169,1394,25363,4304,5327,2447,1143,224,142,243,31817,114494,1972,1770,19257,340,717,13775,151483,165948,207,-14315,95006,96978,980,-14268,"OAKLAND","MI",26,2
48080,12262,22019,5385,7515,540323,398036,16537,13239,11590,12956,-340,897,550,81689,10085,37225,612,59418,58024,1398,11919,47793,14274,13827,759,13713,30024,385681,3906,1360,101,741,28922,2465,94623,3527,9760,1231,606,809,44,18815,426,87,947,534,872,125,16,18,541,69499,1950,1115,2562,7593,16486,453,104,246,35,42,954,18035,968,8,10,199,40888,6391,0,302,406,1652,8,438,72109,1045,33,4150,8543,3,1932,375,4313,360,730,17845,1603,798,543,448,502,3740,3724,1285,1116,11268,10524,1313,3794,422,137,3101,3420,4499,2632,2709,4284,1000,2565,297,1782,5481,251,3767,1042,811,83,3996,1962,11,11,15,17,24,305,1148,193,253,14708,734,15439,2375,3727,1905,661,131,84,128,16383,90808,1582,1006,10584,272,676,6056,74507,80903,131,-13864,72963,74545,-349,-13831,"MACOMB","MI",26,2
48081,10933,20546,5052,6737,518912,389578,13390,9327,8815,11678,-56,803,552,79515,9933,37976,283,59391,58124,934,10876,45247,12542,12933,873,13471,31183,350746,3652,1302,73,485,26554,2201,82366,2972,6993,1286,548,754,45,18031,393,83,847,398,649,130,15,17,521,62674,1995,1102,2539,7577,17076,413,84,194,36,45,670,17696,713,8,9,178,42674,4231,0,259,332,1400,7,409,70152,879,31,3709,8435,3,1636,343,3337,339,573,14931,1228,621,501,401,371,3289,2359,1041,1079,7427,9527,1269,3380,409,137,2811,3105,4167,2347,2549,4329,931,2341,296,1812,5615,244,3417,1085,800,79,2630,1794,10,10,16,17,23,304,1056,199,185,6845,686,7196,2294,3528,1718,600,135,87,137,15199,80709,1263,938,11042,256,632,4206,68685,73401,133,-11130,65778,67041,-423,-11099,"MACOMB","MI",26,2
48082,8690,16262,4067,5495,371866,283800,7108,5241,3448,8031,-24,495,97,54743,6863,23249,152,38671,37379,864,8616,35275,9805,9110,552,8952,22837,259218,2949,1108,74,459,18727,1432,65520,1868,3784,915,436,554,26,16148,335,62,656,286,475,61,11,13,384,50471,1297,740,1728,3586,10493,347,71,100,21,23,682,9098,505,4,7,142,34595,1675,0,223,296,626,6,318,44814,422,20,3089,5823,2,1164,245,2031,244,277,11481,909,493,369,303,286,2376,1956,647,562,4288,6160,762,2500,271,82,1932,2226,2643,1734,1357,1699,539,1675,184,928,3601,152,2372,677,456,51,2223,1404,8,7,9,10,14,181,705,100,83,2834,310,2981,1180,2260,1191,355,81,53,27,9903,53802,865,555,6707,189,446,1924,31556,33491,85,-9620,42322,43187,-175,-9600,"MACOMB","MI",26,2
48083,10431,21949,6676,5778,555215,464836,7049,4952,2558,13019,-83,972,711,83053,11354,44008,270,67174,64817,1227,6971,26523,7438,14895,721,13868,33674,388225,4413,1519,125,614,31625,2640,74634,2537,3934,1607,533,779,29,8445,378,89,931,523,836,169,17,17,577,64560,2834,1465,3858,12211,27834,363,77,186,43,59,783,21329,965,11,9,161,44701,3348,0,228,333,1650,7,384,81387,801,32,2851,9651,4,2060,343,3220,373,624,15952,1423,703,512,403,453,3469,2894,782,1169,2912,8263,1462,3335,463,166,2681,3056,3964,2286,2653,4754,980,2307,358,2240,6618,277,3733,1353,944,88,3610,1711,10,9,20,22,28,364,1050,259,178,4044,745,4247,2487,3697,1740,717,176,113,191,22109,96467,1803,961,14048,275,575,4412,91763,98892,166,-11600,80515,82318,-748,-11568,"OAKLAND","MI",26,2
48084,6899,13820,3977,3819,503731,387903,9330,11850,13974,18641,-113,794,1790,70377,10306,46950,757,77017,76795,305,8382,23280,9527,13755,588,11844,23825,404987,2614,822,73,153,40852,3842,53321,3113,9209,1612,348,672,32,7881,222,63,611,677,1005,381,17,14,420,41145,2423,1275,3194,32104,23556,226,45,366,69,108,430,51976,1287,29,6,127,42304,8468,0,93,152,4043,5,265,93023,1761,54,2466,8774,8,1349,345,3036,362,1799,16897,1700,682,456,411,509,4447,2662,1232,2304,7464,11867,2234,3849,566,262,3158,3118,4781,2122,4410,10517,1575,2027,456,4476,5274,434,3996,1731,1648,135,2254,1518,6,6,27,37,54,539,1193,537,440,11056,1839,11537,4809,4297,2056,1009,235,143,292,55611,94584,2084,1045,39287,231,437,3675,189742,197611,199,-2611,77687,79771,-1503,-2557,"OAKLAND","MI",26,2
48085,10667,24587,8184,5600,729698,584307,11414,10046,14534,22080,-254,1274,1941,121612,18367,77985,804,97559,95975,661,12636,40351,14761,22818,924,23351,48239,543763,4889,1679,125,319,48795,4381,69350,4067,8302,2630,533,994,66,10312,311,105,1085,820,1148,404,25,21,724,66955,4597,2324,6031,30547,45774,265,55,370,83,129,575,53743,1578,30,9,169,60992,6071,0,177,236,4191,8,423,130105,1470,59,3144,15933,8,2488,477,4644,529,1433,20940,1850,915,687,498,588,5832,3104,1461,3094,6000,12624,2742,4454,756,326,3733,4037,6590,2810,4834,9255,2122,2713,618,4917,9696,647,5386,2284,1955,167,2926,1688,11,10,39,45,60,680,1436,608,395,8637,2337,9084,6810,6336,2932,1485,330,205,541,61543,125981,2994,1472,43701,356,4350,10927,198915,226956,285,-7224,105041,108035,-1702,-7164,"OAKLAND","MI",26,2
48086,162,441,166,142,39199,39123,18,116,-475,0,0,0,0,1767,25,3625,71,9495,9156,0,1,14,3,164,0,142,170,25811,9,5,0,5,2465,22,1206,29,68,32,9,25,0,1,2,2,18,0,4,29,1,1,21,1148,278,137,161,1709,2074,1,0,16,3,6,0,2781,0,2,0,2,3171,4,0,0,1,59,0,2,4052,20,2,32,23,0,19,6,21,18,90,608,8,5,15,11,3,41,10,7,44,19,337,106,145,30,13,97,101,169,62,161,167,36,57,24,294,1155,12,224,231,92,7,0,5,0,0,2,2,3,27,67,36,23,198,38,205,121,201,35,63,14,9,22,4528,6709,47,101,4104,10,95,461,12185,12602,11,84,6101,6148,-27,86,"OAKLAND","MI",26,2
48088,10794,20927,5469,6640,462005,358817,9406,5249,4161,7449,-348,784,59,66370,8237,28212,81,46561,44390,1034,11057,48088,14369,11179,684,12147,28816,333140,4171,1568,96,584,22722,1640,78470,2159,3887,1162,543,683,42,21516,403,81,840,237,432,58,13,16,499,60660,1811,1012,2456,2589,14943,386,80,97,25,26,789,8754,408,3,9,172,48551,1263,0,282,335,420,7,389,51742,385,21,3639,6925,2,1747,305,2678,307,100,12522,872,501,453,347,267,2567,1781,746,606,4745,6687,890,2768,330,96,2190,2614,3135,2028,1449,2018,583,2021,230,950,4846,174,2777,830,511,58,1791,1636,10,9,12,12,15,216,825,105,66,2107,280,2228,1215,2675,1376,396,103,68,20,11184,59184,786,657,7445,239,554,2488,28161,32149,109,-11931,46662,47447,-120,-11909,"MACOMB","MI",26,2
48089,14317,28878,9914,8853,468515,399267,4810,2376,1600,7491,-275,367,3,56458,6353,19798,31,40566,37405,5324,5297,26522,5879,8468,509,7421,23451,271952,4793,1896,137,2704,16625,1117,106270,1894,1946,909,649,658,15,9951,483,81,891,450,355,41,12,20,466,76229,1103,713,1211,1333,6794,478,109,61,20,17,1272,8207,817,2,12,198,66218,616,0,593,752,326,9,410,38753,347,23,4124,5200,2,2052,323,3072,328,68,18497,966,708,552,434,336,3200,4774,435,418,2074,6388,752,2914,334,78,2024,2535,2869,1949,1147,1950,547,2599,201,684,3945,175,3213,662,431,75,4275,1928,15,14,10,8,13,184,868,72,37,1457,160,1534,1036,2778,1629,344,65,43,-40,3528,50330,313,442,2467,255,1937,1724,14955,19971,76,-16574,31833,32146,-82,-16551,"MACOMB","MI",26,2
48090,382,830,295,235,35450,41254,371,534,16,-17,0,2,3,3725,886,2092,68,6555,3818,59,119,1026,281,1045,12,867,2417,58458,6068,51,4,51,4102,531,2914,130,444,168,18,45,1,155,12,4,32,5,34,58,1,1,21,1969,216,118,310,7044,2039,11,2,37,8,13,21,7226,9,4,0,9,8552,102,0,6,6,233,0,12,6916,77,5,173,728,1,157,31,206,30,156,1500,64,35,32,33,21,311,48,44,176,218,1119,208,328,56,29,257,178,393,110,304,500,116,121,40,572,330,49,340,246,201,16,13,31,0,0,3,5,7,54,78,69,44,377,162,389,455,320,174,105,24,14,28,8343,6110,128,73,6516,16,28,2219,20233,22990,19,-30,4610,4738,-113,-25,"MACOMB","MI",26,2
48091,14413,28196,8927,8968,485150,396120,7271,3324,3803,8989,-183,456,89,61288,7848,23076,34,44878,42574,4786,6905,35660,7928,9090,556,9317,25178,286202,4396,1676,118,2357,18083,1445,106624,2038,2714,1010,646,692,25,12544,503,80,876,528,679,48,13,20,487,74313,1234,768,1400,1574,8156,490,129,73,22,20,1507,8712,942,2,12,207,46108,1526,0,620,592,382,9,447,49674,459,26,4148,6647,2,1613,296,2298,338,76,23738,1429,887,588,491,481,3648,5211,623,520,3589,8281,832,3442,359,86,2579,3093,3293,2436,1318,1948,598,2850,209,825,4218,186,3602,737,476,80,4636,2061,16,14,11,9,14,201,942,85,42,1587,219,1687,1167,3005,1732,372,75,50,-51,7066,73832,823,639,4849,261,3091,1523,15049,20690,84,-17650,50094,50917,-129,-17624,"MACOMB","MI",26,2
48092,12215,23996,6593,7228,517174,401243,11474,6352,5278,11244,-600,824,377,76321,9714,33057,70,52756,50852,2139,10434,47873,13513,11932,820,13642,30472,352116,4426,1584,114,1037,24638,1928,90230,2492,4514,1258,604,768,49,18426,448,87,913,451,660,77,15,18,538,72623,2010,1123,2613,4696,16844,431,101,114,29,33,1064,11464,810,4,10,189,46632,2237,0,351,447,652,8,457,64889,553,26,4199,8210,2,1552,326,2597,349,158,16385,1292,711,520,415,410,3229,3219,851,706,5372,8049,1036,3350,381,112,2602,3118,3649,2415,1753,2867,676,2339,270,1184,5547,200,3290,961,601,68,3644,1856,11,10,14,13,17,250,921,133,79,2354,338,2483,1494,3193,1591,489,117,76,94,10216,80195,1198,731,5416,266,616,3285,37180,42142,120,-14468,63810,65008,-189,-14441,"MACOMB","MI",26,2
48093,12687,23604,5844,7473,572721,401519,17159,10525,16342,7873,-244,1077,121,77650,10899,37810,157,63885,61830,1476,12389,55878,17452,11400,849,13328,27819,356839,4019,1470,118,816,25483,2170,95845,3093,7586,1203,636,836,59,23285,450,93,945,338,647,94,16,19,577,66759,2133,1207,2385,4149,16275,479,102,152,32,37,1002,13182,583,5,11,202,48074,2354,0,304,423,859,8,469,66239,601,30,4308,9370,2,1945,364,3443,369,271,16517,1266,694,543,429,393,3363,2482,1159,921,9076,9428,1181,3575,410,125,3076,3571,4497,2774,2168,2600,810,2459,284,1443,6257,224,3565,1085,697,73,2434,1944,11,10,15,15,20,277,1039,154,113,4355,489,4589,1833,3594,1747,561,127,83,149,11430,79486,1371,929,7072,282,634,4162,56300,60903,130,-13249,62969,64340,-252,-13219,"MACOMB","MI",26,2
48094,7504,16376,4974,4610,572335,393471,14579,7403,23982,15602,-4,688,1007,84984,11440,57356,607,89822,89219,717,9023,34295,10935,15638,794,15440,40108,389248,3063,1122,74,403,37821,4276,57995,3586,6686,1914,376,649,39,8853,213,70,678,715,854,359,17,15,458,48468,2608,1371,2972,24469,23480,206,43,417,65,102,525,44633,1419,25,6,134,43050,9964,0,133,198,6061,5,300,91389,1882,52,2374,9869,7,2027,380,4765,371,1829,14422,1428,675,471,356,450,4458,2641,1027,3071,5526,13383,2209,3662,552,247,3302,2984,6048,2060,5034,9789,2308,2198,430,4311,6446,531,4514,1681,1568,123,2486,1253,6,6,27,34,48,525,1381,475,495,10202,2443,10743,7014,5563,2723,1130,228,140,478,41968,85254,2034,1298,31079,242,417,10714,188326,200457,196,-3993,70832,72866,-937,-3941,"MACOMB","MI",26,2
48095,2034,4607,1372,1246,162897,109213,3422,2583,9429,4511,-75,251,402,26823,4071,17106,218,23656,23594,87,3250,10614,3518,4630,279,5038,12805,114943,804,285,13,59,11251,1645,14590,1071,2183,467,104,201,19,3114,65,21,201,125,209,102,5,4,141,12559,823,426,996,7158,7612,53,10,113,19,30,103,12588,229,7,2,35,12721,1994,0,39,34,1148,2,87,26919,448,15,643,3601,2,405,107,932,108,468,4709,343,172,129,103,112,1028,605,352,739,2199,3360,633,958,165,72,889,881,1513,597,1408,2537,489,609,130,1225,1968,119,1275,525,453,36,471,357,2,2,8,10,14,154,386,142,132,4098,562,4298,1403,1369,584,325,70,43,152,13131,23155,652,341,9957,71,105,2435,53650,56501,60,-753,18446,19098,-344,-738,"MACOMB","MI",26,2
48096,1780,3777,1059,1218,107827,74686,3272,1190,4688,1582,-26,177,2,16715,2318,9343,90,14258,13961,120,1456,7078,2024,2735,144,2522,7156,67362,618,255,5,81,5510,628,12353,543,970,269,90,144,9,2670,59,16,148,34,53,45,3,3,103,10531,499,263,536,1682,3918,59,10,39,9,13,53,5050,61,3,1,26,11887,338,0,36,41,365,1,64,12951,127,7,562,1927,1,346,73,651,69,174,3308,168,102,92,69,53,558,231,146,339,972,1943,323,542,92,36,494,527,955,369,708,469,247,408,62,597,1358,61,729,314,230,19,256,263,2,2,4,5,6,74,217,59,42,1565,232,1646,633,756,331,158,36,23,58,6058,10526,201,247,4371,49,76,1183,20754,22053,33,-1087,7218,7419,-50,-1080,"MACOMB","MI",26,2
48098,11031,25321,8234,6143,1090464,799762,22958,24995,46308,37937,-279,1568,4829,167061,25551,135391,2381,187580,187710,331,15195,39011,15463,32701,1100,30036,55446,779906,4558,851,97,145,88956,8261,94920,7227,21473,4046,494,1269,56,10418,238,105,1064,1731,2284,1251,38,27,730,60442,4238,2217,5123,94845,40976,262,51,1011,202,329,492,166276,3331,95,8,242,88028,22717,0,147,191,13740,9,425,226735,5381,159,4219,21731,24,3294,831,8180,827,5996,46026,3457,1730,958,950,1207,11641,6201,2838,7001,15870,31225,6281,9075,1495,754,7601,6555,12187,4150,13129,38087,4710,4511,1240,14149,10891,1270,10904,4827,4943,402,3684,2768,12,11,73,112,164,1545,3159,1693,1327,32183,5870,33598,15227,11508,5488,2831,640,380,1323,173297,199400,6376,2537,127641,468,835,15122,602896,629330,515,6150,153374,159750,-4134,6309,"OAKLAND","MI",26,2
48099,326,563,149,175,21772,17112,195,252,890,75,0,3,2,3149,383,1910,48,3280,3213,23,362,498,206,590,1,463,1124,16351,107,20,1,13,1633,93,2747,102,186,54,17,27,1,149,12,3,34,11,16,18,1,1,18,1646,71,40,89,1072,582,12,2,13,3,4,20,2090,22,1,0,6,2911,74,0,8,12,117,0,7,2954,44,2,104,337,0,64,12,89,15,71,980,42,27,19,17,15,135,1267,34,92,124,478,89,153,24,10,125,117,208,79,177,242,64,100,17,197,228,18,191,94,68,5,147,41,0,0,1,1,2,21,54,22,16,378,73,402,199,171,87,44,9,6,10,2319,3026,50,49,1656,10,24,229,7606,7941,8,-113,2046,2096,-25,-111,"OAKLAND","MI",26,2
48101,14571,28624,7854,8944,684101,525180,16365,11830,7201,10113,-10,811,382,101676,14429,47439,195,73567,70490,1284,13298,63847,17916,16945,1063,16837,36614,482522,5454,2072,112,640,36046,2350,104382,3738,8542,1738,744,1038,68,24444,519,117,1187,436,725,133,21,23,732,82628,2908,1598,3716,9055,24287,503,107,220,44,53,1078,18105,771,8,12,232,67159,3978,0,347,400,1285,10,532,83046,848,36,4885,12213,3,2725,477,4853,455,468,19066,1352,753,650,485,445,3959,2752,1312,1187,9494,10325,1561,3817,524,170,3363,3744,5075,2892,2795,4451,1034,2889,380,1981,7555,292,4434,1387,935,94,2700,2193,13,12,21,21,27,374,1288,223,182,5423,656,5703,2432,4257,2152,708,180,117,115,26347,80243,1550,1141,18443,348,2459,4521,72382,81356,179,-15948,61177,62727,-230,-15913,"WAYNE","MI",26,2
48111,19493,39383,12166,11153,948457,797666,8048,5922,13118,13999,-93,784,450,139013,18611,64203,304,105881,101467,4181,9232,67741,12827,22148,1064,20716,66774,599559,7206,2714,256,2054,44280,2780,145080,4019,5407,2237,1008,1225,67,15928,718,157,1604,630,1188,201,28,31,976,118872,3952,2168,4573,11682,31985,647,150,241,62,77,1832,28024,1102,13,16,322,88247,4145,0,510,708,1654,13,671,119216,1049,51,5218,15752,5,4762,617,7547,635,546,28101,2076,1156,873,690,665,5603,4319,1257,1626,4468,12741,2143,5456,714,240,4308,5208,6226,4005,3657,5886,1360,3665,533,2893,10815,398,5709,2019,1323,122,3873,2959,15,14,30,30,38,516,1619,330,204,6370,890,6687,3289,5761,2769,1054,255,165,206,35266,137189,2484,1423,21943,474,900,9654,111582,127185,249,-24059,109088,111572,-841,-24007,"WAYNE","MI",26,2
48112,369,637,181,236,20310,14060,99,473,-16,199,-3,0,0,2451,364,1382,6,2466,2261,72,47,1505,407,493,20,421,1096,14234,96,35,2,52,1480,110,2876,85,294,113,19,30,1,298,13,3,38,12,10,13,1,1,17,2064,65,35,124,779,702,14,3,11,2,3,27,1402,22,1,0,6,4045,18,0,15,16,43,0,11,2810,21,1,110,306,0,96,18,152,14,34,494,28,17,17,12,9,87,91,12,23,31,279,65,106,18,8,73,83,142,61,89,147,36,81,13,135,191,13,137,70,54,4,130,42,0,0,1,1,1,15,47,16,12,37,19,38,114,131,67,29,7,4,7,1110,6412,16,65,967,10,21,270,4904,5199,6,-402,5918,5934,-20,-401,"WAYNE","MI",26,2
48120,3348,9249,4242,2588,149019,105055,3790,5020,3289,2562,-16,61,3,17103,4588,9962,123,18271,17655,1831,2160,10910,3657,2640,171,2773,4047,90979,1263,422,19,958,7681,851,25503,1206,3932,308,145,210,13,2969,91,20,230,129,123,69,4,5,126,17217,493,280,543,3388,3895,95,26,87,12,18,274,8317,240,4,3,45,15840,628,0,142,144,534,2,103,17177,244,12,965,3930,1,528,110,1352,104,377,5778,329,211,153,127,109,1019,1427,355,483,3382,3468,505,983,135,52,820,878,1560,627,1128,643,411,772,79,909,1530,93,1226,395,350,33,1276,423,4,3,5,6,9,105,382,93,97,3656,355,3820,1053,1166,591,237,43,26,42,9220,15953,286,418,6759,71,196,2180,33746,36285,39,-3226,10175,10461,-25,-3214,"WAYNE","MI",26,2
48121,738,1853,785,614,46821,42924,730,461,87,384,0,7,3,3264,555,2234,45,7537,6824,287,48,1393,182,1215,529,424,852,46733,948,80,3,147,4922,442,4812,182,419,169,34,67,1,295,21,7,59,28,44,58,2,1,39,3739,347,181,366,3868,2930,23,5,29,8,13,37,6269,54,3,1,12,8093,134,0,29,19,211,1,26,8483,88,6,207,474,1,189,39,293,39,91,2029,92,54,46,42,30,365,368,57,186,226,1420,221,389,62,29,320,256,576,169,388,467,136,202,45,615,662,49,437,328,202,16,310,51,1,1,3,4,6,57,95,61,33,572,154,581,491,396,206,113,25,15,29,6780,6358,121,127,5270,24,56,1930,17905,20304,21,-658,4329,4450,-87,-653,"WAYNE","MI",26,2
48122,4757,9503,3152,3096,161021,133686,1684,868,838,2060,0,102,0,18598,2402,7049,7,14412,13359,1517,1642,12646,2328,2888,155,3002,7445,99659,1638,657,32,739,6156,375,35995,639,664,334,220,232,7,4578,165,28,315,123,140,15,4,7,161,24984,413,260,437,460,2457,166,40,21,7,6,454,2827,217,1,4,68,23312,255,0,176,226,109,3,138,14133,118,8,1390,2006,1,904,107,1033,112,23,5825,366,234,181,147,113,1077,1041,159,148,682,2271,257,1021,112,27,696,898,941,690,393,662,187,831,69,243,1368,59,1018,235,149,24,1025,642,5,4,3,3,4,63,288,25,12,428,55,458,352,928,532,117,24,16,-24,1331,17269,6,153,1048,87,262,564,5611,6545,27,-5907,11443,11449,-46,-5900,"WAYNE","MI",26,2
48123,142,298,109,89,6829,4886,91,94,135,125,0,6,6,926,153,486,5,722,694,58,67,332,82,167,8,161,353,3653,43,2723,305,4551,57109,4711,954,48,83,27,7,9,0,87,4,1,8,3,5,2,0,0,6,707,34,16,79,126,473,1,1,3,0,1,49,8450,5,0,0,1,6016,77,0,23,2,26,0,5,1336,17,0,41,106,0,22,6,51,4,12,122,6,4,5,4,2,33,7,13,16,54,90,18,32,5,2,26,23,45,17,43,80,15,30,4,30,71,3,44,16,11,1,5,13,0,0,0,0,0,4,15,3,4,115,11,119,38,41,22,8,2,1,3,347,1195,20,12,403,3,7,67,997,1063,2,-404,1073,1094,8,-404,"WAYNE","MI",26,2
48124,16648,31978,8570,9967,936519,674893,23483,20526,20745,20873,-12,1180,1273,140566,20829,82581,974,123815,121343,1415,15914,78809,20581,23771,1158,28350,49109,632257,5655,1940,138,775,52897,4512,122075,5921,15680,2403,850,1307,81,22773,568,139,1313,709,1225,362,28,28,899,98882,3992,2151,4975,23117,35758,587,114,461,80,113,1048,47204,1295,25,14,276,75541,9462,0,289,450,4024,11,635,139338,2106,66,5369,18031,7,3405,640,6567,615,1602,25949,2327,1019,871,674,721,6137,4077,2102,2619,13718,17671,2859,5828,817,312,5169,5475,8094,4031,5926,9856,2060,4128,613,4714,10582,529,6603,2361,1890,164,3612,2758,15,14,35,41,57,671,2016,528,498,18962,1848,19891,5631,7122,3281,1425,302,190,323,47206,148857,2487,1984,37373,442,3263,11386,193277,209747,278,-16227,122909,125396,-1431,-16161,"WAYNE","MI",26,2
48125,10285,19889,5716,6351,388979,318811,5066,2835,2209,5149,-105,370,39,53059,6384,20759,19,36868,34745,2096,5906,33719,7372,7960,529,7753,20774,246759,3573,1411,73,1084,16090,974,77908,1607,2188,856,502,575,24,12038,390,68,741,337,473,41,11,15,402,60388,1131,683,1361,1495,7829,369,89,60,19,17,968,7010,605,2,9,160,50909,923,0,287,404,294,6,340,40409,294,18,3272,5345,1,1452,264,2193,261,79,12933,1077,577,408,339,337,2494,2695,452,405,2391,5553,673,2466,270,72,1778,2158,2473,1690,1047,1492,457,1850,172,681,3599,143,2375,634,389,51,3032,1481,10,9,8,8,11,160,687,70,35,1100,162,1163,893,2176,1220,283,69,46,-22,6670,54543,448,468,4997,205,509,1418,15092,17395,77,-12075,41610,42057,-50,-12056,"WAYNE","MI",26,2
48126,16946,42859,18444,13288,706182,409151,22826,69727,90786,20686,-346,453,228,96146,26992,45517,1624,78686,76269,11662,7290,42804,12008,9517,696,12313,24726,306581,5294,1899,66,5426,22245,3066,127914,10058,52158,1044,668,910,36,13235,450,84,1042,1308,941,173,16,23,549,83848,1789,1063,1297,5066,10348,587,148,611,39,49,1122,21635,2566,11,14,204,40576,10451,0,959,636,3569,11,540,78529,2202,43,4167,25351,4,2380,432,6896,420,1622,33444,2325,1354,771,650,723,5019,12998,2702,1773,32333,14872,1833,4881,542,162,3868,4325,6449,3209,5831,5970,2098,4574,319,2659,8048,344,5895,1242,1062,146,15814,2222,23,21,18,20,28,405,2422,265,754,106341,1306,111384,4527,6193,2752,1037,131,83,144,20163,112456,1279,1679,20948,306,1311,14632,103985,117919,126,-18171,79013,80292,-1220,-18128,"WAYNE","MI",26,2
