"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48033,9466,6210,18791,5852,896764,793432,2599,21395,12753,1834,10971,53751,9099,0,51155,13949,3050,7529,23291,11703,16511,795671,17521,957,140,2940,2207,799,162476,160658,5148,155664,6992,22754,4062,433,740,73096,37245,505,67,212,663,968,1342,451,29,373,69200,271075,246072,161074,273527,39741,660,60,1867,776,183,5074,219131,1243,85,1,629,283972,2278,2,323,1285,6574,13,340,182511,2978,129,4626,14672,21,4503,572,6244,594,2424,42314,1656,1059,662,801,581,7243,10070,602,5462,34554,25209,5440,7323,1116,637,5582,4109,13817,3458,9677,7007,3561,10076,601,14258,98244,1092,8140,5723,6890,512,5876,2425,146,144,51,93,143,1125,5217,1494,1139,9985,4764,10125,12823,7386,4431,1919,456,263,1116,214574,-1072,709,178757,229423,5661,6464,180016,155,614,45343,564933,570701,-486,-5573,187109,192770,-2926,-5444,"OAKLAND","MI",26,2
48034,5901,3347,9446,3219,270451,184944,6072,8771,13923,13662,11447,36631,10331,396,80237,6531,422,6153,12748,8976,9096,182978,2949,642,107,2591,2089,423,29336,31002,3714,80060,3154,8627,826,306,353,55056,36075,377,34,182,722,698,111,117,17,219,39714,39734,44060,150773,52805,26178,456,44,343,86,21,3684,29703,1382,8,1,209,39795,7553,4,278,1285,1845,8,222,46055,1950,27,2941,7171,2,4145,238,6909,164,1519,17213,1204,670,264,273,417,2749,10670,246,738,15278,7714,856,2510,229,85,1959,1988,3032,2269,2396,5677,758,3169,153,1483,6391,161,2999,587,845,98,4479,1658,188,186,8,11,17,188,1379,161,201,6325,578,6461,2136,2373,1258,385,65,40,385,36396,-802,10,13810,29963,992,776,11880,38,901,4317,68103,72376,-54,-11000,12750,13742,567,-10973,"OAKLAND","MI",26,2
48035,17019,9270,30104,10229,624806,408935,4476,4027,15625,2320,16475,68726,14838,42,63402,8573,407,11401,21209,21252,10276,385736,6190,2869,168,8649,7250,246,51220,53496,4217,186391,3470,2475,1756,867,818,94539,64454,1133,90,500,1434,1245,67,255,51,630,111243,66254,77845,298389,69481,55575,1308,140,194,62,20,11081,33096,2651,3,2,524,68365,1654,11,975,2496,574,28,539,56560,800,38,5074,8604,2,6166,356,6680,374,286,38014,2810,1493,703,680,875,5384,21221,179,688,6695,12724,993,4930,429,101,3357,4430,4830,4730,1799,3471,849,4579,248,1083,8396,233,4550,887,817,225,11182,3400,162,160,13,11,17,260,1540,108,73,2340,340,2459,1645,4092,2139,517,89,59,1025,53918,-1709,-110,5691,94188,1181,996,2390,83,2006,6293,49122,54628,-41,-32240,56174,57355,-15,-32201,"MACOMB","MI",26,2
48036,10676,6214,17749,5596,441775,303536,6432,6502,8840,2652,17670,50202,13227,1037,55297,8699,413,9841,19259,15492,8269,292725,3474,1499,60,4634,4113,516,47335,48392,2222,120941,3812,4592,1350,543,619,75799,47675,693,60,306,951,992,107,187,33,429,70321,54667,66484,212008,56509,45571,925,80,286,78,23,5598,33863,1787,6,1,357,58271,4542,3,489,1326,916,17,362,52945,1177,34,3897,7327,2,2864,256,3480,266,718,23222,1753,977,441,427,615,4177,9550,189,792,10479,10617,986,3537,328,98,2678,2933,4583,3170,2455,2836,847,3349,188,1563,11586,195,3416,912,929,153,5580,2434,54,53,11,12,17,225,1469,147,144,5206,537,5366,2025,3316,1596,571,87,56,660,44811,-984,-22,12800,54654,1285,1090,10746,64,905,2710,63159,59439,-43,-19413,31432,32717,-352,-19379,"MACOMB","MI",26,2
48037,500,302,748,339,19330,14579,95,101,-817,-12,1212,965,1746,0,1632,424,115,826,1309,1283,2039,30283,357,177,65,335,338,0,7974,8440,375,4581,61,30,90,28,20,1313,2917,48,3,11,25,19,1,7,1,17,3297,3131,2885,17297,4722,3280,63,5,2,1,0,383,4409,48,0,0,10,4126,12,0,20,81,9,1,13,2113,12,1,113,1721,0,298,14,251,10,15,647,62,27,16,14,19,117,1412,2,9,23,275,22,119,9,2,76,94,100,100,31,71,14,55,7,16,152,5,75,21,15,4,202,33,91,88,0,0,1,5,25,1,1,26,2,28,27,91,52,10,2,1,21,3887,-24,1,15,7020,11,12,-15,2,25,24,241,221,-1,-1611,6372,6383,221,-1610,"OAKLAND","MI",26,2
48038,22036,11793,36596,10418,1036048,754617,8897,8059,14331,2907,27681,101658,26179,422,118101,21021,866,20091,43748,38307,17650,720399,7704,3131,222,5740,4685,676,118371,119710,7562,260399,6629,5064,3584,1187,1348,143600,107454,1440,143,673,1775,2294,242,450,63,1021,145366,141614,165941,523619,186113,114337,1977,154,626,216,61,12713,84897,3267,15,3,876,124835,8962,2,748,2772,3425,37,757,132401,3273,79,6793,15370,5,7465,646,9835,573,1312,56011,3915,2194,986,988,1357,9523,22697,289,1861,9632,21035,2173,7381,759,232,5514,6157,8538,6436,4739,14204,1829,7054,516,3256,14440,463,6854,1796,2064,373,10673,5407,200,196,29,29,41,571,3132,369,329,8081,1230,8480,4398,7309,3374,1313,219,139,1461,118611,-2110,-243,31122,111225,2568,1828,25770,157,1745,11358,198181,193414,-102,-39262,55214,57782,-1003,-39183,"MACOMB","MI",26,2
48042,13740,7354,28194,8805,812748,579718,5535,3923,11154,1943,22610,65377,15933,1053,126759,18292,673,18483,39692,49721,14407,562605,7233,3821,244,2490,1794,613,90962,91623,3800,184133,4073,2367,2902,834,943,93987,53320,1021,116,529,1563,2142,228,373,37,847,101427,104172,133160,347240,113900,96785,1389,91,385,187,57,14483,70149,2977,13,1,800,118462,4443,0,373,2015,1860,21,485,109710,1676,65,4462,12490,4,4288,434,5068,422,1169,44355,3597,1693,652,695,1242,7436,25551,177,1400,3681,14622,1760,5717,579,197,4080,4578,6046,4864,3458,6020,1276,5600,393,3026,24917,349,5709,2017,1797,240,11026,4221,291,287,26,25,33,444,2291,319,187,5786,897,6052,3220,5606,2170,1218,208,132,1124,91592,-1792,88,31205,139941,3039,1501,25688,141,1656,13405,172792,149790,-71,-26660,95586,98625,-723,-26595,"MACOMB","MI",26,2
48043,6009,3012,10053,3310,236848,146454,1861,1531,5237,580,7647,21126,6623,0,21723,3451,160,4158,7813,6870,3905,146642,1968,910,93,3223,2790,263,19772,20439,1325,65320,1239,969,773,302,284,29424,25201,409,33,150,355,328,34,90,19,214,40059,25701,31877,104638,33305,20971,453,45,132,26,8,3591,12638,643,1,1,180,24765,449,7,275,1260,592,9,183,19223,341,14,1741,3322,1,2314,132,2641,138,121,11482,774,458,224,212,242,1751,5230,65,321,3918,4083,355,1577,142,36,1092,1346,1626,1429,745,1768,329,1474,89,469,5409,78,1223,353,298,62,2754,1208,135,133,5,4,6,92,805,44,73,2488,192,2585,708,1470,724,194,33,22,357,22466,-396,7,3614,19943,258,372,3324,30,309,2358,19927,23412,-14,-10964,8461,8718,-26,-10949,"MACOMB","MI",26,2
48044,26561,14292,54413,17593,1524424,1124939,8055,5704,22531,2696,26603,94030,22516,813,217724,34559,726,32694,72241,84724,26671,1055980,17338,7191,336,7064,5729,1373,161936,162991,9196,364967,7258,3779,6126,1565,1670,136667,86979,1807,216,970,2863,3713,418,723,74,1562,192261,198439,251592,600807,245379,167016,2797,152,726,407,115,24886,143603,5209,31,3,1439,173045,7811,7,1074,2612,4990,41,872,210860,3943,127,6479,23114,10,11336,834,13309,825,2243,77562,5937,3101,1276,1306,2120,14473,37712,295,2983,6189,28333,3349,11073,1126,395,7775,8889,11000,9167,6146,22252,2391,9098,852,5373,20308,699,9659,2910,3591,489,13240,8084,286,281,50,54,71,905,4141,692,370,10051,2015,10592,6195,10798,4297,2186,410,259,2097,178272,-3087,127,69077,199164,5119,3891,59199,265,2269,28330,352635,343084,-169,-50639,121601,126720,-2842,-50511,"MACOMB","MI",26,2
48045,12881,7406,21291,6273,628635,437839,6612,7550,15231,11217,15180,60583,16802,533,83080,13771,319,15896,30542,27732,10485,434227,4185,1557,103,3955,3223,655,72141,73622,3045,163011,4923,5819,2186,707,820,91131,49985,911,85,441,1511,2024,167,283,37,601,89160,83350,102091,307374,113953,66342,1181,108,441,153,43,7632,57718,2840,12,2,532,74116,5924,3,574,2118,2140,18,458,89560,1859,54,3639,9295,4,3531,362,4541,362,981,40942,3585,1623,567,613,1145,6191,33839,283,1353,13983,15476,1470,5418,475,159,4102,4559,5611,5140,3048,7063,1121,5631,319,2254,8157,286,5955,1117,1472,190,10862,3793,131,129,18,20,29,351,1887,268,226,7665,925,8031,2911,4785,2184,890,147,93,1006,70447,-1696,11,25103,101868,3048,1175,21113,100,1735,7234,126366,116841,-75,-23741,60927,63975,-995,-23688,"MACOMB","MI",26,2
48046,287,133,527,473,8605,6696,52,221,1989,319,0,2670,732,0,2605,1041,0,1039,606,1401,1334,14484,125,183,0,661,560,0,2107,5164,889,2727,33,82,52,13,11,3153,4650,20,1,7,155,21,0,3,1,8,1385,1194,1140,5924,1528,1136,24,2,1,0,0,399,1213,364,0,0,4,780,8,24,36,54,4,0,4,641,6,0,27,868,0,68,3,45,6,8,1044,77,40,12,12,20,84,2865,3,4,610,127,11,63,5,1,36,44,48,46,15,42,8,46,3,7,65,3,55,9,8,3,2302,31,1,1,0,0,0,3,15,1,0,14,1,16,15,52,30,4,1,1,12,1619,-20,0,-41,2431,-14,3,-91,1,33,16,74,91,0,-596,1387,1373,415,-595,"MACOMB","MI",26,2
48047,18668,10223,35408,11235,1032107,727455,6793,6804,15341,6484,31717,73610,18240,2640,137717,22234,784,19199,49721,50106,17165,721727,9872,4669,245,3584,2992,1362,113540,114792,9930,239589,6420,5015,3987,1111,1119,116891,59139,1317,142,611,2359,2696,241,450,52,1023,127938,139549,166066,467904,156073,112650,1973,112,650,203,63,17124,80681,4543,14,2,922,112497,7515,1,537,1904,2615,27,645,131639,2415,78,4458,14942,5,7886,652,11276,532,1053,50282,5102,2369,842,835,1910,9196,42739,298,2119,14752,21233,2158,7498,686,230,5567,6292,8454,6562,4658,6791,1725,6478,446,3333,16548,423,6581,1903,2185,283,18481,5497,230,226,28,29,39,515,2975,350,354,13088,1454,13756,4059,7101,3032,1308,234,150,1527,116425,-2245,224,32171,180944,3397,2213,25760,164,1964,13114,207856,205012,-90,-38616,130662,134060,-1342,-38539,"MACOMB","MI",26,2
48048,3062,1554,6940,2707,139856,98663,344,1055,5955,-90,1876,9348,1417,0,18101,2817,112,4192,6974,7722,2368,88704,1999,999,73,2041,1767,311,13728,14185,1967,37889,509,552,879,165,158,12807,4520,224,18,74,284,252,89,60,9,118,24196,20060,19777,74277,34272,13722,275,24,33,44,11,3370,11926,557,3,0,109,17378,172,1,139,676,323,4,107,14074,161,10,1040,1987,1,1201,70,1043,83,138,6883,456,261,120,128,142,1048,4400,25,148,586,2667,240,1192,104,33,706,767,922,793,415,2020,165,803,75,683,48701,68,840,954,297,41,3306,725,78,77,4,5,7,76,302,58,12,844,83,901,481,776,411,136,31,19,197,15564,-254,40,4532,24810,124,400,4255,20,141,4279,25975,23443,-23,-5867,17927,18051,-67,-5858,"MACOMB","MI",26,2
48050,864,501,1517,448,40189,29459,532,322,2362,26,5150,7531,2150,0,7799,1133,80,1409,2593,3271,673,26057,543,155,71,165,260,32,3761,3918,378,9881,156,123,184,51,51,9947,4317,69,6,26,61,56,9,18,2,41,5352,4905,5516,23221,6681,4333,127,6,10,6,2,486,2582,114,0,0,34,5487,58,0,24,46,56,1,28,3740,43,3,275,562,0,360,22,347,21,32,1741,110,67,34,33,36,303,1004,7,39,174,725,64,289,26,7,189,215,280,225,109,309,46,188,18,104,3635,16,200,112,62,11,521,262,111,108,1,1,1,18,89,9,3,69,19,73,106,224,108,32,7,5,61,3757,-69,22,935,4475,39,79,869,6,59,72,2664,2803,-3,-1249,2734,2773,20,-1247,"MACOMB","MI",26,2
48051,8357,4378,16018,5376,382625,281002,2190,1210,7381,475,16322,23215,5975,0,49933,7585,446,7933,16772,20350,5936,251812,4444,2021,139,2848,2575,280,35043,35196,2042,93361,1942,714,1197,467,464,30563,16057,606,60,299,461,542,59,169,24,420,56760,43494,54323,189524,54076,43860,835,54,136,54,18,6710,23991,813,3,1,361,56192,642,2,355,946,382,14,256,36447,444,26,1776,5179,1,2653,201,2344,210,108,17792,1089,631,360,331,366,3002,5342,68,450,1390,6505,601,2837,266,69,1906,2296,2516,2515,1107,2352,501,2578,169,841,7626,140,2774,725,585,126,2614,1998,135,133,10,8,10,177,932,89,57,2560,209,2643,1041,2576,1159,500,77,50,561,36513,-872,-92,9303,27578,470,556,7827,62,917,5402,53430,43696,-18,-15319,9786,10257,-258,-15294,"MACOMB","MI",26,2
48062,4867,2825,9298,2696,218168,150852,2629,1623,3265,1518,8907,18574,5251,0,28505,4042,234,4418,9104,10488,3548,139756,2108,1137,128,1225,1010,194,18609,18974,1312,56457,1190,881,613,279,254,25759,17596,344,32,152,216,306,27,94,14,231,33779,23291,28641,91382,18432,19964,478,31,70,23,8,3806,11969,382,1,1,209,25236,431,0,143,645,250,7,163,18471,276,14,1156,2865,1,1448,128,1613,117,51,9854,620,344,199,184,204,1658,2637,67,230,3197,4403,331,1686,139,35,1193,1449,1604,1565,689,1482,278,1323,89,415,7462,75,1401,400,295,64,1267,1158,138,136,5,4,5,90,520,37,29,1424,104,1504,572,1430,697,231,38,25,306,18499,-488,-20,3405,19703,281,363,2546,32,455,1891,22163,18754,-11,-8378,9849,10131,146,-8365,"MACOMB","MI",26,2
48065,5123,2955,10248,3073,268941,190364,3703,3180,5028,1672,14026,29350,9298,366,38806,6126,295,6979,13925,13936,4875,180522,3216,1108,33,963,825,261,27921,28251,1834,65871,2089,2314,939,286,320,44902,26507,340,37,185,474,581,109,126,15,272,34482,34864,43684,85648,30855,23775,497,31,176,74,21,4099,26388,865,6,1,235,41514,1844,1,248,566,694,9,185,35910,754,25,1564,4188,2,1416,174,1905,152,532,13580,894,493,249,244,331,2545,3356,120,657,6700,7474,749,2263,227,80,1788,1800,3317,1881,1720,1947,588,2286,134,1431,10937,149,2320,779,807,108,1722,1411,36,35,9,11,14,173,977,138,89,2737,478,2854,1596,2162,965,447,73,46,383,30437,-639,48,14853,35111,866,811,13498,45,563,4301,61920,57166,-38,-8599,21531,22398,-107,-8573,"MACOMB","MI",26,2
48066,23178,12189,40326,13495,792461,560177,4401,3722,9146,-5775,18266,72980,11826,0,81495,11704,489,9770,25393,22151,7914,467572,8235,3904,288,10931,9745,227,58530,60223,4368,235465,4419,2525,2129,1151,1012,99633,57228,1627,110,554,1228,1175,63,306,71,748,147327,80470,89137,455961,120174,76490,1809,185,190,61,19,13695,37865,2186,3,3,633,111517,1429,18,1159,4086,624,35,688,67420,994,43,5212,6674,3,7091,460,7038,494,578,39785,2783,1641,851,797,899,6323,17933,176,649,4611,13962,1165,5751,509,116,3752,4873,5608,5266,2157,3768,956,4423,288,1134,8296,268,4741,982,907,248,8606,3707,301,298,13,12,19,284,1985,111,72,2501,284,2616,1878,4680,2677,571,94,62,1183,61210,-1666,-193,7467,62079,844,929,6006,97,1257,4209,34915,35504,-53,-44782,22295,23139,-340,-44740,"MACOMB","MI",26,2
48067,13854,6726,22094,5649,860022,750039,3944,6478,19051,14222,16018,29203,10131,1605,114985,21902,295,16502,41843,39304,9308,573151,5081,1872,194,1824,1591,727,98323,102879,2952,197267,5665,4667,2938,844,912,43713,29770,1114,109,442,2491,3260,251,354,37,732,95946,103809,126075,458115,107421,100365,1580,118,594,210,56,9571,84176,4814,16,1,608,101753,15620,4,434,1230,5096,16,461,145951,5433,72,3139,8403,5,4151,372,5025,424,2816,51015,5048,2234,611,697,1704,7816,53789,280,1703,7773,18733,2047,6582,566,207,4987,4922,7404,5344,5930,19280,1889,7221,427,3410,17472,372,6305,1646,1855,193,16255,4760,162,160,22,27,38,475,4070,364,366,6669,1290,6871,5161,6159,2804,1076,196,124,1232,111090,-1711,308,27611,169482,4899,1508,22394,128,1560,17236,168359,164806,-103,-25863,118467,123366,-1200,-25791,"OAKLAND","MI",26,2
48068,339,143,510,216,20585,28889,104,912,515,-24,735,2688,2248,0,8696,1279,0,1566,3714,1583,1708,14935,198,21,0,169,148,0,4148,6042,90,3817,51,219,93,22,21,3125,3221,29,3,13,18,22,1,8,1,20,1412,3259,3072,11940,1953,3223,55,1,3,1,1,57,2411,37,0,0,6,2519,11,0,7,23,11,0,4,2231,11,1,61,1206,0,123,6,69,9,16,683,43,22,14,14,15,123,202,3,11,183,215,23,110,10,3,65,72,93,75,35,100,16,65,6,19,216,5,73,29,21,4,221,39,1,0,0,1,0,6,33,2,1,33,4,36,30,91,50,8,4,3,20,2550,-24,-1,69,1604,0,18,56,3,46,19,359,381,-1,-694,920,920,437,-693,"OAKLAND","MI",26,2
