"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48034,6351,4119,11691,4130,324824,216427,11234,13133,10108,11639,9542,39609,13117,503,74409,9106,316,9480,19547,14413,10659,196841,2724,840,167,3144,1246,606,35874,38298,3976,87688,4206,10442,998,342,398,53971,36902,352,43,281,771,722,217,103,15,240,42229,53517,57000,155574,53434,29616,422,48,597,61,28,3818,27778,1472,8,1,213,35392,13008,9,274,1325,2145,4,258,46358,2728,34,3424,9238,3,3618,253,5997,188,2398,19426,1393,744,292,304,473,3146,12990,146,921,31745,9186,1013,2809,256,96,2285,2267,3295,2539,3342,8239,1027,3774,179,1722,8701,181,3316,684,799,132,4790,1874,230,227,9,12,19,219,2097,176,408,20063,739,20385,2646,2872,1431,490,76,46,436,39690,-870,1,14030,36864,948,911,8222,131,1046,8501,79154,89567,70,-12183,17438,18386,-101,-12149,"OAKLAND","MI",26,2
48035,16474,10413,33548,11536,640840,493552,10606,4596,15354,1957,13639,69008,18456,87,89651,12593,510,15848,30442,34314,10771,352651,6649,3552,286,8042,3267,208,51792,55303,4068,185464,3787,3618,2126,873,850,92440,68445,985,104,697,1416,1449,179,209,38,606,108647,80556,83115,316471,73458,60584,1096,143,170,48,29,10650,32360,2669,4,3,510,76328,2634,14,793,2536,487,11,588,61931,953,47,6022,9649,2,6137,407,7001,394,308,40585,3278,1579,683,680,991,5580,29368,91,738,8470,14535,1090,5410,445,114,3840,4822,4777,5325,1959,3668,854,4535,268,1279,11300,239,4876,1052,856,283,14406,3550,272,271,14,13,18,273,1609,128,79,2605,371,2722,1760,4314,2249,563,106,70,1112,52571,-1653,-202,11592,105804,1892,1043,3926,305,2026,5865,49794,59374,114,-31465,65218,67110,-677,-31418,"MACOMB","MI",26,2
48036,10462,6867,20203,6347,469360,340921,14894,8122,11020,2251,14085,55248,17709,515,71686,11530,470,13252,26412,23292,9032,278128,3566,1735,107,4654,1921,619,49825,52270,3199,124588,4184,6172,1553,553,630,77181,56185,589,69,444,879,900,264,155,25,418,68152,71775,74912,217557,59712,47361,752,78,307,63,35,5140,35038,1644,8,2,340,61540,4207,5,446,1420,893,7,396,55351,1338,45,4455,8425,3,3095,301,4013,286,962,25494,1808,989,457,450,618,4414,10597,96,983,15925,13035,1192,4001,365,120,3158,3286,4981,3571,3019,3056,1007,3953,211,2060,18682,227,4022,1160,1028,212,6208,2587,92,91,13,15,21,260,1859,189,197,7995,702,8189,2512,3728,1779,663,105,67,708,46850,-1082,-67,19036,54070,1196,1239,12516,208,1112,5976,78350,87513,100,-18957,28575,29772,-828,-18912,"MACOMB","MI",26,2
48037,515,334,911,395,20960,16708,154,87,50,-23,303,1420,855,0,3272,530,43,787,1416,1134,1209,16891,234,107,36,339,143,0,3528,3781,176,5287,73,50,100,29,23,1847,1479,39,3,22,31,23,3,6,1,19,3167,3425,3124,13922,3272,3466,58,4,3,1,1,246,1979,61,0,0,11,4028,18,0,24,64,10,0,12,2109,17,1,158,1087,0,332,13,284,12,11,808,69,31,19,17,21,139,1311,1,11,23,342,27,146,11,3,94,113,108,124,38,90,18,76,8,22,209,6,98,27,19,7,320,43,41,40,0,0,0,6,34,2,1,31,3,33,33,117,59,12,2,2,25,2561,-28,-3,1,6537,16,19,-114,9,43,25,265,336,3,-1524,5729,5746,32,-1523,"OAKLAND","MI",26,2
48038,21277,13118,40803,11936,1043855,806151,22361,10478,19166,2436,23926,111081,33448,890,160078,26416,1025,29145,59446,58091,18892,632024,7698,3704,307,5232,2074,700,111082,116182,7982,262046,7072,7618,3992,1199,1371,151743,112992,1238,159,944,1984,2260,466,350,52,959,140770,166093,168082,523194,173527,117828,1630,149,552,143,79,11622,77685,3704,16,4,799,120364,11405,3,658,2641,2613,15,805,133406,3495,95,8323,17579,6,7450,679,9851,604,1429,58235,4316,2298,951,971,1493,9991,28915,147,1892,14596,23868,2301,8029,767,248,6135,6691,8204,7093,4875,14731,1789,6974,544,3381,15561,457,7191,1922,1980,430,14482,5906,252,248,30,31,43,574,3272,387,349,9628,1249,10075,4458,7769,3463,1295,241,154,1510,108290,-2155,-110,34819,127371,2813,1749,21595,449,1907,16185,179277,203461,229,-39529,69136,71949,-2315,-39434,"MACOMB","MI",26,2
48042,12312,7792,29433,9455,775772,621596,12431,4743,14133,1650,15685,66720,19817,759,151863,22944,669,23487,49869,67072,14607,463875,7297,4313,263,1948,691,492,80522,84138,4240,176189,4033,3585,3204,802,927,89789,53358,841,124,681,1453,1847,406,264,32,757,93890,126222,126151,329792,99548,92762,1167,82,310,111,69,12145,60467,2797,13,2,655,115776,4723,1,304,1204,1331,8,488,100751,1708,74,4617,13401,4,4407,450,5360,422,1085,42317,3342,1555,590,635,1128,7014,27439,80,1367,5428,15659,1765,5711,551,198,4249,4586,5646,4927,3443,5778,1203,5022,385,3011,28204,325,5402,2065,1635,251,12632,4285,210,208,25,25,32,424,2287,310,191,4991,870,5192,3105,5570,2095,1092,215,138,1112,80557,-1635,-27,34024,120059,2551,1623,22547,311,1527,15276,143396,161685,198,-25608,77742,80293,-1416,-25535,"MACOMB","MI",26,2
48043,6339,3947,12451,4163,252975,183107,3852,1823,5795,1184,5045,25111,7152,0,32926,4953,181,5900,11525,11938,4404,139766,2153,1123,99,3502,1454,152,21364,22766,1471,70851,1404,1442,948,325,317,32715,23687,360,38,252,420,376,92,78,14,222,40567,33251,35408,109299,32180,22093,405,49,119,21,12,3236,13032,775,2,1,180,27640,643,10,292,1095,433,4,217,21090,395,19,2256,3952,1,2506,157,2964,152,196,13599,926,519,259,246,283,2011,6831,33,368,4944,5104,417,1992,171,44,1369,1674,1724,1820,840,1916,382,1933,104,605,8484,97,1713,455,341,109,3900,1307,119,117,6,5,7,111,916,58,72,2264,221,2340,855,1750,881,216,40,26,393,22335,-536,-56,4615,27570,331,385,2579,114,575,2839,21702,25209,41,-11231,13971,14302,-263,-11213,"MACOMB","MI",26,2
48044,23824,14744,57022,19434,1445384,1219313,18545,6982,27468,2226,21381,96742,26071,1371,268512,42877,866,42343,91113,118440,26526,861328,15376,8305,550,5687,2222,1076,145171,151889,8920,341329,7280,5614,6425,1509,1637,138859,75535,1516,227,1255,2972,3408,699,508,61,1401,178501,233342,232382,576878,214780,164421,2223,135,589,230,133,23943,117893,5554,26,3,1209,162082,10410,6,756,2375,3352,15,897,198814,4136,139,7200,24359,9,10050,820,12114,811,1939,77448,6378,3173,1149,1211,2323,14105,47055,136,2646,9187,29866,3229,11117,1050,377,8070,8871,9877,9274,5962,19971,2165,8120,822,5001,22091,621,8965,2981,3044,496,19973,8363,407,400,49,50,63,836,4045,622,371,9875,1716,10380,5709,10642,4024,2000,409,260,2077,152313,-2773,138,65075,221077,4762,2865,44195,590,2049,33634,287818,333243,374,-51426,143629,148391,-3943,-51287,"MACOMB","MI",26,2
48045,12370,8198,23759,7021,655932,502561,14642,9611,18355,6486,13955,63589,19723,634,110439,18228,501,19517,40155,42118,10928,401915,4164,1901,148,3605,1436,910,74302,78258,4251,163953,5323,7440,2492,707,840,93299,52515,763,95,598,1596,1939,372,225,31,574,85278,107964,111108,304124,114347,68502,979,102,468,116,60,6888,57938,3043,15,2,492,77088,8049,5,494,1645,2138,8,490,94219,2375,68,4451,10275,5,3959,424,5473,387,1431,41960,3624,1649,584,633,1158,6755,35371,143,1572,19904,17362,1708,5773,519,187,4493,4833,5562,5365,3641,9232,1303,5796,364,2738,10390,329,6115,1295,1546,263,12752,4084,145,143,21,24,34,405,2342,329,313,11401,1130,11881,3503,5339,2371,966,173,108,1015,71469,-1712,37,32593,105602,2732,1248,20866,274,1932,10026,142680,159476,159,-23207,63642,66374,-1846,-23139,"MACOMB","MI",26,2
48046,280,174,595,363,9227,7364,47,57,742,56,0,1110,846,0,1604,395,0,424,478,723,426,6316,74,64,0,400,153,0,1055,1752,242,2722,32,36,38,13,10,1246,2630,16,1,12,84,19,1,3,1,9,1382,1407,1304,5041,1101,1333,25,2,1,0,0,122,600,190,0,0,4,840,11,6,26,27,5,0,4,638,7,1,26,329,0,85,2,49,6,19,929,67,33,12,12,17,87,1533,1,5,149,136,12,71,6,1,39,48,47,53,17,49,10,57,3,9,85,3,67,11,8,5,1276,30,1,1,0,0,0,3,18,1,0,14,1,16,17,57,31,6,1,1,12,972,-21,-1,-10,1824,13,5,-121,4,43,14,69,122,1,-498,895,908,67,-498,"MACOMB","MI",26,2
48047,17835,11332,39450,13020,1028628,823789,15931,8210,19541,5410,18460,82215,21232,1728,186114,29558,893,31238,68129,76449,17576,618154,10038,5585,379,3730,1489,1189,106018,111205,7845,243731,6456,6842,4340,1102,1148,124092,60546,1139,159,870,2109,2279,488,340,45,953,125961,163066,167824,452039,140418,113076,1623,107,550,136,82,16050,74503,4031,16,3,824,123930,7347,2,509,1935,2022,11,688,128660,2575,93,5630,16075,5,7936,698,11445,562,1480,51932,4759,2240,829,837,1739,9287,36952,139,2129,19369,23524,2307,7980,709,250,6046,6659,8100,7063,4884,7016,1751,6644,469,3678,20997,434,7048,2149,2137,343,16245,5699,307,304,30,32,41,533,3265,382,362,15106,1444,15775,4275,7512,3144,1348,258,166,1563,106390,-2273,60,39937,169392,3099,2224,25390,418,2025,20712,194800,223035,245,-39481,117459,120558,-2228,-39388,"MACOMB","MI",26,2
48048,3007,1840,7383,2766,129933,108342,815,497,3024,-13,1502,9690,1996,0,21337,2936,90,3794,7089,9918,1929,69818,1766,1036,70,1819,743,92,10181,10868,771,37158,510,387,614,167,158,12398,6140,199,20,121,220,196,77,43,7,117,21942,17496,16572,75538,24248,14630,240,23,23,15,8,2325,7284,420,1,1,101,18189,228,2,132,495,129,2,104,11577,153,9,1057,1747,1,1328,71,1130,78,76,6568,454,250,122,122,141,1012,3913,10,107,473,2432,209,1055,90,25,653,781,786,842,340,1129,145,747,61,391,34140,51,831,595,191,49,2489,673,55,55,3,3,5,58,281,33,10,471,48,501,340,763,391,121,25,16,189,11051,-281,-35,2867,16335,154,246,1886,59,234,2968,13769,15405,26,-5974,9767,9921,-182,-5965,"MACOMB","MI",26,2
48050,809,526,1700,491,41869,33291,825,246,1126,20,1518,5055,1609,0,7506,1167,35,1237,2582,3265,691,24441,380,164,25,173,83,40,4092,4307,210,10294,161,155,212,49,51,6503,2915,54,6,39,51,53,28,14,2,39,5365,6375,6278,21383,5465,4385,108,6,8,5,3,359,2945,94,1,0,30,5688,67,0,24,43,60,1,25,3938,51,4,222,625,0,361,19,310,23,50,1785,107,63,34,34,35,308,949,3,49,230,841,75,337,30,9,217,229,281,238,133,393,52,232,21,158,8191,18,242,181,74,16,488,229,29,28,1,1,2,21,107,14,4,68,29,72,135,255,116,38,10,6,64,3971,-70,1,1517,4436,48,87,1206,18,70,125,4295,4599,9,-1152,2650,2699,-39,-1148,"MACOMB","MI",26,2
48051,7659,4703,17063,5904,370955,313965,3754,1082,6155,389,6153,25785,6497,0,64504,9786,293,10457,21790,28809,6078,211355,4175,2348,166,2637,1112,145,32575,34106,1875,92097,1760,969,1396,449,442,31982,16935,503,63,378,438,479,136,125,19,372,53665,53355,53107,188755,53393,42594,655,50,100,36,23,5747,22300,789,3,1,308,57311,732,3,288,904,341,5,261,35548,468,30,2124,5521,1,2929,214,2772,213,173,17592,1080,606,330,315,353,2868,6338,29,464,1685,6745,630,2821,256,73,1921,2275,2291,2470,1114,2297,470,2292,170,932,10168,137,2510,800,584,140,3682,1946,125,125,10,9,11,174,917,97,56,1756,231,1827,1059,2495,1102,433,82,54,559,33614,-806,-129,12655,29710,511,478,9301,164,792,6345,42868,50461,81,-14181,12118,12629,-529,-14151,"MACOMB","MI",26,2
48062,4444,2969,9817,2981,212694,166969,4428,1362,3126,956,5081,20917,5746,0,36825,5351,237,6063,12313,15259,3626,119475,2194,1313,77,1012,418,134,17932,18915,1176,56083,1148,1090,739,262,243,27613,17994,281,34,211,214,279,82,72,11,208,31019,28011,29043,85571,19243,19628,390,29,60,19,12,3163,11882,384,2,1,183,26074,499,1,132,517,246,3,164,18697,305,17,1498,3106,1,1566,134,1812,120,91,9914,619,335,187,178,199,1611,3256,29,269,3202,4743,368,1758,143,40,1265,1475,1520,1611,762,1646,286,1360,96,560,13477,79,1443,525,327,77,1781,1117,59,59,5,5,6,97,562,49,34,1284,138,1351,664,1466,691,236,44,29,311,17883,-466,-32,5804,20087,276,361,3854,94,435,2962,22220,26068,45,-7565,10174,10450,-64,-7548,"MACOMB","MI",26,2
48065,4987,3221,11230,3527,287707,220737,7907,3593,5948,1393,6754,28918,9670,240,53181,8445,295,9389,19088,20800,5452,172722,2531,1191,48,1152,471,401,31244,32727,2503,67825,2232,2899,1084,285,329,40048,23706,289,41,250,458,516,247,101,13,257,33379,47374,49693,82165,32574,24884,407,30,188,58,31,3374,27852,850,8,1,214,45505,1965,1,192,532,693,4,191,37895,869,34,1892,5028,2,1500,189,2092,169,825,14959,942,515,251,255,338,2717,4459,56,799,8175,8868,906,2523,250,98,2060,1930,3465,2002,2180,2085,703,2561,148,1862,17976,172,2550,1004,876,136,2554,1528,40,40,11,13,18,198,1275,175,127,3610,612,3720,1995,2424,1066,503,88,55,406,31914,-619,34,20948,36398,895,900,16438,119,570,4466,72142,78941,78,-8528,21439,22335,-493,-8494,"MACOMB","MI",26,2
48066,22608,13986,45218,15267,795655,637241,10521,4017,12420,-399,14024,75896,16373,0,98343,14179,577,15580,32364,38190,9349,425073,8732,4765,381,10800,4519,133,59104,62706,3872,235937,4479,3269,2491,1159,1044,99577,82696,1365,127,844,1330,1238,165,255,51,733,144814,93902,95047,463025,119602,79617,1510,183,155,45,26,12387,34503,2428,3,4,609,100929,2037,21,1050,3891,448,16,766,67079,1054,52,7060,8423,3,7896,509,7898,508,283,43198,3082,1734,881,835,961,6661,21886,89,668,6010,15943,1214,6385,537,125,4265,5522,5469,6133,1986,4025,934,4846,313,1186,9514,281,5476,1097,893,359,12021,4010,379,376,15,14,20,302,1757,117,62,2389,271,2511,1803,5022,2840,597,106,70,1264,58822,-1875,-347,9256,70790,967,956,2264,395,1990,4158,33502,40626,122,-42546,27592,28558,-879,-42495,"MACOMB","MI",26,2
48067,13408,7083,22904,5576,765258,679747,8457,6795,23950,4704,10399,33388,11236,1644,120226,22464,342,19359,44558,47932,10330,496520,5036,1991,228,1666,664,846,93671,100650,4329,177082,4250,5254,2982,836,931,48186,31890,965,115,635,2717,3168,445,269,34,674,93410,132064,131357,430017,114759,95198,1316,116,383,134,69,7744,73819,5319,18,2,546,82293,11289,4,417,1230,2061,8,488,124835,3177,81,3886,9800,5,4421,380,4856,443,1312,54141,5432,2400,636,737,1867,8477,61899,133,1486,9923,19368,1920,6905,583,218,5136,5211,6272,5726,3914,14561,1301,5542,458,3238,17953,368,5890,1781,1703,252,23532,5013,164,161,24,29,40,463,2367,367,243,6120,1073,6316,3813,5589,2551,1030,208,131,1268,86137,-1756,31,37627,179300,4198,1252,24483,319,1725,12990,145097,162379,194,-27175,125159,129357,-1996,-27093,"OAKLAND","MI",26,2
48068,301,147,454,181,13542,13775,157,239,366,-26,184,1147,711,0,3804,510,0,608,1353,846,544,8740,105,17,0,91,40,0,1845,2224,71,3115,45,115,66,17,18,1376,1011,19,2,16,22,16,2,4,1,13,1269,2540,2301,9687,2050,2168,41,2,2,1,1,45,1055,43,0,0,6,1527,15,0,10,27,7,0,4,1238,11,1,62,456,0,95,4,58,7,27,628,40,23,13,12,14,101,332,1,8,77,202,17,93,8,2,57,62,71,65,27,75,13,63,5,15,183,4,68,21,13,5,259,36,1,1,0,0,0,5,25,1,1,22,3,23,24,76,36,8,2,1,18,1479,-30,3,112,1543,10,14,24,6,49,21,232,308,2,-489,915,925,49,-489,"OAKLAND","MI",26,2
48069,1409,871,2761,837,130285,99747,2212,2164,9198,1150,2868,6574,2788,1466,24233,4828,39,4967,10138,9081,2820,89410,547,192,38,57,27,465,19428,20660,1138,28657,750,1405,477,92,122,9070,7480,86,14,71,687,528,139,47,4,94,10734,27192,28740,26728,17471,10412,176,8,133,40,19,944,17369,1406,6,0,87,10522,3608,0,27,65,955,1,45,20460,992,19,489,2471,2,399,55,534,71,622,7789,602,317,90,110,237,1696,6054,31,476,3856,3912,471,1118,119,54,894,747,1333,694,1069,9139,361,1138,114,1022,5227,93,900,398,437,51,1217,1078,37,36,6,8,11,117,649,117,101,2724,395,2836,1165,1170,452,271,49,30,132,18666,-217,84,11063,25407,556,547,8398,45,209,2956,51013,55767,41,-1193,17619,18175,-348,-1175,"OAKLAND","MI",26,2
