"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48174,13960,28199,10259,8580,575798,476592,6276,2340,3096,6111,-7,469,52,96808,12546,30315,144,55307,52482,5354,7148,45172,11445,13347,541,16110,41483,354630,5791,1998,153,2597,24165,1713,107991,2357,1898,1658,696,684,2,17,653,83,856,38,440,58,64,41,523,83791,1136,785,1056,5973,9478,419,89,138,59,30,124,5783,32,3,7,200,72416,1048,0,495,46,732,8,419,60163,404,44,3408,10594,2,3449,369,3667,353,250,4927,390,193,558,425,126,3210,254,1524,624,2077,6917,960,3184,378,102,2237,2930,3158,2853,1592,2116,677,2601,250,1016,5290,198,3387,887,614,93,4,1860,15,14,13,12,16,238,973,110,86,2762,277,2901,1382,3235,1735,488,104,68,-16,10946,65926,891,824,7287,274,1891,4832,41345,48467,110,-19910,60999,61889,-155,-19866,"WAYNE","MI",26,2
48178,13175,27553,8961,7382,897196,701321,18631,11941,25518,23668,-137,1198,1665,168463,16106,60210,1137,112271,111370,1016,16784,56777,20282,27336,776,29987,81461,637468,5634,2008,190,446,56875,4992,95513,4932,8788,3295,742,1049,4,9,572,114,1055,767,1122,354,116,45,752,86587,2141,1298,1954,59351,24188,347,67,468,163,134,2270,61975,1537,27,7,210,100196,6980,0,235,57,5784,8,468,147537,1796,138,3334,14105,8,4084,495,5402,542,2033,12022,964,530,722,541,323,6225,7635,5367,2997,8245,12731,2541,4669,730,301,3725,4265,6590,3851,4558,10712,2053,2958,599,4363,10673,624,5173,2250,2221,213,291,2568,49,47,36,41,55,636,1481,541,363,8604,2214,9043,6591,6506,3195,1444,309,193,459,62205,131231,3421,1647,50688,371,797,12256,233411,250673,271,-10748,119209,122630,-2553,-10609,"OAKLAND","MI",26,2
48180,29713,57126,18846,18920,1118461,892898,18223,7269,8174,16144,-1,1251,37,156883,18423,52607,212,102374,97697,10828,16954,97616,30052,22390,958,27020,65933,695994,9770,3650,204,5052,46051,3285,231099,4766,5192,2760,1419,1469,3,19,1319,159,1785,61,716,105,124,86,1019,166928,2178,1568,1899,7179,15651,849,196,220,110,52,78,9979,43,5,15,416,151727,1683,0,1278,126,1009,18,870,105670,669,93,7479,15813,4,5666,669,5897,708,389,11308,571,362,1138,883,193,6530,232,3447,1152,6944,14680,1833,6639,745,193,4548,5935,6441,5775,2945,3854,1333,5088,464,1899,10241,397,6608,1698,1163,199,3,4074,31,29,24,22,30,447,1926,194,114,4352,489,4581,2557,6271,3464,885,183,121,29,21578,110642,1376,1557,16793,553,1698,6642,66717,75656,200,-36713,99334,100710,-623,-36620,"WAYNE","MI",26,2
48183,21078,40352,12356,13224,1095395,854178,23259,13751,14092,16328,-18,1620,603,177441,20605,67700,493,117354,114264,3059,24068,102124,32835,27431,1144,34208,70063,739702,7761,2906,170,1562,56168,4054,147302,5659,9341,3437,1153,1440,6,12,965,159,1475,167,800,190,136,67,1021,130364,2597,1663,2449,26595,27041,653,117,354,141,91,159,26764,272,12,11,311,121892,3932,0,564,56,1763,12,717,143495,1052,99,5168,18163,5,4939,618,5938,657,722,9005,657,334,926,641,228,5201,3276,5346,1690,10340,13040,2250,5237,766,253,4205,5273,6837,4912,3855,5429,1369,3626,576,2876,12097,414,5664,2168,1659,185,100,3231,23,22,33,31,39,556,1734,342,213,7031,899,7380,3294,6246,2982,1135,282,183,266,41913,126172,2877,1879,26204,496,3870,13362,124104,145475,272,-25347,117167,120043,-1817,-25248,"WAYNE","MI",26,2
48184,8332,15935,5298,4928,313615,253443,4217,2486,2615,4152,-85,367,3,44244,5476,14429,37,28585,27321,2963,5043,27356,8639,6216,271,7504,19270,197934,2728,1035,65,1321,13087,932,63099,1418,1728,782,401,434,1,4,375,46,487,17,185,31,35,24,289,46402,622,447,530,2592,4428,238,53,61,32,15,15,3100,12,2,4,117,48117,402,0,261,33,220,5,240,29262,179,26,2039,4771,1,1569,193,1509,201,70,3272,177,104,328,258,58,1902,44,1086,321,1983,4002,519,1792,212,56,1238,1598,1832,1545,815,1132,359,1417,133,539,2851,112,1699,491,337,56,1,1156,8,8,7,6,9,127,519,56,28,1148,126,1207,701,1713,955,250,53,35,-53,7381,33598,236,431,6060,156,474,2393,16869,19730,57,-9842,30326,30563,-217,-9816,"WAYNE","MI",26,2
48185,24215,42524,12257,14329,951827,759827,19464,9042,10882,13129,-1097,1195,214,134643,15537,44257,125,90717,87661,5801,18042,87642,28019,19569,888,22435,58728,617449,7787,2644,207,2758,41703,3207,176834,4426,5977,2545,1197,1294,3,29,1152,136,1392,46,728,94,108,71,877,136898,2024,1461,1868,5311,16110,721,160,199,97,47,72,8776,30,4,13,340,124367,2029,0,878,68,691,14,805,105807,661,69,6355,13410,3,3965,561,4088,604,231,7967,518,286,953,720,166,5361,2,3823,975,9617,13368,1559,5731,638,167,4241,5359,5636,5254,2492,3684,1032,4525,419,1565,8810,326,5764,1519,1005,155,1,3370,24,23,21,19,25,383,1605,172,92,3423,391,3617,2123,5448,2890,746,167,110,-25,15360,145041,1778,1347,10348,467,4118,5759,60891,78673,179,-31365,137074,138852,-1071,-31296,"WAYNE","MI",26,2
48186,16707,32361,10677,9982,656753,543943,7958,3144,5092,8605,0,566,2,103216,11348,32819,34,58950,55910,4807,9491,50273,14875,14545,558,16531,47943,406878,6080,2266,158,2211,26574,1715,126727,2569,2247,1762,829,860,2,8,798,99,963,30,339,48,74,49,603,95727,1304,925,1152,2914,9648,517,103,106,65,29,29,3806,20,2,8,236,108514,678,0,664,42,401,10,486,57502,329,48,4323,9628,2,3530,401,3277,408,92,5693,307,186,640,466,102,3480,65,1630,608,3192,7361,1012,3311,424,110,2376,3051,3455,2957,1542,2271,669,2765,270,947,5786,219,3630,967,628,105,1,2417,16,15,13,13,16,250,1060,100,48,1711,214,1807,1298,3402,1945,445,110,74,-34,15261,46363,406,737,12398,322,3134,3389,23652,30904,122,-19280,40670,41075,-158,-19231,"WAYNE","MI",26,2
48187,22704,47146,16437,11506,1442415,1178874,27584,18775,22898,27455,-380,2258,1842,239505,29226,86721,1416,176126,171739,2850,21980,84664,27811,41853,1007,42213,107731,1023613,11026,3506,335,1267,87617,7030,160323,7832,14052,5319,1280,1694,7,18,1005,194,1816,723,1627,454,183,76,1255,148017,3536,2163,3290,76948,39931,648,110,694,236,184,4936,76707,1388,33,12,339,162500,7441,0,453,119,7022,13,762,223274,2183,176,4668,25884,10,6521,763,8096,859,2305,13898,1499,679,1186,829,464,8764,6695,8225,4047,11811,18891,3669,7640,1104,430,5732,7162,9947,6469,6344,11944,2924,5254,879,5804,16735,907,7844,3298,3091,304,231,3873,88,84,54,57,74,922,2318,723,509,12401,2866,13049,9106,10062,4854,2143,457,289,390,77668,199162,4123,2612,62350,609,1713,20364,311652,340241,412,-23838,185265,189388,-3960,-23661,"WAYNE","MI",26,2
48188,17725,38426,13659,9149,1228470,1058818,16477,9918,14898,23009,-241,1663,1653,225601,25862,81505,1109,149714,146985,2306,16899,61312,17697,37320,771,40401,104699,860100,9139,2868,333,1068,73600,5518,119130,5548,7414,4901,1066,1441,5,6,855,168,1479,716,1263,393,161,62,1091,122755,3152,1885,2982,67714,36842,536,82,466,207,162,2796,67474,1418,29,10,273,152476,4414,0,288,71,5123,10,621,192182,1466,150,3829,22623,9,5540,631,5492,735,1856,12674,1084,577,955,669,343,7447,6413,5514,3363,5727,13592,3086,5703,930,374,4316,5488,7756,4888,5040,10121,2239,3355,784,4933,14611,776,5879,2931,2647,247,243,3138,77,74,48,50,64,783,1719,631,340,8417,2342,8885,7285,8015,3791,1840,412,260,445,73451,168875,3778,2650,60939,514,898,23339,252192,288651,367,-17812,156202,159980,-3406,-17663,"WAYNE","MI",26,2
48192,13490,24598,6998,8479,565098,447391,11580,6822,6981,8457,0,621,131,87901,8430,29281,189,56210,54347,2422,10169,50086,14756,12845,460,15041,34165,375983,4506,1630,86,1138,26454,1998,103614,2747,4606,1577,673,765,2,12,606,80,858,60,498,70,66,40,520,75848,1195,827,1072,8201,10075,418,88,154,64,35,59,9121,86,4,7,198,60609,2053,0,444,61,737,8,407,66145,515,50,3505,7418,2,2632,315,2976,349,254,5217,314,183,548,426,108,3292,1073,2590,713,5634,8028,1035,3495,390,112,2513,3150,3494,3045,1700,2452,707,2332,262,1165,5471,212,3121,932,701,103,26,1983,15,14,14,13,18,255,985,132,83,3088,351,3248,1491,3226,1706,484,113,74,25,14873,71283,1412,909,9917,272,711,4291,46818,52345,117,-16729,66066,67478,-776,-16678,"WAYNE","MI",26,2
48193,7398,14011,4333,4575,357686,267372,9754,5864,7048,7168,0,515,2,52542,6600,19868,326,39422,38556,1545,7500,33173,12010,8003,426,9858,19721,240555,2563,889,53,724,18644,1778,53371,2050,4016,976,375,490,2,6,322,50,498,24,181,87,43,23,319,42797,798,528,669,9481,7135,207,42,124,48,34,43,12956,29,6,4,103,57319,677,0,228,13,672,4,236,39714,292,40,1954,5736,2,1399,218,1682,222,399,3813,194,113,310,226,68,1810,621,1760,702,4152,4912,813,1817,263,92,1404,1785,2449,1640,1441,1196,556,1390,173,1238,3948,157,2160,783,665,74,6,1122,8,8,11,11,15,193,637,137,85,3348,427,3497,1314,2182,1070,419,92,59,58,21093,28796,610,686,17496,164,3421,3468,50965,56227,87,-6615,24983,25593,-583,-6575,"WAYNE","MI",26,2
48195,15396,28163,8003,9643,652807,515185,14872,6424,6832,8096,-479,811,138,92237,10309,33033,162,64568,62137,2518,11700,59314,18973,14004,626,17222,37968,425642,5347,1911,110,1171,29321,2043,114021,3125,4389,1814,783,860,2,13,690,94,927,45,379,74,76,46,603,88291,1370,954,1220,6642,11340,478,95,164,71,37,36,8344,56,4,8,224,72721,1883,0,501,40,747,9,484,72894,583,54,3998,9025,2,3111,373,3526,401,263,5480,314,184,615,437,105,3420,656,2625,773,5435,8576,1162,3594,439,124,2736,3354,4047,3231,1936,2984,761,2478,302,1257,6295,232,3582,1065,767,109,15,2200,15,14,16,14,19,282,1109,140,88,3286,358,3465,1656,3691,1972,553,127,84,73,16108,61871,1210,1044,10048,312,2644,4711,49567,58085,133,-18890,56390,57600,-782,-18836,"WAYNE","MI",26,2
48201,3896,6270,2213,2243,98104,72647,1135,201,7894,2367,0,54,0,10088,1492,3718,19,9484,9323,2789,490,3235,588,2045,220,762,3118,52298,666,161,36,1233,4040,339,25770,380,175,194,119,123,0,0,126,10,194,14,112,18,9,10,87,15958,166,117,149,582,1014,49,23,36,8,5,5,1743,10,1,2,34,10495,201,0,255,28,531,3,68,7957,131,11,621,1224,0,363,44,343,68,356,2048,105,65,163,133,37,952,32,175,206,299,1982,181,783,94,17,474,619,684,573,493,473,271,1015,39,279,1061,55,966,154,122,41,1,368,7,7,3,2,3,56,389,25,29,697,124,733,444,755,439,99,11,7,-83,107,16458,50,190,80,53,357,1600,7918,9515,11,-4276,14409,14460,35,-4265,"WAYNE","MI",26,2
48202,6023,10649,4224,3725,152997,130118,1140,555,1199,4469,0,84,1,21047,4153,6969,128,13406,13374,4736,1713,11302,2401,4046,525,2332,7257,90404,1256,371,71,2049,6460,621,42450,665,484,333,209,206,0,1,205,20,303,30,168,24,16,16,148,26224,305,223,234,2662,1913,92,36,28,15,9,17,3744,28,2,3,67,28874,286,0,376,38,229,4,127,16200,147,17,1647,3377,1,1127,104,1398,118,128,3444,194,109,242,198,67,1467,299,392,211,439,2532,305,1226,146,31,740,1016,955,979,491,731,285,1228,71,376,1403,83,1325,237,211,57,5,512,11,10,4,4,5,85,386,43,18,865,115,905,519,1093,661,166,23,15,-125,4017,30094,144,220,3420,89,392,1289,14825,17175,24,-8230,26650,26794,15,-8213,"WAYNE","MI",26,2
48203,10796,22103,10337,7317,286519,218386,2971,1174,2390,12340,0,133,2,35539,8312,11936,297,24908,24816,11980,3855,26997,7053,6239,168,4709,10595,145143,2222,776,109,5184,10593,1382,82915,1356,998,580,382,370,1,6,377,34,556,69,337,63,30,28,257,51621,472,349,365,6140,2932,159,70,59,30,20,8,10000,61,4,6,123,48597,604,0,829,63,584,7,228,30287,326,38,2604,6822,2,1692,183,1915,225,410,7369,401,240,442,379,139,2692,646,796,483,1005,5527,627,2413,272,65,1501,1972,2044,1929,1102,1349,557,2486,127,901,2614,155,2729,497,471,99,7,997,15,14,8,8,12,159,717,99,44,1671,310,1761,1163,2206,1255,329,46,29,-122,8531,53670,236,474,7482,160,969,2852,33864,38374,45,-15186,46301,46537,173,-15148,"WAYNE","MI",26,2
48204,11208,22871,10650,7674,270000,205774,2737,1126,3221,8239,0,92,0,31708,8520,10409,70,25526,25302,12005,3162,32045,6930,4899,179,3001,7414,130547,2372,812,138,5163,7981,765,85850,1168,941,527,400,349,1,12,394,34,485,51,303,16,26,28,255,55863,456,344,342,375,2407,165,74,35,19,8,5,1355,35,1,6,127,39539,399,0,870,40,199,8,246,22721,219,24,2830,6611,1,1731,171,1882,214,136,6193,341,209,435,359,114,2412,2,584,228,943,4258,421,1965,227,39,1234,1695,1603,1687,680,1229,391,1988,107,368,2090,116,2126,314,237,81,2,1060,15,14,6,4,6,116,633,38,15,1316,85,1396,670,1889,1115,217,24,16,-154,194,36989,-80,327,263,157,1981,1405,6803,10768,29,-15872,30796,30716,840,-15847,"WAYNE","MI",26,2
48205,17669,40462,21189,12699,468394,398517,3471,731,985,15089,0,206,1,79819,13339,23866,57,31201,29297,22070,3797,29528,5423,12224,260,9056,22158,214739,5123,1789,296,9281,12435,951,136186,1627,645,1068,682,578,1,2,705,62,856,105,476,25,46,46,438,91058,785,582,593,1963,4453,322,119,51,35,14,10,1371,73,1,10,215,84300,534,0,1339,75,293,12,392,41426,307,38,4423,10976,2,4851,306,4109,356,138,10202,589,347,668,546,194,3690,1,793,320,846,6747,679,3370,361,67,2005,2819,2424,2778,1014,1935,579,2952,183,552,3868,178,3204,585,366,116,4,1455,21,20,9,7,10,184,936,57,20,1329,81,1429,948,2928,1699,363,48,32,-177,925,85037,-229,457,15,263,1611,2571,15085,20018,57,-30206,74835,74606,714,-30168,"WAYNE","MI",26,2
48206,8200,16612,7778,5696,195224,153136,1472,693,2474,6490,0,75,0,25034,6689,8986,146,21220,21646,9003,2132,21220,4591,3924,124,2655,7071,96543,1627,570,90,3668,6111,705,59993,804,595,436,282,260,0,2,280,24,405,41,247,14,19,21,189,38718,334,248,267,499,2018,110,52,27,14,6,4,1346,28,1,5,88,31538,279,0,653,46,164,5,170,17095,156,17,1784,5159,1,1224,130,1418,156,140,4695,264,160,332,277,88,1789,2,456,185,657,3053,321,1545,175,30,895,1295,1123,1265,544,896,324,1708,80,302,1640,89,1687,245,189,64,1,717,12,11,4,3,5,93,477,32,15,1164,78,1231,529,1433,802,184,21,14,-103,-86,37671,-56,219,-213,114,681,1190,7207,9130,23,-11570,32976,32920,709,-11553,"WAYNE","MI",26,2
48207,7821,13502,5128,4915,257791,190607,3273,2205,4464,5364,0,177,2,31886,8009,10358,143,26963,26914,5573,5327,31798,9152,6604,211,2927,8482,167624,1668,478,94,2529,12897,1498,60328,1294,1685,610,329,343,1,5,303,34,422,31,228,54,28,22,230,40352,579,410,471,4277,4172,158,49,60,30,19,21,8137,27,4,4,107,43268,561,0,443,37,458,5,198,28502,255,31,2030,6665,1,1413,180,1814,182,278,4345,227,139,316,264,79,1935,319,961,417,1557,4067,552,1732,208,59,1142,1491,1760,1416,930,1137,418,1545,118,781,2458,122,1843,477,415,67,4,1005,10,9,7,7,10,131,510,83,38,1520,248,1593,910,1671,934,256,47,30,-45,9725,30327,235,497,8665,133,612,2001,28935,32210,47,-8894,25982,26217,134,-8862,"WAYNE","MI",26,2
48208,3305,6365,2913,2084,69660,59303,293,184,432,2569,0,21,0,5500,1254,1713,2,4760,4606,3438,193,4202,951,1145,17,534,1512,35613,695,225,42,1621,2166,198,22698,259,139,118,108,98,0,1,112,8,162,14,101,2,7,8,72,13504,126,97,89,30,597,42,21,7,4,2,1,7,10,0,2,29,8070,112,0,264,21,41,2,54,4872,57,6,507,1037,0,303,30,166,58,2,1685,93,59,133,109,32,754,0,155,52,196,1061,109,583,69,10,314,479,388,469,169,333,120,683,29,80,535,34,638,75,53,27,0,337,5,5,2,1,1,35,183,9,2,160,12,172,173,526,304,65,6,4,-52,-570,13039,-22,64,-486,44,240,216,626,1086,7,-4120,11354,11331,36,-4114,"WAYNE","MI",26,2
48209,9807,29400,16619,7540,231414,195923,1834,600,574,6783,0,47,0,12197,1133,3773,10,13797,12673,6796,1138,9002,2031,2046,39,1139,3581,84522,3316,1479,25,3077,3634,338,75494,778,474,304,357,300,0,1,338,26,442,46,288,18,21,25,208,53973,304,239,213,1038,1112,153,83,25,15,7,6,1347,31,1,6,102,23541,353,0,684,46,171,7,173,15911,188,22,1195,1043,1,1465,90,1226,192,69,5406,303,195,361,304,101,2187,1,434,144,622,3586,351,1810,186,32,1026,1463,1308,1452,521,1042,303,1743,86,323,1864,90,1770,281,190,62,1,1118,11,11,5,3,5,87,476,30,7,430,35,464,513,1525,921,173,16,10,-85,-1422,41399,-28,265,-767,136,669,875,5576,7369,20,-13227,35992,35965,-254,-13205,"WAYNE","MI",26,2
48210,9997,28096,15695,7820,223630,183422,2343,455,2349,8831,0,45,0,12419,2095,3784,4,11953,10952,9491,956,11754,2221,2264,47,1299,3587,82269,2683,1118,51,4116,3988,444,75286,762,378,321,348,300,0,2,337,25,407,56,304,17,20,25,206,53617,293,232,202,262,1064,143,78,22,14,7,5,1345,38,1,6,100,22248,511,0,790,36,221,7,177,14701,204,23,1342,1829,1,964,85,605,191,25,6022,327,214,376,315,110,2174,3,402,191,585,3595,343,1735,184,31,1002,1415,1322,1392,510,1320,303,1466,86,301,1667,92,1520,253,188,66,2,1128,12,12,5,3,4,91,466,30,6,411,63,450,495,1510,885,175,15,10,-73,-483,38225,-87,236,136,134,1041,738,4413,6283,19,-13091,32203,32116,-182,-13068,"WAYNE","MI",26,2
48211,2330,5516,2782,1747,48893,38537,219,36,551,3136,0,2,0,3607,713,975,0,3013,3103,3052,291,3406,525,500,7,258,615,21636,644,169,16,1219,1157,167,16704,138,32,128,73,58,0,1,77,5,101,18,75,12,5,6,46,11856,72,52,68,874,330,28,15,5,5,3,1,1333,13,1,1,24,8843,63,0,219,11,65,2,37,4279,44,6,346,596,0,319,21,192,43,55,1607,82,54,95,84,28,510,2,52,50,34,807,90,406,49,9,219,304,289,289,138,302,89,418,22,142,807,28,414,125,65,20,1,216,4,3,1,1,2,28,129,14,2,81,21,91,164,370,208,41,5,3,-26,352,13010,-57,67,425,30,175,319,2861,3163,6,-3086,11403,11346,-23,-3080,"WAYNE","MI",26,2
48212,13547,31430,14220,10168,296781,234433,6765,3890,4948,17783,0,270,0,28816,5491,9289,375,25486,26204,13902,2133,18802,4035,4117,105,2669,6177,124998,2708,878,76,6063,7063,797,99313,1396,3080,433,452,439,0,2,450,35,637,86,446,17,28,34,290,62767,456,350,325,473,2182,189,97,48,19,8,6,1365,60,1,8,134,31805,582,0,1182,76,239,9,277,22265,282,29,2405,4603,1,1270,142,949,244,155,8015,457,276,550,462,152,3088,2,983,257,2063,5319,479,2590,274,43,1501,2152,1869,2096,868,1459,518,2782,120,422,2406,141,2648,349,259,108,3,1554,21,19,7,4,6,143,761,42,26,5861,97,6036,809,2295,1285,286,23,15,-150,-2125,64556,-216,312,-1656,182,1157,1324,6727,9239,28,-16485,56541,56325,109,-16455,"WAYNE","MI",26,2
48213,10700,23004,11489,7687,241434,188878,1405,301,370,11244,0,58,0,23962,5979,7251,53,15056,14983,13861,2474,23883,4579,4075,139,2309,6018,107531,2235,796,121,5752,6272,541,78813,871,272,501,363,288,0,10,363,29,469,68,308,17,23,27,232,54759,405,296,351,1050,2304,142,70,23,16,7,4,1352,47,1,6,117,37677,338,0,923,43,150,7,222,19777,183,22,2333,4750,1,1728,137,1642,200,11,6533,365,225,424,362,121,2273,2,352,207,360,3723,376,1800,214,35,1061,1540,1365,1519,563,1140,363,1971,96,325,1993,109,1957,293,200,81,2,953,15,14,5,4,5,109,571,33,10,849,83,919,595,1723,996,199,22,14,-152,-927,42361,-200,250,-892,145,1639,993,5666,9126,25,-15605,35829,35629,322,-15584,"WAYNE","MI",26,2
48214,8526,16527,7266,5635,252287,193640,2389,1619,2360,8552,0,134,2,34128,6599,11581,301,24910,25133,8454,3633,25123,5950,6150,132,3737,10109,142190,1645,537,85,3650,11210,951,65369,1191,1341,510,320,325,1,4,305,31,434,49,242,62,27,23,226,38912,454,326,351,5986,3104,136,52,70,29,20,30,9464,42,4,5,106,42696,552,0,648,37,580,6,180,27400,308,33,2128,5498,2,1617,160,1883,189,465,5813,286,176,358,294,103,2131,379,841,423,1089,4267,579,1830,231,60,1210,1546,1788,1494,1032,1210,474,2007,118,877,2712,133,2315,522,427,80,5,834,12,11,7,7,11,144,600,94,54,1924,273,1997,1057,1863,1046,302,46,29,-69,9426,39009,267,491,7986,134,1457,2711,33863,39060,44,-11048,33196,33462,66,-11015,"WAYNE","MI",26,2
48215,5136,10585,4982,3446,138406,109762,739,517,561,5780,0,52,1,19859,4062,6046,40,11407,11637,5981,1675,11523,2794,3371,88,1909,6724,70855,1044,360,56,2461,5079,558,38222,546,400,322,186,179,0,1,192,17,263,37,170,24,15,13,131,24059,244,175,192,2758,1625,84,32,27,13,8,3,3072,30,1,3,59,23980,190,0,427,29,230,3,109,13938,129,15,1280,3354,1,655,83,542,107,118,3404,185,112,210,175,64,1209,176,343,148,407,1914,253,1044,124,27,593,850,749,817,406,787,223,1031,64,329,1317,67,1086,246,176,44,4,476,7,7,4,3,5,74,314,38,17,450,72,476,443,975,535,144,21,14,-63,2953,24970,43,169,2366,77,352,764,11018,12295,22,-6933,21565,21609,112,-6918,"WAYNE","MI",26,2
48216,1714,3559,1573,1204,47004,38887,394,344,186,1117,0,16,0,4964,799,1927,2,4688,5005,1114,211,2470,520,901,7,422,1526,24194,471,163,11,553,1460,126,13521,175,255,115,63,60,0,0,62,5,86,6,52,12,5,4,41,7963,74,56,61,748,331,31,12,8,5,4,2,1335,4,1,1,19,6723,71,0,109,10,69,1,31,4371,45,5,316,654,0,251,23,237,34,94,933,46,29,70,58,16,409,1,125,53,140,760,92,364,42,10,218,282,301,278,154,254,79,391,21,142,663,24,409,111,67,15,0,199,2,2,1,1,2,24,112,14,3,97,24,103,168,329,192,37,6,4,-15,535,9620,10,81,518,26,138,353,3667,4136,6,-2037,8687,8697,4,-2032,"WAYNE","MI",26,2
48217,3270,6369,2673,2175,83565,62981,837,112,98,1094,0,17,0,9409,2195,2892,0,6108,5657,2062,775,11856,2487,1680,53,1046,2733,43334,797,267,27,992,2588,201,25034,282,98,205,123,104,0,2,122,11,164,8,89,3,8,8,81,16118,140,108,116,45,664,60,22,8,6,2,1,5,5,0,2,39,13890,109,0,180,16,46,2,74,7036,56,6,838,1780,0,477,52,425,62,1,1435,82,49,129,106,27,693,0,130,56,151,1173,120,594,67,12,352,511,439,500,181,358,115,575,34,89,648,34,579,94,61,24,0,290,5,4,2,1,2,36,180,9,3,142,13,154,175,544,311,62,8,5,-40,-313,11104,-5,72,-368,48,211,134,397,710,10,-4649,9669,9664,147,-4643,"WAYNE","MI",26,2
48218,3260,6787,2930,2385,91911,71139,1532,184,400,1526,0,33,0,9098,1909,3172,59,9053,8974,2395,894,7833,2016,1145,80,1303,2535,48286,824,304,24,1057,2969,230,25027,312,147,209,126,113,0,1,123,12,167,9,91,13,9,9,84,15818,150,115,114,345,744,64,21,9,8,4,2,1338,6,1,2,40,14112,130,0,191,19,94,2,73,8188,68,9,698,1541,0,555,54,469,64,63,1548,82,49,130,105,27,757,3,157,109,238,1775,145,725,77,15,456,567,577,555,244,457,138,625,39,187,1094,43,699,164,98,27,0,344,5,4,2,2,3,42,203,17,3,176,59,189,248,602,354,71,11,7,-24,555,13193,2,99,715,50,202,563,4525,5230,13,-4290,11645,11647,53,-4281,"WAYNE","MI",26,2
48219,20004,39522,16936,12901,662360,531681,4785,1790,2534,8727,-350,338,3,136110,24956,41418,145,54327,51800,14423,10047,69501,16209,20491,659,18033,40295,364604,5754,1918,323,6646,24056,2306,161505,2637,1491,1742,889,799,3,17,857,95,1139,68,479,52,71,56,611,109602,1276,918,1045,4695,8914,462,127,98,60,28,17,5789,52,3,11,283,131460,710,0,1065,93,445,13,537,65126,384,52,7196,19827,2,5139,531,6315,454,153,9357,548,311,751,600,179,4232,304,1494,605,1775,8811,1066,4193,470,111,2685,3746,3577,3713,1580,2476,776,3755,277,1001,5805,237,4306,906,647,130,6,1764,21,19,14,11,17,262,1170,112,48,2136,232,2250,1450,3887,2206,538,96,63,-171,10851,85395,325,796,8104,343,1303,6048,35680,44444,106,-32624,76038,76363,2132,-32572,"WAYNE","MI",26,2
48220,11819,18860,4708,6157,475236,402221,5540,3477,5355,13121,0,651,329,71593,6419,24536,133,49790,49869,2748,5248,24065,5884,11548,231,12678,33280,320155,3162,918,92,1224,23163,1711,95460,1945,2581,1234,588,599,1,5,572,64,690,88,860,58,53,35,419,66842,1007,722,870,7943,7370,381,93,129,51,27,90,7636,125,3,6,176,42126,2576,0,389,54,864,7,319,59519,587,46,2498,5673,2,1976,233,2009,295,361,4586,508,215,490,417,160,3322,1140,1830,559,3259,7375,829,3448,320,89,2294,2947,2815,2852,1371,2674,571,2254,215,924,4184,172,2591,726,544,81,36,2009,13,12,11,10,15,201,823,104,75,2442,281,2571,1241,2709,1467,403,81,53,-90,7770,92553,1223,690,5366,228,799,3068,39154,43414,86,-15446,87967,89190,-641,-15400,"OAKLAND","MI",26,2
48221,15871,30207,11761,10214,609921,442493,6205,3522,6991,9209,0,273,299,114097,24894,39114,622,58680,57339,8840,13166,90082,26330,20146,729,17557,36748,361535,4406,1412,255,4210,27108,3205,129546,3016,2963,1697,734,714,4,26,670,84,938,167,572,106,70,46,547,89834,1227,854,1019,15632,9880,373,102,159,73,46,82,17617,271,8,9,241,90019,2445,0,713,77,1125,10,477,80841,720,63,5829,20665,3,4066,475,5719,408,571,8605,595,309,641,520,204,4063,2873,2271,897,2405,9161,1243,4032,461,137,2758,3646,3804,3571,2039,4039,859,3199,307,1565,5745,255,4073,1032,895,131,95,1767,20,18,17,16,23,304,1095,192,107,4744,512,4967,1939,3820,2040,670,125,80,-75,21137,84794,1329,931,15354,300,1057,7182,75786,87341,123,-25333,76188,77517,496,-25269,"WAYNE","MI",26,2
