"zipcode","n1","n2","numdep","pp_num","e00100","e00200","e00300","e00600","e01000","e00900","e02100","e03150","e03300","FscheA_28","e19700","FscheA_9","e09600","e05800","e10300","EIC","e01400","e01700","e02500","e18425","e18450","e18500","FscheA_10","e04800","e07100","e07220","e07180","e59720","F1040_57","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48095,2188,4619,1498,1371,174701,116842,6397,3598,6058,4942,-36,340,2,31601,3694,11759,372,24951,25024,124,4400,11196,5062,5127,208,5837,15173,127494,845,275,13,65,12436,1830,18162,1170,2598,561,122,199,1,0,90,21,210,15,85,112,22,8,129,13891,365,222,308,12107,3873,62,8,109,36,33,42,17581,22,8,1,38,30369,550,0,50,16,964,1,78,25287,288,36,567,3184,2,798,124,1209,104,581,2989,123,69,129,106,46,954,606,1080,700,2045,4325,623,1264,160,73,1010,1081,1714,994,1305,680,457,998,100,1354,2662,119,1843,661,628,52,6,419,3,2,8,10,14,139,370,142,94,3249,533,3379,1298,1315,636,308,68,42,77,21121,18014,571,560,18325,68,283,2729,59237,63555,58,-432,15025,15596,-438,-396,"MACOMB","MI",26,2
48096,1894,3710,1091,1303,111462,78596,4797,1708,6333,1075,-72,193,1,18570,2308,6273,105,13332,13141,172,1798,8057,2974,2870,100,2855,8271,71381,625,241,6,91,5859,702,13944,669,1195,433,101,142,1,0,80,14,148,3,37,46,13,6,94,11127,229,147,183,2254,2075,63,9,46,18,13,31,5877,2,3,1,28,19275,121,0,38,9,307,1,61,13893,97,10,538,1922,1,454,88,735,65,217,869,35,19,89,61,11,394,1,539,320,1400,1715,281,559,86,33,451,510,848,463,591,825,218,451,62,526,1563,58,703,329,272,25,0,258,3,3,4,4,6,70,221,56,36,1257,222,1316,552,698,333,139,33,21,52,4904,30602,94,247,4539,47,124,1839,21809,23770,30,-1396,29733,29826,-211,-1386,"MACOMB","MI",26,2
48098,10533,21627,7489,5992,1108308,772899,39462,33282,58186,32570,-48,2006,4882,186277,25553,79654,4709,194803,194371,397,20633,50526,22447,38227,808,35706,67196,895308,5902,826,111,163,100541,9203,108335,8719,25166,3712,541,1077,6,2,368,94,999,1623,2363,941,146,43,635,65058,1922,1127,1690,161781,23055,220,41,1303,305,286,1838,173586,3130,73,6,249,124595,30396,0,199,96,15540,7,379,242310,6684,328,2998,21847,18,3530,683,6764,659,6966,31078,2354,1135,827,830,861,10016,30718,10664,5646,18465,30874,4921,9436,1194,586,7372,7332,10604,6782,11057,38800,3846,6841,1006,10773,13740,981,13132,4033,4861,442,1060,4370,57,54,58,86,127,1222,2865,1303,1216,42063,4757,43645,11967,10213,4877,2470,501,298,870,146094,178518,6302,2892,134713,382,1210,24435,550523,585068,405,5829,147441,153743,-6505,6156,"OAKLAND","MI",26,2
48099,280,477,122,159,22549,15110,508,286,216,304,0,1,1,3001,356,1198,15,3912,3910,28,514,577,309,659,1,537,1322,17925,124,18,1,16,1787,104,2715,102,182,63,16,23,0,0,14,2,26,3,18,17,3,1,15,1526,39,26,36,2173,353,10,1,15,5,4,2,2395,6,1,0,5,3939,123,0,7,1,163,0,6,3335,65,5,98,311,0,60,9,55,13,70,463,18,11,16,14,7,136,106,91,77,121,518,80,161,20,9,124,123,217,112,177,212,59,108,14,185,438,15,207,99,74,6,1,49,0,0,1,1,2,18,52,19,13,151,61,156,182,159,82,34,8,5,7,2260,1927,76,67,1935,8,27,235,7466,7936,7,-125,1463,1540,-35,-120,"OAKLAND","MI",26,2
48101,14835,27345,7897,9120,720262,531374,26494,13623,12788,8108,-38,852,189,108546,13752,38149,355,76378,73860,1686,16609,73195,26413,17481,715,18828,41671,496943,5388,1917,111,736,37297,2629,109006,4231,8893,2065,796,986,4,17,687,103,939,41,510,118,86,46,655,88118,1580,1062,1427,14124,14501,493,91,265,89,53,87,15538,50,7,8,224,76345,3208,0,286,36,1254,8,508,89716,814,64,4084,12181,3,3069,423,3915,428,616,6039,341,188,649,487,113,3661,629,4151,1100,10930,10065,1430,3847,493,156,3126,3712,4836,3527,2579,4093,929,2579,355,1782,7378,273,3632,1327,1039,121,15,2266,14,13,19,19,25,348,1220,202,161,6320,597,6627,2191,4085,2068,702,165,108,53,25258,90990,1625,1300,17286,330,2474,5822,77890,87587,165,-17152,84951,86576,-1022,-17088,"WAYNE","MI",26,2
48111,19619,38160,12348,11148,950514,795833,11617,6484,13775,12180,-259,919,368,157745,18884,48972,386,97950,95346,5082,11721,74016,18684,22906,735,23353,76737,616314,7107,2499,253,2332,45692,3105,145770,4181,4971,2875,1055,1158,4,12,966,137,1353,166,684,161,114,61,859,121314,2147,1425,1990,20510,20100,621,116,264,119,74,259,22997,271,10,10,288,121424,3167,0,610,79,1708,11,637,115781,927,88,4504,16169,4,4730,550,4790,585,684,9042,597,326,808,608,207,4911,2951,3626,1387,4902,11455,1870,5105,644,210,3642,4724,5458,4486,3137,5659,1182,3499,482,2406,9596,351,5070,1781,1358,152,100,3137,32,30,26,26,33,454,1436,280,169,5336,745,5593,2791,5276,2611,938,223,144,168,32577,107835,2072,1431,22533,437,1083,8679,107016,120565,219,-24678,98792,100865,-1306,-24590,"WAYNE","MI",26,2
48112,353,645,202,240,18301,13037,337,435,298,207,0,2,0,3367,592,1166,24,2541,2655,99,56,1783,599,536,14,480,1262,15116,92,31,1,59,1600,125,2614,89,327,65,19,21,0,0,16,2,23,1,8,3,2,1,15,2220,41,26,35,380,315,11,2,11,2,1,1,403,1,0,0,5,2805,21,0,18,2,22,0,10,1961,11,1,85,494,0,76,11,108,10,58,147,7,4,15,10,2,73,1,75,31,424,210,34,82,12,4,61,76,113,71,63,57,23,66,8,47,220,7,94,35,27,3,0,44,0,0,0,0,1,8,27,5,7,689,19,715,53,97,46,17,4,2,3,405,2324,13,36,448,8,19,90,1566,1652,4,-385,2177,2190,10,-384,"WAYNE","MI",26,2
48120,3546,9163,4161,2866,152170,101917,5452,5167,6189,3319,0,82,2,16818,3040,6574,194,18276,17541,2415,3009,12431,5200,2896,116,3184,4734,96425,1257,381,18,1092,8227,950,27972,1343,3542,352,152,201,1,1,133,17,202,22,114,57,17,10,117,18718,267,183,215,6126,2224,71,24,99,22,18,14,9059,25,4,2,47,22622,643,0,174,17,615,2,97,18067,264,24,804,2627,1,706,107,1157,97,397,2705,135,82,153,126,48,986,450,1117,436,3198,3056,436,938,126,46,731,810,1373,755,944,638,358,720,71,760,1588,85,1067,351,367,43,4,390,4,4,5,6,8,94,364,80,79,3590,318,3737,889,1052,562,207,37,23,36,9945,15045,310,441,8772,68,211,2504,32690,35525,34,-4213,12340,12650,-241,-4189,"WAYNE","MI",26,2
48121,667,1626,687,555,42785,40198,883,267,204,459,0,0,0,3096,558,1325,20,7184,5790,332,56,1495,283,1383,443,484,973,52307,1401,74,2,165,5440,494,4466,143,222,209,32,56,0,0,25,5,44,2,22,39,5,2,32,3875,167,99,118,4895,1488,13,4,24,10,9,3,5061,2,2,0,10,11199,42,0,27,3,131,0,24,7004,44,7,174,473,1,171,30,186,28,96,796,24,14,35,28,8,181,7,112,146,115,876,136,259,43,19,204,180,390,158,247,252,89,148,29,386,1276,32,298,280,162,15,0,63,1,1,2,3,4,37,67,38,18,240,109,245,287,265,137,69,17,10,18,4522,12929,20,83,4242,18,44,1714,14330,15084,14,-562,12133,12153,-119,-555,"WAYNE","MI",26,2
48122,4879,9669,3423,3341,166506,134141,4205,1935,5594,2186,0,74,0,22624,3148,8231,150,21891,21315,1787,1906,13682,3474,2882,103,3294,8250,97770,1547,580,29,838,6065,412,39117,755,1460,363,222,225,0,4,210,23,262,11,123,15,17,14,148,26929,307,230,240,519,1718,132,34,33,15,6,6,1349,7,1,3,66,24218,239,0,210,21,149,3,132,14816,118,14,1191,2590,1,890,98,933,108,129,1848,104,62,185,147,33,1064,2,526,169,1352,2371,264,1061,112,27,698,922,966,903,464,654,211,866,67,270,1433,61,1013,234,168,32,0,650,5,5,3,3,4,65,305,26,19,2603,78,2736,403,965,550,127,22,14,-24,1781,19092,56,215,1488,84,321,898,7110,8219,25,-5909,17245,17301,20,-5895,"WAYNE","MI",26,2
48123,128,243,92,78,6850,4028,126,100,172,118,0,5,6,840,123,307,7,632,619,60,87,372,115,178,6,183,406,3832,43,2463,295,5127,60583,5243,933,52,79,32,6,8,0,0,4,1,6,2,5,2,1,0,5,727,19,11,26,214,378,1,1,4,1,1,3,428,4,0,0,1,7820,99,0,25,1,32,0,5,1269,21,1,31,87,0,26,5,40,4,18,68,4,2,5,3,1,28,41,38,14,50,77,15,27,4,2,21,20,38,19,37,86,13,27,3,24,77,3,38,14,11,1,1,13,0,0,0,0,0,4,14,3,3,116,10,119,32,35,19,7,1,1,2,307,1112,20,12,389,3,8,94,1000,1096,1,-418,1044,1064,-2,-418,"WAYNE","MI",26,2
48124,16701,30088,8484,9999,954314,676675,34377,24041,35400,19818,-3,1356,1110,152860,19750,60703,1192,116380,114827,1835,20492,88610,29887,25290,780,32165,56611,667287,5751,1807,139,880,56090,5043,129385,6585,16279,2719,909,1190,6,10,734,123,1124,370,820,294,116,54,790,99670,1992,1305,1818,40633,19985,528,90,547,147,108,540,47084,683,20,9,270,94293,10867,0,419,49,4552,10,573,138756,2238,129,4440,17261,6,3830,549,5744,557,1853,11223,792,400,782,585,282,5361,7442,7091,2296,17667,15495,2453,5347,720,269,4444,4955,7229,4583,5079,9831,1755,3478,541,3895,10340,459,5649,2107,1968,199,219,3239,26,24,30,35,48,580,1812,442,416,17881,1577,18680,4658,6203,3048,1207,263,166,333,49824,117292,2953,2129,37236,405,2935,13954,190410,210095,245,-16395,106069,109022,-2414,-16265,"WAYNE","MI",26,2
48125,10257,19268,5852,6362,387711,308125,7601,3239,3375,4875,-30,437,1,53553,5811,17740,26,35239,33636,2654,7132,34667,10893,7946,345,8542,23147,244763,3423,1266,69,1233,16005,1082,81067,1713,2167,943,503,539,1,11,470,56,588,21,245,30,43,30,352,57692,760,557,648,2454,5079,315,69,71,37,16,35,2581,14,1,5,150,57597,530,0,393,41,273,6,308,35078,221,31,2713,5071,1,2010,240,1970,242,70,3442,194,116,384,294,63,2207,37,1281,353,2947,4984,601,2265,248,64,1547,2015,2161,1965,922,1365,418,1582,158,568,3368,132,2031,556,366,64,1,1424,11,10,8,7,10,146,636,58,31,1218,128,1285,788,2082,1172,276,59,39,-27,6892,33052,248,464,5621,192,503,2215,17783,20153,66,-12251,29609,29857,-279,-12221,"WAYNE","MI",26,2
48126,17545,44074,19841,14275,568032,392442,20141,13988,23339,24865,-916,537,3,74693,9112,25304,625,54062,53341,14263,9405,40593,17306,9947,462,13767,27794,314744,5146,1728,63,6113,23159,3402,132720,3865,8939,1166,683,877,2,4,588,73,968,120,577,137,63,48,512,86551,895,644,679,11940,6366,314,122,207,68,46,34,20424,93,9,9,202,68179,1522,0,1211,103,1206,11,471,56391,657,73,3589,7982,4,3004,355,3876,396,649,11600,627,366,748,600,205,4430,411,3458,1188,11694,11199,1326,4243,497,138,2996,3629,4612,3477,2497,2509,1126,3540,264,1949,5927,302,4443,1107,1027,178,8,2278,25,24,16,17,24,327,1359,208,146,8227,767,8615,2432,4166,2281,682,113,72,-82,23565,94853,570,1196,20317,294,1252,6577,81711,90887,111,-18504,83253,83823,-838,-18431,"WAYNE","MI",26,2
48127,16939,33711,11202,11815,748982,507468,30154,16789,20655,18161,-573,1151,338,119971,14023,40883,685,77414,75947,4582,17973,77102,30461,16848,761,21887,46823,488577,5694,1953,131,2145,37016,4584,126942,4961,11070,2091,834,1050,4,12,735,101,1001,199,710,168,89,51,661,96695,1483,1027,1315,20871,12963,468,108,301,101,66,1308,26706,330,12,9,246,79977,4184,0,712,47,2688,10,598,98683,1069,88,4851,12357,4,3024,451,3959,471,989,8616,628,346,740,555,204,5129,1649,5136,1741,14185,12517,1696,4615,567,186,3692,4188,5832,4027,2985,4546,1429,3329,386,2323,7355,427,4910,1404,1299,161,48,2682,29,27,21,23,32,403,1399,267,194,6588,1184,6938,4054,5229,2874,904,175,112,142,30863,91723,2008,1510,24197,351,3500,5769,108738,125959,170,-18936,83107,85115,-1351,-18848,"WAYNE","MI",26,2
48128,5323,10217,3254,3114,313740,233909,9409,7161,6482,5979,-75,386,309,52065,6528,21023,211,37795,36995,579,5675,26310,8922,8545,293,11314,19165,218556,2158,704,47,274,18166,2022,38267,1994,4621,1044,299,408,2,3,241,43,413,71,218,87,39,17,276,32886,702,447,652,12797,7427,179,25,155,48,35,61,13490,120,6,3,78,32061,2388,0,138,24,1047,3,192,44956,560,36,1444,5786,2,1257,180,1597,184,427,3223,202,109,247,176,70,1514,1395,2160,658,5000,4646,771,1713,232,86,1378,1595,2271,1465,1466,2719,516,1032,181,1174,3509,141,1730,697,618,62,39,948,6,5,10,11,15,187,546,137,109,3360,419,3517,1348,1958,912,380,91,58,121,15529,35927,946,665,10759,135,261,3366,56518,61065,85,-5249,32705,33651,-637,-5213,"WAYNE","MI",26,2
48134,9369,19472,6594,5841,490070,408891,7286,3474,4559,7829,-6,551,265,83471,9487,29872,193,50812,49273,2026,7684,37610,10429,12797,455,16001,38006,323164,3981,1568,92,911,24014,1729,66325,2147,2592,1622,514,604,3,3,430,72,711,90,409,79,61,30,464,59491,1181,745,1126,10831,12505,282,54,143,62,40,109,10710,156,5,5,135,52772,1642,0,259,39,741,5,310,64327,416,41,1984,8216,2,2480,266,2851,294,348,4074,261,146,412,296,95,2322,1806,1902,714,2824,5424,979,2410,335,111,1804,2423,2834,2245,1657,2273,612,1546,258,1237,5503,179,2374,964,714,81,58,1459,15,15,15,14,16,247,744,148,88,2735,359,2878,1385,2718,1244,527,127,83,132,17372,65732,1424,855,10321,222,412,6565,58607,66760,122,-12392,61658,63082,-950,-12350,"WAYNE","MI",26,2
48135,14046,26287,7661,8261,577906,468640,8919,3883,3562,7933,-177,578,51,90249,8475,30124,46,53355,51030,2436,11290,51573,15078,12891,569,15026,41729,366302,5055,1944,93,1117,24126,1826,107458,2363,2630,1621,721,759,2,10,671,85,891,32,457,45,65,42,526,84319,1130,813,1061,3374,8937,468,92,109,58,26,30,3676,22,2,7,211,78106,1035,0,434,65,397,8,463,59425,342,43,3545,7254,2,3224,368,3366,352,133,4285,369,175,544,416,116,3189,81,1862,532,4163,7508,904,3424,362,97,2367,3000,3239,2932,1395,1910,595,2103,240,861,5207,188,2810,859,562,85,1,2029,13,12,12,11,15,218,896,90,49,1664,197,1752,1154,2945,1586,403,99,66,-10,11064,65250,903,776,8754,278,4725,3254,31210,37941,109,-18156,60965,61868,-421,-18113,"WAYNE","MI",26,2
48136,198,418,158,130,7808,7219,218,167,278,196,-1,9,9,1518,219,552,12,1100,1073,93,218,1026,330,440,12,464,1041,9510,110,6589,892,9267,143813,11706,1221,75,130,69,9,13,0,0,7,1,9,3,7,2,1,1,7,850,43,25,97,436,594,1,1,4,1,1,13,671,6,0,0,2,16654,82,0,40,1,29,0,7,1912,17,1,54,144,0,47,9,80,6,16,92,6,3,7,5,2,45,69,65,20,103,107,20,40,7,2,30,32,49,30,40,81,15,40,5,31,74,4,55,17,17,2,2,21,0,0,0,0,0,5,15,4,3,165,14,172,37,46,27,9,2,1,3,672,1952,36,14,798,4,13,47,1358,1439,2,-632,1860,1895,-5,-631,"WAYNE","MI",26,2
48138,5373,10772,3271,3573,531062,324969,18519,21004,36177,17964,-22,876,1516,91364,11983,40314,1833,85806,85963,263,13753,40451,15916,17227,625,20611,34466,419685,2007,494,42,110,43591,3186,47897,5241,15895,1837,295,526,5,3,197,50,449,740,762,356,67,21,332,33711,990,589,854,61110,11429,130,18,681,127,116,1198,66170,1481,28,3,112,57385,14294,0,81,28,6963,3,206,102979,2691,131,1671,10531,7,1796,338,3888,303,2725,10853,850,449,376,319,304,4275,10497,5937,2820,11436,11060,2142,3107,496,245,2706,2521,5216,2171,4707,11895,1932,1885,404,4225,5794,471,3775,1547,1999,176,342,1689,15,14,25,35,50,505,1246,515,590,20976,2331,21878,6026,4614,2281,1140,215,130,413,60235,70584,2520,1567,50441,184,472,12205,226122,241914,178,1059,59731,62251,-2479,1190,"WAYNE","MI",26,2
48141,10827,21764,9084,7462,327769,268454,3757,1537,12077,4018,0,236,0,50183,11612,16951,125,43345,43033,7212,3146,31617,8023,5537,329,6564,16482,182087,3089,1098,118,3274,11609,841,86076,1401,1327,734,451,416,1,21,437,45,588,27,285,20,34,29,302,56719,617,448,524,653,4093,231,71,51,27,11,10,1366,18,1,6,139,52567,440,0,548,57,231,7,268,29304,221,25,3224,8956,1,2176,212,2541,226,139,4508,262,155,416,342,85,2365,2,775,285,1566,4767,500,2283,242,50,1422,1965,1817,1963,835,1321,441,2279,131,445,2816,124,2496,422,289,74,1,1062,13,12,7,5,8,131,673,45,26,2747,110,2895,770,2055,1208,254,40,26,-171,905,36411,81,388,575,174,877,1841,11411,14257,46,-15586,31903,31984,1347,-15561,"WAYNE","MI",26,2
48146,18453,35382,11589,11848,662145,539565,12808,4678,4375,8793,-11,576,1,86293,8391,28117,23,57872,54333,5222,9459,51671,14677,12816,444,13581,36516,404689,6315,2433,112,2417,25289,1650,141216,2790,3129,1521,882,934,2,13,837,96,969,32,380,40,72,53,607,101795,1221,912,1008,2926,7335,546,123,105,61,24,37,2602,22,2,9,261,103139,770,0,737,42,391,11,509,55637,371,51,4415,7328,2,3488,381,3191,418,55,6115,332,204,695,512,112,3903,75,1879,526,4062,7908,992,3549,431,104,2522,3220,3587,3158,1475,2432,672,2752,268,838,5577,227,3604,898,572,115,1,2587,20,19,13,11,17,245,1127,85,39,1695,158,1796,1264,3557,2096,426,93,62,-45,11449,42582,380,731,9410,334,3751,3257,16900,24733,108,-21198,36467,36847,-518,-21147,"WAYNE","MI",26,2
48150,13865,25898,7416,7738,712695,556862,16224,9769,10805,11258,-6,1021,334,112281,12121,37858,218,75422,72900,1340,14708,56791,20968,17514,577,18056,49653,480765,5678,1948,151,596,34792,2679,103997,3560,6343,2110,779,938,3,11,679,105,1009,76,586,95,85,44,648,86096,1543,1034,1389,10665,13900,485,83,230,85,48,127,11409,116,5,7,214,78838,3374,0,320,54,1299,8,465,84578,743,57,3328,10682,3,3391,397,4011,410,416,4468,378,182,571,421,122,3287,1148,3383,978,8613,8887,1320,3750,454,145,2853,3508,4313,3316,2313,4404,872,2240,340,1548,7227,248,3368,1250,910,103,39,2300,13,12,18,18,22,323,1136,174,137,4426,490,4654,1914,3787,1889,619,161,106,110,23060,80174,1749,1166,15872,320,606,6480,69563,76936,163,-16238,75706,77454,-891,-16181,"WAYNE","MI",26,2
48151,162,324,122,102,7500,5476,169,130,222,154,0,8,7,1147,166,418,9,847,828,76,104,436,139,211,7,217,483,4546,50,2896,295,6074,71834,6120,1115,62,102,41,8,10,0,0,6,1,8,3,5,2,1,0,6,786,21,13,34,235,453,1,1,5,1,1,3,439,5,0,0,1,9297,123,0,31,1,34,0,5,1394,23,1,39,116,0,34,6,54,4,17,73,4,2,6,4,1,33,47,47,15,71,87,17,32,5,2,25,25,44,24,42,91,15,33,4,26,81,3,45,16,12,2,1,16,0,0,0,0,0,4,16,3,4,164,11,168,35,42,23,8,2,1,3,389,1387,24,15,491,3,11,100,1031,1135,2,-513,1314,1338,4,-512,"WAYNE","MI",26,2
48152,16334,30383,9030,9261,945936,699390,27203,17523,25518,26035,-577,1801,1674,155333,18692,57954,960,114216,113914,1561,22007,82958,30152,27887,962,29531,63620,668257,5701,1810,142,668,55712,5504,114850,5591,11835,3124,876,1215,6,8,722,123,1148,521,1177,316,122,53,817,104765,2208,1390,2028,50629,23795,495,90,424,158,122,324,55359,964,24,9,256,97403,8062,0,447,51,3553,9,572,151495,1760,135,4184,16519,7,3243,519,4107,577,1581,12788,1112,505,801,612,391,5902,10110,6320,2275,13132,14878,2496,5426,770,293,4248,4853,6793,4423,4445,10151,1579,3474,601,4051,10680,480,5936,2259,2118,223,355,3311,29,27,35,39,53,620,1631,505,302,9471,1523,9917,4375,6120,2915,1232,296,186,459,61315,140374,3779,1779,49082,412,3165,12069,190881,211155,268,-15220,127586,131365,-2948,-15085,"WAYNE","MI",26,2
48153,141,265,100,86,7953,4335,137,109,189,130,0,6,6,903,132,330,8,685,673,67,62,249,73,133,5,132,287,2816,29,1593,209,3444,47063,3980,1112,58,85,29,7,8,0,0,4,1,7,2,5,2,1,0,5,839,16,9,20,180,323,1,1,4,1,1,2,413,4,0,0,1,6581,109,0,24,1,40,0,5,1289,25,1,32,97,0,26,5,39,4,27,74,4,2,5,3,1,31,42,39,14,49,84,16,30,5,2,24,23,43,21,44,98,15,31,3,26,91,3,42,16,12,1,1,14,0,0,0,0,0,4,17,3,4,137,10,141,36,41,21,7,1,1,2,272,1018,20,15,349,3,9,134,1055,1175,1,-428,945,965,-3,-427,"WAYNE","MI",26,2
48154,19813,37709,11120,11003,1138507,825426,35166,23877,27793,20196,-524,1998,1250,185813,22771,66543,671,129135,127577,1192,31224,114646,45576,29541,1166,33200,75658,795648,7455,2552,175,557,62803,6127,132462,7061,15458,3570,1113,1510,8,18,904,162,1433,221,918,252,144,65,1052,130488,2821,1768,2621,37454,30600,650,98,474,161,113,282,38020,369,17,10,288,116331,6678,0,398,57,2585,11,702,161491,1516,112,5307,20236,6,3891,611,4912,673,1086,9575,806,358,926,624,266,5207,4108,7719,2116,18526,14723,2587,5513,827,292,4437,5483,7542,4989,4674,8329,1602,3593,651,3598,12990,465,5896,2448,1996,207,142,3342,27,25,38,37,46,643,1849,432,305,10352,1218,10838,4075,6815,3088,1334,325,209,320,51943,132691,3185,2118,33401,501,3684,13766,165471,185988,305,-20061,123116,126302,-2417,-19949,"WAYNE","MI",26,2
48164,4247,8932,2844,2738,250430,201934,4040,2603,4143,4213,-4,246,2,46000,4814,16072,182,27558,27189,564,3617,20081,5792,6863,231,7956,21549,167866,1638,614,35,234,12993,899,30244,1209,1825,780,246,320,1,2,191,37,344,12,89,54,31,14,233,27702,634,396,548,5093,6416,130,20,77,34,24,24,7884,14,4,2,62,40521,298,0,90,16,367,2,142,28012,146,23,985,4117,1,1538,161,1936,149,250,2150,107,60,191,131,37,1023,280,1018,459,1927,2577,549,1022,173,64,804,1094,1510,989,904,772,331,680,128,794,2953,98,1197,552,443,42,3,650,4,4,8,8,10,132,364,94,51,1808,255,1891,793,1337,612,298,71,46,39,16129,22876,391,481,12832,109,151,3548,38147,43114,67,-3858,20726,21116,-388,-3835,"WAYNE","MI",26,2
48165,2816,5542,1816,1525,150154,126184,2525,1113,1630,2497,-67,166,2,24279,2374,8254,87,16524,16121,433,2079,7236,2573,4069,133,4240,12201,105624,1177,427,28,195,8169,606,18747,661,787,504,153,190,0,1,133,22,218,7,63,33,18,9,140,17580,373,238,318,3632,3591,85,15,42,20,14,151,4279,7,2,2,37,24058,146,0,86,13,264,2,90,16445,72,14,576,2082,1,589,79,557,91,129,1181,63,38,124,82,20,688,46,522,315,934,1680,307,708,105,36,516,687,944,628,514,394,234,508,73,462,1782,77,816,344,253,27,1,388,5,4,5,4,6,77,221,50,27,760,192,797,632,888,443,191,40,26,24,7682,14730,230,238,5860,67,143,2191,19124,22132,38,-2578,13549,13779,-189,-2565,"OAKLAND","MI",26,2
48167,12072,22149,6332,6822,1054666,733391,32635,29685,54628,30486,-6,1285,3105,164652,22301,69993,2913,178083,177865,821,22299,60844,24372,35192,806,30777,65169,875434,5143,997,116,368,96582,8043,121101,8633,22664,3454,649,1008,6,7,485,97,982,1118,1710,647,123,44,645,73687,1804,1123,1587,118813,19708,346,60,1400,228,204,3139,113464,2182,48,7,243,103309,24917,0,223,99,14089,8,413,191379,5165,231,3239,19229,12,3330,602,6455,574,5637,19761,1695,783,785,707,576,8087,17082,9156,4809,18753,28060,3780,9034,932,425,6954,7564,9248,7337,8984,23372,3555,6644,734,7598,11112,808,10473,2906,3443,314,537,3531,42,40,43,60,89,916,2680,892,1200,38360,3941,39928,10384,9301,4595,2009,373,226,448,89577,157951,4357,2722,80707,363,1800,26176,408108,439872,313,-3019,138190,142547,-4093,-2788,"WAYNE","MI",26,2
48168,9313,19940,6655,5460,1196366,810074,35329,30700,76993,30227,-15,1445,5106,203384,26528,86282,4611,215145,214181,322,23823,60777,24635,42326,869,40082,88516,981832,5536,764,143,159,115262,12739,98791,9205,23608,4172,503,1054,8,5,324,91,718,1771,2213,1021,149,40,612,62002,1904,1108,1679,182411,23228,194,31,1495,328,310,3650,188089,3448,79,5,246,138943,31746,0,77,41,19426,7,366,256339,7192,347,3014,22614,20,3440,715,7003,676,8098,30717,2342,1178,782,763,843,10177,28203,10518,6777,19059,25278,5239,7327,1209,621,6109,5297,10967,4410,11919,41158,4527,3674,1041,11507,13700,1140,8608,4175,5115,456,969,4161,78,75,61,92,136,1295,2934,1394,1380,40550,5759,42152,14371,10348,5046,2694,529,314,1130,157757,153647,6513,2718,144612,377,702,29622,612367,651280,424,9091,122930,129443,-6635,9438,"WAYNE","MI",26,2
48170,20717,39401,11365,11567,1667707,1164946,66616,41567,82227,43903,0,2404,4888,258330,34756,101154,3579,256733,255864,1366,35245,114862,41537,50320,1299,45606,106755,1298195,9358,2034,221,614,129864,11605,169402,12151,30901,5384,1138,1814,11,12,869,175,1469,1624,2576,1005,211,75,1156,130413,3334,2042,2988,173447,37568,581,105,1549,365,323,2614,174314,3124,74,11,394,168817,39858,0,286,60,16707,13,748,308817,7373,363,5805,30223,19,5229,952,8727,979,6449,32707,2444,1191,1255,1093,889,11849,30172,13531,6625,28414,33301,5927,9728,1514,687,8475,8445,14417,7428,13435,38860,4484,6069,1245,11908,19684,1135,11407,5055,5492,495,1073,6122,85,81,73,96,138,1447,3491,1370,1339,46541,5199,48428,13337,12463,5932,2905,623,379,1028,156693,242800,7652,4031,139524,625,4131,26102,590083,632294,527,-6947,210094,217746,-7238,-6584,"WAYNE","MI",26,2
48173,6030,12299,3868,4013,332117,266091,5016,2412,4520,4485,-95,324,106,59557,5840,21414,150,34803,33630,937,5563,26843,7893,9070,347,11362,26975,215584,2612,977,71,482,16123,1092,45758,1440,1776,1123,341,393,1,3,294,48,464,31,306,60,40,19,300,39550,752,479,715,6278,7692,203,36,97,43,28,95,8156,47,4,3,95,37691,1071,0,170,26,669,3,209,41711,286,30,1438,4959,1,1816,196,2292,194,288,2690,159,90,264,194,56,1543,719,1253,532,2046,3976,665,1708,222,75,1277,1682,1929,1583,1145,1366,430,1179,165,894,3673,123,1766,651,497,51,14,944,11,10,10,10,12,163,517,103,63,1863,293,1956,1004,1824,867,332,84,55,93,12707,39606,909,574,8688,146,359,3775,42733,47383,82,-7993,36916,37825,-458,-7963,"WAYNE","MI",26,2
