"zipcode","n1","pp_num","n2","numdep","e00100","e00200","e00300","e00600","e00900","e01000","e01400","e01700","e02500","e03300","FscheA_28","e18425","e18450","e18500","FscheA_9","FscheA_10","e19700","e04800","e07100","e07220","e07180","EIC","e59720","e09600","F1040_57","e10300","a11900gt0","p04470","e00400","e00650","e00700","e00800","e01100","e01500","e02400","e03210","e03220","e03230","e03260","e03270","e03240","e03290","e03400","e03500","e04600","e05100","e05200","e06000","e06200","e06300","e07230","e07240","e07300","e07400","e07600","e07150","e08800","e09400","e09700","e09800","e09900","e10700","e10900","e59560","e59700","e11070","e11100","e11300","e11600","e10605","e12000","e12200","e17500","e19800","e19850","e20550","e20600","e20400","e20500","e21040","e90050","e90190","e90210","e90240","e90250","e90280","e90370","e90100","e22370","e24515","e24516","e25350","e25360","e25370","e25380","e25470","e25500","e25820","e25850","e25860","e25940","e25980","e25920","e25960","e26110","e26170","e26190","e26160","e26180","e26100","e26390","e26400","e30400","e30500","e32800","e33000","e53220","e53240","e53280","e53410","e58950","e58990","e62900","e62720","e62730","e62740","p65300","p65400","e68000","e82200","s27860","p27895","e03150","e05800","e02100","e01200","e02000","e90040","e90080","e25800","e26270","e27200","p60100","p61850","e60000","e62100","t27800","e11900","BusinessGrossProfit","BusinessGrossIncome","CarryoverCharity","Total_Federal_Taxes","irs_county_name","state","statefip","suppressed"
48033,8846,5954,17861,6053,683764,605764,4255,17707,10416,2830,10735,54838,12094,0,59954,13136,2325,9537,24547,15292,15060,581243,12216,1131,185,3143,2464,750,113980,113846,5160,9117,5307,15617,2445,440,643,68617,36662,485,62,256,603,721,797,277,24,372,62330,136515,147222,389265,222404,122182,614,60,1207,382,115,4789,140512,1128,51,1,450,201942,1751,14743,315,1336,4067,10,328,118286,1897,94,6379,13047,13,4957,607,7420,437,1880,32741,1469,904,528,604,504,5468,11179,560,3488,30182,19815,3511,5562,757,404,4355,3426,10090,2980,6742,4305,2398,7208,398,8882,70200,695,6058,3753,4103,335,5908,2179,873,863,33,57,87,710,3929,903,715,8483,2965,8606,8261,5431,3258,1277,294,172,898,132299,-967,337,105910,129300,3446,4477,110408,110,622,22200,317906,330518,-547,-8574,96559,100005,-2074,-8480,"OAKLAND","MI",26,2
48034,6255,3888,10973,3811,309748,209866,8470,12573,12321,14872,12212,40894,13191,476,79934,8215,393,7975,16701,11910,10386,210649,2915,767,140,2887,2377,519,34779,36831,4290,7603,3761,10727,835,328,395,55564,36188,374,38,217,775,733,122,108,16,248,50471,36868,38646,191731,85456,37845,455,47,506,81,24,3938,35401,1490,9,1,217,38891,9932,15827,282,1337,2492,7,242,48467,2358,31,5021,8459,3,4221,300,7194,181,2002,19196,1348,737,289,299,462,3048,17467,369,853,23792,8670,965,2739,251,93,2180,2190,3330,2347,2931,7078,917,3625,171,1654,7698,177,3284,650,862,107,6110,1818,803,794,9,12,19,210,1818,174,297,10093,669,10286,2476,2710,1476,421,72,44,423,40288,-870,-1,13144,34760,965,988,11463,42,1013,5674,67515,75659,-103,-11000,15563,16529,234,-10970,"OAKLAND","MI",26,2
48035,16739,10182,32831,11249,656443,469989,7459,5261,16537,2492,16838,72568,19176,68,79018,11057,509,13964,26652,28171,11104,409342,6570,3323,235,8340,7088,240,54863,57786,4562,18996,3524,3031,1733,864,859,93512,64271,1059,94,559,1470,1343,75,220,43,655,114504,57746,60202,329291,124798,51016,1209,142,198,65,23,11210,44848,2784,3,3,516,74011,1928,41010,882,2532,607,22,559,60656,814,42,8823,9422,2,6647,459,7563,387,302,40175,3090,1565,704,691,946,5563,29995,242,722,8284,13810,1052,5232,442,108,3639,4689,4905,4809,1910,3598,868,4684,260,1187,9794,239,4811,971,833,228,13799,3527,981,973,13,12,18,270,1620,118,76,2361,357,2475,1731,4268,2418,518,98,65,1088,54853,-1722,-189,7825,103419,1220,1108,5228,87,2072,5152,42005,50805,-74,-30635,63244,64464,-151,-30593,"MACOMB","MI",26,2
48036,10551,6762,19548,6170,471585,336259,10510,8713,10513,2863,18016,55924,17118,809,65739,10652,485,11835,23641,19763,9116,315669,3594,1676,84,4650,4117,606,51643,53337,2944,11790,3989,5732,1313,543,644,76717,50349,642,63,349,927,945,127,164,28,444,70667,50368,52595,279938,109301,48436,845,79,325,79,27,5505,44104,1745,7,2,350,62139,4211,19381,467,1374,1076,14,375,55628,1194,39,6123,8134,3,3342,354,4446,279,840,24712,1794,996,455,444,622,4347,11160,268,898,14094,11919,1101,3803,351,110,2941,3132,4951,3220,2782,2978,944,3721,201,1825,15016,214,3766,1039,995,165,6144,2545,306,304,12,13,19,245,1718,169,171,5890,620,6053,2305,3576,1915,585,97,62,694,47727,-1046,-69,14527,55177,1293,1315,12792,67,1014,3805,60430,66613,-97,-18146,30465,31758,-527,-18107,"MACOMB","MI",26,2
48037,510,334,860,382,20933,16195,130,147,-181,-24,787,1234,1382,0,2464,492,94,841,1392,1165,1624,25191,295,142,63,341,322,0,5601,5932,284,488,63,44,82,29,22,1602,2081,44,3,14,28,21,1,6,1,19,3257,2783,2533,17906,7706,2958,65,5,3,1,0,317,4218,56,0,0,10,4223,13,2173,22,71,10,1,12,2145,13,1,306,1391,0,324,14,273,11,13,718,66,30,18,16,20,129,1474,2,10,23,309,25,133,10,3,86,104,105,106,34,80,16,65,7,19,178,6,87,24,17,4,277,38,436,424,0,0,1,6,29,2,1,27,2,29,30,104,59,11,2,1,23,3222,-27,-2,18,6873,5,16,-16,2,33,24,183,240,-1,-1526,6156,6161,138,-1525,"OAKLAND","MI",26,2
48038,21674,12893,39960,11552,1079268,812733,14998,11210,17756,3102,29349,113262,33894,678,144135,25061,1045,25142,53469,49208,19276,749909,7881,3545,278,5441,4484,726,122169,125321,8557,23163,6799,6547,3437,1186,1403,147660,106850,1335,146,758,1916,2332,247,386,54,1036,144971,123293,125656,714781,301254,131477,1813,151,658,197,66,12431,104299,3563,16,4,842,125895,10142,26712,703,2659,3602,28,777,136741,3341,86,11981,17035,6,8932,877,12278,595,1390,58132,4166,2283,982,991,1440,9884,28923,416,1909,12945,22788,2273,7783,773,243,5894,6469,8663,6476,4928,14785,1852,7181,535,3368,15229,467,7124,1874,2031,365,14894,5717,1061,1040,30,31,42,580,3339,384,347,8122,1252,8516,4539,7674,3989,1233,232,148,1512,117964,-2140,-187,30819,123470,2538,1876,25808,159,1834,12826,159219,178764,-219,-37103,65338,67876,-1645,-37017,"MACOMB","MI",26,2
48042,13019,7838,29776,9439,823721,627451,8857,5271,13314,2100,21499,70494,20133,1006,145201,21799,739,21630,46640,60198,15325,570030,7425,4211,259,2194,1613,570,91169,93294,4419,13649,3974,3046,2794,815,965,92396,52250,925,116,577,1546,2035,226,309,30,831,98366,93518,93957,543704,194421,99356,1261,86,380,162,59,13465,82099,2969,13,2,732,120885,4400,8219,336,1490,1841,15,486,107954,1582,68,7158,13410,4,6232,651,8040,426,1144,44205,3550,1657,628,674,1210,7322,28603,242,1403,4830,15354,1787,5784,571,199,4212,4620,6026,4688,3515,5953,1263,5447,392,3058,27011,341,5666,2055,1705,225,12393,4309,1076,1063,26,25,33,439,2365,318,188,4753,889,4957,3221,5674,2725,1069,213,136,1140,89138,-1753,-16,30206,132302,2802,1767,25398,138,1633,12001,127767,141148,-174,-24117,88097,90899,-986,-24049,"MACOMB","MI",26,2
48043,6121,3675,11663,3930,255321,172257,2864,2039,5826,615,7053,24306,7970,0,28233,4385,190,5165,9968,9456,4373,158416,2105,1050,101,3362,2935,216,21839,22857,1532,6862,1289,1211,775,310,310,31181,23601,384,35,184,391,348,40,80,16,229,41736,23383,25131,119141,49511,18419,436,47,140,27,9,3521,17567,722,2,1,180,26908,489,17351,284,1182,610,7,199,20578,345,16,3184,3752,1,2516,181,2988,146,153,12449,841,487,242,228,259,1890,6941,90,349,4834,4632,389,1797,157,40,1242,1521,1710,1554,803,1845,360,1719,97,539,6909,88,1473,403,319,73,3464,1270,518,514,5,4,7,102,901,51,75,2266,208,2349,792,1630,887,196,37,24,380,23277,-464,-38,3950,23916,223,421,3692,32,423,2766,18639,21800,-30,-10682,11467,11690,-82,-10666,"MACOMB","MI",26,2
48044,25183,15043,57622,19161,1540291,1224948,13158,7699,26301,2830,27171,101498,27517,1164,253189,40938,873,38649,85037,104514,28117,1064076,16516,8040,459,6334,5177,1302,163365,167219,9997,27361,7168,4857,5766,1532,1705,138566,78953,1648,214,1061,2977,3635,400,598,60,1535,187581,174965,175588,1011517,395399,199352,2488,143,724,341,117,25061,162353,5531,29,4,1335,171145,8826,30841,896,2407,4900,29,884,210477,3900,131,11287,24638,9,14143,1214,17616,826,2113,78687,6251,3190,1226,1272,2255,14477,46895,423,2844,8212,29595,3338,11239,1100,390,8036,8957,10780,8855,6173,21555,2319,8787,845,5257,21556,668,9451,2974,3293,452,21838,8325,1765,1735,50,52,68,881,4230,665,371,9128,1869,9616,6075,10899,5212,1944,413,262,2125,171163,-2958,94,62863,217500,5211,3602,53726,259,2184,27663,273803,303330,-371,-47184,138813,144024,-3832,-47053,"MACOMB","MI",26,2
48045,12601,8064,23221,6850,664992,490554,10611,10233,17802,10140,16745,65935,20249,577,100315,16799,443,18040,36543,35636,11283,462622,4251,1786,129,3772,3140,825,77871,80558,3971,14407,5109,7025,2137,703,857,92808,50101,835,87,490,1594,2020,187,246,32,615,93280,76674,79089,432813,193364,82445,1083,106,500,147,48,7410,72187,3039,14,2,516,77794,6791,15268,535,1843,2618,15,474,94842,2059,60,6428,10108,4,4696,539,6914,377,1203,42345,3674,1666,584,632,1171,6548,40405,400,1479,18262,16666,1607,5677,502,174,4358,4756,5761,5051,3404,8174,1236,5896,343,2516,9329,311,6190,1212,1527,206,14116,3993,528,522,20,22,32,382,2180,300,271,8388,1028,8766,3260,5149,2655,870,161,101,1032,74061,-1746,4,26512,106766,2959,1348,23095,102,1883,6305,113673,125397,-173,-21931,64422,67380,-1582,-21872,"MACOMB","MI",26,2
48046,278,153,570,409,9030,7175,53,157,1354,206,0,1760,1203,0,2055,689,0,685,542,1029,844,10420,94,116,0,515,433,0,1552,3365,579,302,30,58,37,12,11,1950,3035,18,1,9,121,20,0,3,1,9,1585,1053,986,6174,2294,1043,25,2,1,1,0,252,1174,289,0,0,4,827,8,6547,31,38,5,0,4,637,6,0,52,587,0,78,3,47,6,5,1012,73,37,12,12,19,86,4121,3,5,385,129,11,65,6,1,37,45,47,46,15,46,9,51,3,8,71,3,61,10,8,3,2067,30,1,1,0,0,0,3,16,1,0,14,1,15,16,54,31,5,1,1,11,1248,-21,-1,-30,2126,-26,4,-71,1,37,14,36,82,-1,-519,1115,1088,217,-518,"MACOMB","MI",26,2
48047,18256,11155,38655,12537,1069249,809600,11120,8846,18493,6882,27524,82391,22312,2387,167728,27278,924,25178,61031,64558,18360,743069,10137,5312,323,3648,3051,1359,116903,120079,9692,19362,6422,6294,3785,1106,1169,121502,58401,1220,145,698,2272,2514,255,383,43,1035,128031,121231,126278,648338,242468,114140,1793,109,664,188,68,17093,98473,4369,15,3,881,121740,7117,15680,523,1867,2739,21,666,133495,2335,83,8172,16079,5,9738,886,14179,553,1269,51997,5016,2347,848,847,1859,9381,41990,404,2157,18343,22723,2265,7838,706,242,5882,6543,8578,6540,4884,6985,1779,6756,462,3558,19081,435,6960,2045,2172,286,17921,5676,1293,1279,29,31,40,531,3238,370,363,12997,1459,13619,4257,7437,3728,1242,248,159,1567,115797,-2329,81,33215,178840,3508,2491,27259,165,2046,16193,168487,190868,-210,-36452,126842,130350,-1827,-36368,"MACOMB","MI",26,2
48048,3019,1746,7369,2825,138453,107340,555,902,4482,-46,1841,9935,2014,0,20534,2991,109,4080,7256,9127,2202,85786,1916,1054,74,1929,1673,197,12258,12809,1401,3415,489,456,658,166,163,12528,5088,211,18,90,250,217,63,49,8,125,23519,14529,13670,91170,39076,16971,261,24,29,28,9,2838,11403,483,2,1,104,18325,177,10126,136,569,232,3,104,12780,142,9,1612,1879,1,1523,86,1497,81,102,6743,456,257,122,125,142,1030,4432,29,123,573,2545,222,1115,96,28,676,772,860,775,372,1469,153,773,66,517,43481,58,833,764,233,39,2950,707,336,334,3,4,6,65,294,43,11,565,61,602,400,769,438,120,27,17,194,13135,-272,-16,3359,20248,66,336,3222,19,184,3124,15836,16794,-30,-5631,13505,13571,-113,-5622,"MACOMB","MI",26,2
48050,832,527,1657,484,42263,32613,694,333,1754,28,3462,6237,1937,0,7781,1178,59,1317,2626,3303,711,27825,457,163,47,167,216,38,4149,4323,304,816,152,137,178,50,52,7760,3418,60,6,30,55,54,12,15,2,42,5343,4396,4351,25812,9455,4372,120,6,10,6,2,444,3515,103,0,0,32,5697,57,884,24,41,69,1,26,3887,43,3,428,609,0,375,24,345,22,40,1764,108,65,34,33,35,306,1012,9,44,217,782,69,311,28,8,202,221,286,220,121,347,49,212,19,128,5668,17,220,141,67,12,512,249,389,381,1,1,2,20,100,11,3,65,23,69,120,240,130,33,8,5,63,3970,-70,5,1119,4404,40,91,1080,6,64,63,3106,3353,-7,-1139,2640,2680,-2,-1136,"MACOMB","MI",26,2
48051,8008,4702,17087,5833,390688,310568,3019,1365,6828,495,11782,25664,7097,0,59431,9133,393,9458,20024,25225,6344,256927,4348,2261,160,2734,2456,204,35945,36765,2149,8271,1793,833,1170,457,467,31265,15982,550,59,319,457,507,64,141,19,413,56122,39069,39105,239594,88062,39135,755,52,127,52,19,6360,30802,825,3,1,336,58486,628,15322,320,869,413,10,258,36692,421,27,3280,5550,1,3793,343,4261,214,140,17917,1090,625,349,326,361,2959,7056,88,462,1660,6702,622,2856,264,72,1933,2300,2448,2374,1125,2345,492,2464,171,894,8932,140,2669,767,575,120,3414,2001,689,685,10,9,11,177,941,93,55,1896,221,1965,1063,2571,1350,434,80,52,571,36083,-853,-141,10630,29537,482,541,9785,61,856,5059,36821,41939,-50,-13877,11620,12102,-317,-13850,"MACOMB","MI",26,2
48062,4652,2994,9873,2933,223052,165827,3605,1776,3345,1367,7591,20905,6218,0,33915,4943,261,5370,11071,13160,3775,143616,2202,1269,103,1092,928,170,19431,20096,1346,4984,1128,986,604,270,256,26647,17251,311,32,171,215,292,34,79,11,232,32592,20197,21142,106504,33115,17091,437,30,71,25,9,3574,15948,384,1,1,197,26288,426,5554,138,557,288,6,163,18862,272,15,2219,3075,1,1918,163,2271,119,68,10036,624,343,195,183,203,1652,3279,85,251,3477,4627,352,1736,142,38,1240,1473,1599,1515,734,1567,286,1357,93,485,10210,77,1434,458,306,63,1595,1153,462,457,5,5,6,94,549,42,32,1247,120,1314,622,1466,799,218,41,27,313,18635,-486,-39,4406,20055,289,393,3759,33,447,2023,16751,19449,-25,-7534,10019,10308,119,-7520,"MACOMB","MI",26,2
48065,5054,3190,11077,3409,287768,214441,5734,4032,5584,1772,11099,30706,10459,332,47591,7629,324,8361,17031,17727,5402,195392,2885,1192,43,1051,906,338,31344,32192,2341,5473,2155,2779,920,285,334,42320,24621,314,38,205,480,551,126,110,12,274,34326,32776,34512,148591,55430,31256,453,30,200,72,24,3813,32701,892,7,1,227,45168,1837,4428,217,525,827,7,187,37950,775,29,2669,4718,2,1895,238,2753,161,672,14439,926,510,253,252,338,2654,4532,166,736,8010,8243,836,2411,240,89,1937,1877,3537,1863,1974,2032,655,2461,141,1654,14178,162,2461,886,856,111,2290,1487,160,158,10,12,16,187,1161,157,108,2779,545,2881,1821,2325,1195,444,81,50,400,32600,-637,32,16456,36170,910,983,15581,47,568,3660,57437,61940,-91,-7840,21731,22641,-263,-7811,"MACOMB","MI",26,2
48066,22842,13499,43959,14835,817270,612364,6949,4511,11380,-3755,17465,77377,16843,0,85222,12365,592,12698,27552,30174,9078,493754,8684,4486,350,10874,9651,184,62615,65249,4481,24809,4064,2696,2025,1146,1061,98504,63240,1497,116,643,1308,1193,63,264,60,790,151913,68313,69371,447644,178547,66705,1685,184,168,63,21,13399,51141,2390,3,4,619,105586,1513,60540,1105,4035,502,28,720,67419,874,46,10305,7753,3,7856,549,7781,506,303,42102,2941,1707,879,826,934,6577,23602,230,637,5469,14816,1177,6088,529,121,3996,5211,5493,5391,1882,3873,900,4490,305,1124,8301,276,5058,1044,896,270,10994,3910,1531,1517,14,13,20,294,1681,114,51,2006,249,2115,1721,4830,2901,560,101,67,1240,60199,-1746,-310,8745,67739,637,948,7474,101,1568,3184,25537,30740,-79,-42024,25637,26275,-423,-41978,"MACOMB","MI",26,2
48067,13933,7096,22869,5590,802592,694662,5580,7506,21146,8227,13765,32734,11860,1491,114221,21503,355,17553,41778,42556,10456,597365,5236,2030,225,1756,1487,853,103079,109186,3968,14515,4081,4599,2667,860,979,45693,30007,1063,111,521,2613,3388,244,310,33,758,102219,97118,96452,632961,222014,116222,1487,119,408,184,59,8765,100760,5080,18,2,593,91805,9269,6438,434,1199,2408,14,482,133225,2785,75,5715,9506,5,5312,511,6090,448,1164,54932,5454,2413,648,748,1859,8531,62772,359,1461,8543,18696,1894,6855,589,218,5054,5167,6670,5363,3708,13552,1245,5558,459,3163,16232,367,5977,1757,1810,210,23709,4989,854,838,24,29,40,461,2229,365,203,4553,1028,4706,3685,5529,2928,962,209,132,1305,92631,-1814,56,35245,178514,4861,1633,30520,130,1713,12123,119309,131728,-224,-25379,123582,128443,-1889,-25304,"OAKLAND","MI",26,2
